0,1,2,3,4,5
False,59.0,The Guess Who,These Eyes,225920.0,spotify:track:5lEyMg4GNKnMbaarvT4sRd
,,,,,
False,31.0,The Tams,What Kind of Fool (Do You Think I Am),116560.0,spotify:track:01IpNtCBRCrPj91rgARPl3
False,33.0,Roy Orbison,Candy Man,165640.0,spotify:track:23c4cwGTt6ifXOoO4FlBRK
False,21.0,Johnny Nash,Cupid,205106.0,spotify:track:4GOdo3wUXB4VToo9Edc9x2
False,41.0,The Emotions,Show Me How - 45 Version,199240.0,spotify:track:4fcEcpfE7N9sDR7TReFtC0
,,,,,
False,27.0,Capleton,Tour,286333.0,spotify:track:6YCkARFQggwUEmqTUyfIgx
False,41.0,Rascal Flatts,This Everyday Love,184106.0,spotify:track:7aNsPkxjfpxr6LM2Mg5sQr
False,77.0,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),195546.0,spotify:track:1A8j067qyiNwQnZT0bzUpZ
False,56.0,Herb Alpert & The Tijuana Brass,This Guy's In Love With You,239733.0,spotify:track:5hffP5gJFe1zByXf7BIeYq
False,56.0,Blackfoot,"Train, Train",216693.0,spotify:track:5bSpsKGoGKXOOfg7F3ZtKz
False,68.0,The Clash,Train in Vain (Stand by Me) - Remastered,194666.0,spotify:track:6ITuEsxEy2qPhqMowdDAeI
False,34.0,David Gates,Took the Last Train,271893.0,spotify:track:6f5vTwQNj4ZzFBBwCGQ9fA
False,45.0,Jack Wagner,Too Young,251133.0,spotify:track:42W8NXxt46ZWahftrm4mYX
False,22.0,Kris Jensen,Torture,129573.0,spotify:track:5UhOp3HtNKv10HO4zTeS4s
False,46.0,Carpenters,Touch Me When We're Dancing,199906.0,spotify:track:3JTpBx594omaUMH7OjXdPb
,,,,,
False,35.0,Laura Enea,This Is The Last Time (2002 Mix),238943.0,spotify:track:2NiJZ3uFwXXGY93Jz1BT52
False,48.0,Dinah Washington,This Bitter Earth,150666.0,spotify:track:3MCimW1NfKKOkdqDzNsOXA
,,,,,
False,39.0,Rufus Thomas,Walking the Dog - Mono,158089.0,spotify:track:602rnDrA59nfIEcX5Qrlcx
False,49.0,Fats Domino,Walking To New Orleans,118466.0,spotify:track:5TcEq6qNQJ7HXeTxwB3ZGB
,,,,,
False,29.0,The Village Stompers,Washington Square,162333.0,spotify:track:2JwLfiU13mnYuiqcqriOLl
False,74.0,Lou Reed,Walk On the Wild Side,254173.0,spotify:track:5p3JunprHCxClJjOmcLV8G
False,40.0,Love Unlimited,Walkin' In The Rain With The One I Love,287933.0,spotify:track:4Ev3gucC4JAUbHJrHpY70w
False,27.0,The Smithereens,Too Much Passion,275733.0,spotify:track:1ek0Z7yy6WxDfaVuyvvuPK
False,38.0,Pat Benatar,We Live For Love,237400.0,spotify:track:1TE4S9kqvml9o8JpPR8kBf
,,,,,
False,46.0,Noel Paul Stookey,Wedding Song (There Is Love),226760.0,spotify:track:3bwgcbZwEVnRP0JMwKVYCa
False,46.0,John Sebastian,"Welcome Back (Theme from Welcome Back, Kotter)",170893.0,spotify:track:2pS6zWWQCpO0IVEBIbzJh8
,,,,,
,,,,,
False,20.0,Jim Photoglo,We Were Meant To Be Lovers,245746.0,spotify:track:7jivEWEmRyPFkHkf2LADhC
,,,,,
,,,,,
False,51.0,Mary Hopkin,Those Were The Days - Remastered,310213.0,spotify:track:6QOg1CWFpLAsIK7I54JX4G
False,53.0,Jay & The Americans,This Magic Moment,177093.0,spotify:track:74i6ZrnR1WzZsuc3qrJg7I
False,57.0,Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,198693.0,spotify:track:2OyaNAq8BcGstyzueloqpE
,,,,,
False,24.0,Don Shirley Trio,Water Boy,290760.0,spotify:track:6C0MI24rbbiNb6E8EWAr8z
False,49.0,Chris Montez,The More I See You,163920.0,spotify:track:2FqVUZc8DSxibYFtTiOI26
False,32.0,Henry Mancini,"Love Theme from ""Romeo And Juliet""",152320.0,spotify:track:0oFkaYVT0tVb9v5sOaMvJv
False,38.0,Neil Young,Heart of Gold (Arr. for Guitar),192000.0,spotify:track:1mH7MvtshIFTz2eEv8AZ16
False,46.0,Tina Turner,What You Get Is What You See,271533.0,spotify:track:5kr90kavZCFmPhzk338xrX
False,65.0,Stevie Wonder,My Cherie Amour,173306.0,spotify:track:5ZoDwIP1ntHwciLjydJ8X2
False,30.0,The O'Kaysions,Girl Watcher,157000.0,spotify:track:4hFijVSyGeulZaLRJSGU5G
False,53.0,Kenny G,The Moment,361466.0,spotify:track:2YpjoEkXlkT5TBM2T7Hzkh
False,48.0,The Capris,There's a Moon Out Tonight,133880.0,spotify:track:3hy4WKSFmCsyQbwAgPixMc
,,,,,
True,42.0,Ludacris,What Them Girls Like,242080.0,spotify:track:22zQIT8YePdO4f3coOHZuH
True,52.0,Xzibit,What U See Is What U Get,308906.0,spotify:track:4ezafcOuI5em8LoE2xxnpv
