0,1,2,3,4,5
False,52.0,Eric Church,Desperate Man,208733.0,spotify:track:1vHeu2j2MpfMqqvcXKLtic
,,,,,
False,50.0,Archie Bell & The Drells,"Tighten Up, Pt. 1",196000.0,spotify:track:6IIcvtmuGpWIasqOpyGlyY
True,71.0,Moneybagg Yo,Time Today,136899.0,spotify:track:0YrKSfpvflYnLSBd4Jtu6J
False,10.0,Eileen Rodgers,Treasure of Your Love,171076.0,spotify:track:193VYSbs1du0k1leg5AXcw
False,35.0,Sheila E.,The Belle of St. Mark,306573.0,spotify:track:5I0620xa6ecXZinsDUUcYF
False,72.0,Jim Croce,Time in a Bottle,146175.0,spotify:track:561F1zqRwGPCTMRsLsXVtL
False,38.0,Jude Cole,Time for Letting Go,259693.0,spotify:track:6aArMs4YuTg3mzxrtZV4cc
False,74.0,Red Hot Chili Peppers,Give It Away,282906.0,spotify:track:0uppYCG86ajpV2hSR3dJJ0
False,63.0,Electric Light Orchestra,Turn to Stone,229093.0,spotify:track:1Pd1h30mgU05QkWYhgFzwt
False,63.0,Sam Cooke,Twistin' the Night Away,159853.0,spotify:track:7FS541dJh3iQAEXEZoDhE6
False,59.0,Fleetwood Mac,Tusk - 2015 Remaster,217573.0,spotify:track:0iINibMKtoS8duvexsqnm5
False,38.0,Swing Out Sister,"Twilight World - Superb, Superb, Mix",389386.0,spotify:track:52LRCeDADRBJmxqoT562yK
False,28.0,38 Special,The Sound Of Your Voice,299600.0,spotify:track:6ZfTwIVeXIe5SmQPzLEhsW
False,49.0,Roger Whittaker,The Last Farewell,220600.0,spotify:track:3AInBEwANMFfwhpUcUechO
,,,,,
False,47.0,Amerie,Talkin' To Me (Edit),234706.0,spotify:track:72Oh7sKJUEINkQnoPO4kHS
False,51.0,Frankie Ballard,Young & Crazy,180346.0,spotify:track:6ll39ALTlddWWQZLjSFlwM
False,20.0,Gary Puckett & The Union Gap,Young Girl,194413.0,spotify:track:6s10XyfYy0X2vQrPAnJ2lh
False,38.0,Hipsway,The Honeythief,190973.0,spotify:track:1bkSzATaKPaDglvqKMw3QE
,,,,,
False,35.0,Freddy Cannon,Tallahassee Lassie,132893.0,spotify:track:5dDs13F0oo7XngcEIgRb2m
,,,,,
,,,,,
