0,1,2,3,4,5
False,77.0,Taylor Swift,Gorgeous,209680.0,spotify:track:1ZY1PqizIl78geGM4xWlEA
False,35.0,Bob Seger,Get Out Of Denver - Live In Detroit/1975,320240.0,spotify:track:0e9YaZqnRi3QYSMUIdcarE
False,0.0,Wade Flemons,Easy Lovin',140733.0,spotify:track:4nvOMKH3EpGv64srvXI7lp
False,17.0,Kool & The Gang,"Funky Man - Live At The Sex Machine, Philadelphia/1970",205360.0,spotify:track:29rrhBWVubwLEfImXkJAxE
False,2.0,The Buena Vistas,Hot Shot,157893.0,spotify:track:3jwjRiAGKizbD4Ma00UBUe
,,,,,
,,,,,
,,,,,
False,51.0,Nolan Porter,If I Could Only Be Sure,201533.0,spotify:track:3X9MzewfAXyBbdPuWQDJUa
False,45.0,The Meters,Hand Clapping Song,176626.0,spotify:track:3COOd5xqfP3VUeTZtUKcvD
False,1.0,Betty Harris,His Kiss,175362.0,spotify:track:1UMzgGjcCec8QIbA8VuxBB
False,57.0,Justin Bieber,Mark My Words,134346.0,spotify:track:2SnNaoNhMjC1WRMTWD8qTX
,,,,,
False,28.0,John Fogerty,Eye Of The Zombie,275600.0,spotify:track:0tN6NhHgaAwAQy6NIdqgTW
False,16.0,Louis Armstrong,Mame,141266.0,spotify:track:5uKfSvBagugSsAXMh5Aags
,,,,,
False,6.0,The Spinners,Heaven on Earth (So Fine),241560.0,spotify:track:1YkcpoRs9ftzoiYFV1QbaA
,,,,,
,,,,,
False,36.0,Mavis Staples,I Have Learned To Do Without You,254800.0,spotify:track:5wfxLwBob2D32KO95kFMtx
,,,,,
False,40.0,Joan Baez,Love Is Just A Four-Letter Word,267200.0,spotify:track:5NNSLOPIXs1rQE6hDNFS5e
False,2.0,The Hondells,My Buddy Seat,102586.0,spotify:track:00kG3Kz2rxem4XswOmtF3s
False,18.0,Bryan Ferry,Heart On My Sleeve,208106.0,spotify:track:16vD6QTOb97PWexndXrblr
False,25.0,Barry Ryan,Eloise,345173.0,spotify:track:1IUIKhU7RccNnUY0yuzFDb
False,21.0,Al Martino,Here In My Heart,184133.0,spotify:track:5INGQJv6rLOIuM6jwFjjt9
False,51.0,Oingo Boingo,Just Another Day,312466.0,spotify:track:6w6I3AFRv7tQMmUTgAghUB
False,0.0,Bunny Sigler,Lovey Dovey / You're So Fine - Stereo,173320.0,spotify:track:6sDWMuTgOx9dmtuaFWeHtD
,,,,,
,,,,,
True,0.0,Juice WRLD,Hear Me Calling,189977.0,spotify:track:4inj1GocR4oCCl2QLKzjgb
False,1.0,Sad Café,La-Di-Da,302013.0,spotify:track:2LvyOgvjI2Zk8Rqwq4iwuI
False,11.0,P.J. Proby,Hold Me,161360.0,spotify:track:5K86xdAtPUOyXNjdsomLv5
False,36.0,Rosie & The Originals,Lonely Blue Nights,146653.0,spotify:track:2RjOh2kpz1FkrPxh2dEh5y
False,19.0,Dia Frampton,Heartless - The Voice Performance,208306.0,spotify:track:5xbtFVrkqpVD8lzHOI9lR7
False,37.0,Sonny James,It's Just A Matter Of Time,155773.0,spotify:track:0SY37QOK0zoT0M94mWDZt9
False,3.0,Henry Mancini,Moonlight Sonata,175333.0,spotify:track:0NfOkSbLeCOGvWOBuLwQEN
,,,,,
,,,,,
,,,,,
False,8.0,Charlie Rich,"July 12, 1939",270786.0,spotify:track:0a32BQVIZxqDYiSHtvpAkb
False,11.0,Archie Bell & The Drells,My Balloon's Going Up,147666.0,spotify:track:2XYSkO6GWk1ZpINrFBsLWc
False,0.0,Tony Burrows & The Hit Squad,Melanie Makes Me Smile,204546.0,spotify:track:0uHyuAUjqBt3JQGmb3hp0S
False,10.0,Pablo Cruise,Never Had A Love,308493.0,spotify:track:0buSNWU1Nf280O5JV7UXZW
False,45.0,The Emotions,Flowers,268733.0,spotify:track:7BngbNGLogotcTM0PSvnYB
False,15.0,The Turtles,Grim Reaper of Love - Remastered,139592.0,spotify:track:4QWIK0sLhlT2J7DOuKdijP
,,,,,
,,,,,
,,,,,
False,40.0,Donna Summer,"Try Me, I Know We Can Make It - Edit",198093.0,spotify:track:75y3G2V8wSpm89einsZ4d5
