0,1,2,3,4,5
False,73.0,Imagine Dragons,Radioactive,186813.0,spotify:track:4G8gkOterJn0Ywt6uhqbhp
False,75.0,AWOLNATION,Sail,259093.0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0
False,32.0,Jason Mraz,I’m Yours,219053.0,spotify:track:5smPViFYtztTo7ww9gJXpD
False,92.0,The Weeknd,Blinding Lights,200040.0,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
False,70.0,LeAnn Rimes,How Do I Live,266973.0,spotify:track:7BD50ATrF3Vab5FQy7vtK8
False,78.0,OneRepublic,Counting Stars,257839.0,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
,,,,,
True,80.0,Adele,Rolling in the Deep,228093.0,spotify:track:1c8gk2PeTE04A1pIDH9YMk
,,,,,
False,79.0,Carrie Underwood,Before He Cheats,199946.0,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt
False,75.0,The Lumineers,Ho Hey,163133.0,spotify:track:0W4Kpfp1w2xkY3PrV714B7
False,76.0,Lifehouse,You And Me,195493.0,spotify:track:0815caqt2Lytro5EIzMufT
,,,,,
False,76.0,Imagine Dragons,Demons,175200.0,spotify:track:3LlAyCYU26dvFZBDUIMb7a
False,86.0,Post Malone,Circles,215280.0,spotify:track:21jGcNKet2qwijlDFuPiPb
,,,,,
False,72.0,Lady A,Need You Now,277573.0,spotify:track:11EX5yhxr9Ihl3IN1asrfK
,,,,,
False,86.0,John Legend,All of Me,269560.0,spotify:track:3U4isOIWM3VvDubwSI3y7a
False,80.0,The Fray,How to Save a Life,262533.0,spotify:track:5fVZC9GiM4e8vu99W0Xf6J
False,87.0,Ed Sheeran,Shape of You,233712.0,spotify:track:7qiZfU4dY1lWllzX7mPBI3
False,1.0,Ed Sheeran,Thinking Out Loud,281560.0,spotify:track:0h8uy7TVccHMTtRkL9XFIg
,,,,,
False,66.0,Ellie Goulding,Lights,244266.0,spotify:track:11ozIUBoXAgRTVWelDn4pL
False,71.0,Creed,Higher,316733.0,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT
False,78.0,Kings of Leon,Use Somebody,230760.0,spotify:track:5VGlqQANWDKJFl0MBG3sg2
False,76.0,The Righteous Brothers,Unchained Melody,218013.0,spotify:track:2qhASBzpbFhPRtrnZ5lLnz
,,,,,
,,,,,
False,0.0,The Future Hit Makers,I Gotta Feeling (Made Famous by Black Eyed Peas),247500.0,spotify:track:3BBuNdEZJ1S64so0y03pOQ
False,63.0,Paula Cole,I Don't Want to Wait,320026.0,spotify:track:5MDQNJ7SZTytJwCbWKqJDL
True,70.0,fun.,Some Nights,277040.0,spotify:track:6t6oULCRS6hnI7rm0h5gwl
False,59.0,Faith Hill,The Way You Love Me,186066.0,spotify:track:6vgN6KGstss0GnBbKlMNK9
False,89.0,Ed Sheeran,Perfect,263400.0,spotify:track:0tgVpDi06FyKpA1z0VMD4v
False,60.0,Duncan Sheik,Barely Breathing,254546.0,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS
False,71.0,Lonestar,Amazed,240866.0,spotify:track:6qc34bnVOyqGDPni8H5W0U
False,49.0,Everything But The Girl,Missing - 2013 Remaster,247200.0,spotify:track:79dD64QT2l64W12VkPGjvZ
False,86.0,Sam Smith,Stay With Me,172723.0,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
False,83.0,Train,"Hey, Soul Sister",216773.0,spotify:track:4HlFJV71xXKIGcU3kRyttv
False,67.0,Lifehouse,Hanging By A Moment,216066.0,spotify:track:0wqOReZDnrefefEsrIGeR4
,,,,,
False,88.0,Lewis Capaldi,Someone You Loved,182160.0,spotify:track:7qEHsqek33rTcFNT9PFqLf
False,87.0,Avicii,Wake Me Up,247426.0,spotify:track:0nrRP2bk19rLc0orkWPQk2
False,66.0,Matchbox Twenty,Unwell,228706.0,spotify:track:6Bm6qUCSatPAqkQllFL7oA
False,79.0,Train,Drops of Jupiter (Tell Me),259933.0,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA
False,81.0,3 Doors Down,Kryptonite,233933.0,spotify:track:6ZOBP3NvffbU4SZcrnt1k6
False,84.0,WALK THE MOON,Shut Up and Dance,199080.0,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
False,68.0,The Band Perry,If I Die Young,222773.0,spotify:track:4u26EevCNXMhlvE1xFBJwX
True,67.0,Next,Too Close,259440.0,spotify:track:5IFCyWplye09HytIP80RCF
False,67.0,Faith Hill,Breathe,250546.0,spotify:track:3y4LxiYMgDl4RethdzpmNe
False,83.0,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040.0,spotify:track:3KkXRkHbMCARz0aVfEt68P
False,73.0,Bastille,Pompeii,214147.0,spotify:track:3gbBpTdY8lnQwqxNCcf795
True,81.0,Post Malone,Better Now,231266.0,spotify:track:7dt6x5M1jzdTEt8oCbisTK
,,,,,
False,77.0,Shawn Mendes,Stitches,206880.0,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
False,87.0,James Arthur,Say You Won't Let Go,211466.0,spotify:track:5uCax9HTNlzGybIStD3vDh
,,,,,
True,83.0,Travis Scott,SICKO MODE,312820.0,spotify:track:2xLMifQCjDGFmkHkpNLD9h
,,,,,
,,,,,
False,53.0,Marshmello,Happier - Slowed + Reverb,240531.0,spotify:track:072Hl1zCG3UMxc7JBeQk7r
True,78.0,Chris Brown,Go Crazy,176960.0,spotify:track:1IIKrJVP1C9N7iPtG6eOsK
,,,,,
False,80.0,benny blanco,Eastside (with Halsey & Khalid),170769.0,spotify:track:7FGq80cy8juXBCD2nrqdWU
False,39.0,Dua Lipa,Don’t Start Now (Kaytranada Remix),267253.0,spotify:track:7cYNQkJoyHVhP8Drb2n6d5
False,82.0,Panic! At The Disco,High Hopes,190946.0,spotify:track:1rqqCSm0Qe4I9rUvWncaom
True,82.0,Halsey,Without Me,201660.0,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ
True,75.0,Fetty Wap,Trap Queen,222093.0,spotify:track:2d8JP84HNLKhmd6IYOoupQ
False,74.0,Savage Garden,Truly Madly Deeply,277266.0,spotify:track:013AWvizllIUEC2FOBzOnh
,,,,,
False,75.0,Maren Morris,The Bones,197293.0,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ
False,85.0,Lewis Capaldi,Before You Go,215106.0,spotify:track:2gMXnyrvIjhVBUZwvLZDMP
False,85.0,Twenty One Pilots,Stressed Out,202333.0,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
False,65.0,Third Eye Blind,How's It Going to Be,253413.0,spotify:track:3Uvx1TO0Kg5HgGPk58lHXv
False,77.0,3 Doors Down,Here Without You,238733.0,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4
True,3.0,Cardi B,I Like It,253390.0,spotify:track:2SrK617QjFTouUuAkFC4S9
False,85.0,Bruno Mars,That's What I Like,206693.0,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
False,66.0,Silentó,Watch Me (Whip / Nae Nae),185142.0,spotify:track:5RIVoVdkDLEygELLCniZFr
False,86.0,Coldplay,Viva La Vida,242373.0,spotify:track:1mea3bSkSGXuIRvnydlB5b
False,85.0,Imagine Dragons,Thunder,187146.0,spotify:track:1zB4vmk8tFRmM9UULNzbLB
,,,,,
False,70.0,Rascal Flatts,What Hurts The Most,214106.0,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4
False,16.0,Bebe Rexha,Meant to Be,164640.0,spotify:track:5vJ0ptQXI9iJnZ589oXTQP
,,,,,
False,89.0,Imagine Dragons,Believer,204346.0,spotify:track:0pqnGHJpmpxLKifKRmU6WP
,,,,,
False,71.0,Dan + Shay,Tequila,196746.0,spotify:track:42fw0rxRO2xbesF6mJfd4Y
False,73.0,Carly Rae Jepsen,Call Me Maybe,193400.0,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
False,71.0,Nickelback,Someday,207466.0,spotify:track:4PkJ7c9y1CwpuVOiJODnCZ
False,85.0,Harry Styles,Adore You,207133.0,spotify:track:3jjujdWJ72nww5eGnfs2E7
False,74.0,Taylor Swift,Shake It Off,219200.0,spotify:track:5xTtaWoae3wi06K5WfVUUH
False,75.0,Finger Eleven,Paralyzer,208106.0,spotify:track:28IEbk5a7twNTbUEvWslUb
,,,,,
False,70.0,Taylor Swift,You Belong With Me,231133.0,spotify:track:3GCL1PydwsLodcpv0Ll1ch
False,68.0,Nickelback,Rockstar,252040.0,spotify:track:6n9yCXvLhnYMgJIiIcMu7D
False,80.0,Nickelback,How You Remind Me,223840.0,spotify:track:0gmbgwZ8iqyMPmXefof8Yf
False,0.0,Taylor Swift,Love Story (Taylor’s Version),235766.0,spotify:track:6gNhyCf7k6QKCqc5ffG3kR
,,,,,
,,,,,
False,64.0,Blues Traveler,Run-Around,279800.0,spotify:track:500Tkm3vJmVtdUwdCVxCTb
,,,,,
False,84.0,Billie Eilish,bad guy,194087.0,spotify:track:2Fxmhks0bxGSBdJ92vM42m
False,83.0,Bruno Mars,Just the Way You Are,220734.0,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
,,,,,
,,,,,
False,81.0,5 Seconds of Summer,Youngblood,203417.0,spotify:track:2iUXsYOEPhVqEBwsqP70rE
False,59.0,Dishwalla,Counting Blue Cars (Tell Me Your Thoughts On God),291906.0,spotify:track:6B618H5CuCdEzcVs0NKTlt
,,,,,
False,68.0,Faith Hill,This Kiss,194306.0,spotify:track:5EYWGM3Ns3iYew8ws0FatB
True,88.0,The Weeknd,The Hills,242253.0,spotify:track:7fBv7CLKzipRk6EC6TWHOB
False,80.0,Of Monsters and Men,Little Talks,266600.0,spotify:track:2ihCaVdNZmnHZWt0fvAM7B
False,66.0,Lee Ann Womack,I Hope You Dance,294533.0,spotify:track:65B1tEOv5W294uCKbmEcFV
True,86.0,Juice WRLD,Lucid Dreams,239835.0,spotify:track:285pBltuF7vW8TeWk8hdRR
False,79.0,Khalid,Better,229320.0,spotify:track:6zeeWid2sgw4lap2jV61PZ
False,67.0,Fergie,Big Girls Don't Cry (Personal),268120.0,spotify:track:4AniPkv5vgdE1n6VKreiyI
False,66.0,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203040.0,spotify:track:7zMcNqs55Mxer82bvZFkpg
False,81.0,Dua Lipa,New Rules,209320.0,spotify:track:2ekn2ttSfGqwhhate0LSR0
False,65.0,Creed,With Arms Wide Open,274800.0,spotify:track:0eKyHwckh9vQb8ncZ2DXCs
False,68.0,Usher,You Make Me Wanna...,219120.0,spotify:track:47TqCCnEliDp8NRDyIQoQq
,,,,,
False,81.0,Jonas Brothers,Sucker,181026.0,spotify:track:22vgEDb5hykfaTwLuskFGD
False,58.0,The Tony Rich Project,Nobody Knows,306933.0,spotify:track:2PsHIonOTmX6bSrzIJSjyS
True,75.0,Meghan Trainor,All About That Bass,187920.0,spotify:track:5jE48hhRu8E6zBDPRSkEq7
False,67.0,Colbie Caillat,Bubbly,196280.0,spotify:track:0rFOs9paloAvEtzwDX1Kmc
False,81.0,Taio Cruz,Dynamite,202613.0,spotify:track:2CEgGE6aESpnmtfiZwYlbV
False,66.0,Imagine Dragons,It's Time,237986.0,spotify:track:6BtmXhTJMM9sBTHeYYASGz
False,81.0,Pharrell Williams,"Happy - From ""Despicable Me 2""",232720.0,spotify:track:60nZcImufyMA1MKQY3dcCH
