0,1,2,3,4,5
True,73.0,Ginuwine,Pony,251733.0,spotify:track:6mz1fBdKATx6qP4oP1I65G
False,71.0,Lady Gaga,Paparazzi,208306.0,spotify:track:7Hqig8kp32q2Ire3ECQvWM
False,70.0,Christina Aguilera,Beautiful,238560.0,spotify:track:3TCauNPqFiniaYHBvEVoHG
False,75.0,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146.0,spotify:track:1hQFF33xi8ruavZNyovtUN
,,,,,
False,3.0,Piano Dreamland,Nuthin' But a 'G' Thang,257000.0,spotify:track:3jzP7bXg1PadBhPFyGpSjJ
False,80.0,Rihanna,Pon de Replay,246960.0,spotify:track:4TsmezEQVSZNNPv5RJ65Ov
False,71.0,Miley Cyrus,See You Again,190453.0,spotify:track:3AjyOYxBv8bByfBtG5o9dP
,,,,,
False,77.0,Rihanna,Take A Bow,229413.0,spotify:track:3goSVuTt3fDYDP6kRnFwuL
,,,,,
False,82.0,MKTO,Classic,175426.0,spotify:track:6FE2iI43OZnszFLuLtvvmg
False,72.0,Kid Cudi,Day 'N' Nite (nightmare),221240.0,spotify:track:5wfllwdjglyQislkskYLBv
False,62.0,Kylie Minogue,The Loco-Motion,193920.0,spotify:track:2pX5qSgxQFwlrkjxph8fxb
,,,,,
False,30.0,Beyoncé,Crazy In Love (feat. Jay-Z),236120.0,spotify:track:19lLzX7vt4BhrSOaHeRyn7
,,,,,
False,66.0,Richard Marx,Now And Forever,214826.0,spotify:track:2V2pxcEfn5zs79sE7qcewA
False,67.0,Nine Days,Absolutely (Story of a Girl) - Radio Mix,189333.0,spotify:track:3mNecsYFb6LQg7822DPXCP
,,,,,
,,,,,
False,64.0,Usher,Caught Up,224640.0,spotify:track:5zdUc1JRCImBYcDWgvFNpE
False,68.0,Fall Out Boy,Uma Thurman,211573.0,spotify:track:5PUawWFG1oIS2NwEcyHaCr
True,67.0,P!nk,Blow Me (One Last Kiss),255586.0,spotify:track:4k80K0b6KZ2QjAYkXON7q6
False,68.0,Vanessa Williams,Save The Best For Last,218733.0,spotify:track:7okbmgA8lRBGl5limZ7LFM
False,57.0,Boyz II Men,On Bended Knee,329800.0,spotify:track:7MYmo0JJJDmu4MZTSAF9y3
True,82.0,Kanye West,Stronger,311866.0,spotify:track:0j2T0R9dR9qdJYsB7ciXhf
False,49.0,The Escape Club,Wild Wild West,244826.0,spotify:track:4Qn1QhHhUT01LfpBnC7xnf
,,,,,
,,,,,
False,72.0,La Roux,Bulletproof,205733.0,spotify:track:3kMrazSvILsgcwtidZd1Qd
False,54.0,Golden Earring,Twilight Zone,478106.0,spotify:track:3ztKHejzVoxJRKSZHFFMdJ
False,78.0,Green Day,Wake Me up When September Ends,285653.0,spotify:track:3ZffCQKLFLUvYM59XKLbVm
False,73.0,Bruno Mars,The Lazy Song,189109.0,spotify:track:1ExfPZEiahqhLyajhybFeS
False,1.0,Brandy,The Boy Is Mine - Radio Edit,294426.0,spotify:track:0al3k6N2UzMLBKxrhGlewd
False,53.0,Sarah McLachlan,Adia,244666.0,spotify:track:0rl84FuazRHYmK72krdmA1
False,0.0,The Future Hit Makers,Imma Be (Made Famous by Black Eyed Peas),258651.0,spotify:track:6BOvM4amcweMWewgDiDwlX
False,82.0,Taylor Swift,Wildest Dreams (Taylor's Version),220433.0,spotify:track:1Ov37jtRQ2YNAe8HzfczkL
False,74.0,Ella Mai,Trip,213993.0,spotify:track:6CTWathupIiDs7U4InHnDA
False,35.0,Ne-Yo & Pitbull,Time Of Our Lives - Radio Edit,211880.0,spotify:track:0peuBPX1WVjq3yY5dtR6zq
False,71.0,Men At Work,Who Can It Be Now?,201293.0,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu
,,,,,
False,67.0,Adele,Rumour Has It,223266.0,spotify:track:2A73XBDBQgmdXO8VsXPWIs
False,81.0,Morgan Wallen,Whiskey Glasses,234346.0,spotify:track:6foY66mWZN0pSRjZ408c00
,,,,,
False,56.0,Jagged Edge,Walked Outta Heaven,270880.0,spotify:track:06ZDLodo1UDVavc3MXREZ3
False,50.0,Jamie Walters,Hold On,264560.0,spotify:track:2kQLJexCx8wPTAqK0x0ijO
False,63.0,Kiiara,Gold,225882.0,spotify:track:6ZSO7kPn8IMJFymyticbJO
True,73.0,Rod Wave,Heart On Ice,159669.0,spotify:track:591ks2A0o7ratTpiRdI7M6
,,,,,
,,,,,
True,82.0,J. Cole,MIDDLE CHILD,213593.0,spotify:track:2JvzF1RMd7lE3KmFlsyZD8
True,79.0,50 Cent,Just A Lil Bit,237706.0,spotify:track:4nva9EpKntUTs6CRSGBCn9
False,0.0,Divine Simisi,lately - Demo,212509.0,spotify:track:0cv9WHEizHUkZAo0kXorgA
False,82.0,Ava Max,Kings & Queens,162398.0,spotify:track:7a53HqqArd4b9NF4XAmlbI
,,,,,
,,,,,
,,,,,
,,,,,
False,44.0,Whitney Houston,The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl XXV,134920.0,spotify:track:5qByPJHfbssZpbUzhgpDCG
False,53.0,Janet Jackson,If,271640.0,spotify:track:0t414ewhjcIiuPVF3QECz2
,,,,,
False,62.0,Train,Meet Virginia,239933.0,spotify:track:4ocbH5ZJqajZIpUrqRUoue
False,82.0,Imagine Dragons,Natural,189466.0,spotify:track:2FY7b99s15jUprqC0M5NCT
