0,1,2,3,4,5
False,61.0,Styx,Mr. Roboto,328706.0,spotify:track:7C0rG4oWO7VeZcffyW1sK9
False,34.0,Scarlett & Black,You Don't Know,222400.0,spotify:track:7Fl0Mu6mWQkikl4aObURUO
False,19.0,The Impressions,I'm a Changed Man (Finally Got Myself Together),188626.0,spotify:track:6lnuuiDNxvYob5xRT4h3ta
False,34.0,Brick,Dusic,341400.0,spotify:track:7hi5GRxH2mqIWMUMF3lFmX
False,44.0,Kenny Nolan,Love's Grown Deep,239426.0,spotify:track:5U7BnxhqyhVJJH3xb4Mbya
False,24.0,Marilyn Martin,Night Moves,318613.0,spotify:track:3NiaJXqECvnb6GABk6bmoP
,,,,,
False,27.0,Jamie Foxx,Fall For Your Type (feat. Drake),269493.0,spotify:track:7eck9XwORW9cWwnrMKt0dw
,,,,,
,,,,,
False,48.0,Night Ranger,Goodbye,259373.0,spotify:track:50vyUOJM5ncJ6Y5YWZzXvX
False,35.0,Paul McCartney,My Love,248000.0,spotify:track:6W5B2atlbrHdC8vy8c3df8
False,39.0,Jimmy Jones,Handy Man,124120.0,spotify:track:63l4KCU2ZpXodzDzuHtyu4
False,68.0,Carl Douglas,Kung Fu Fighting,197693.0,spotify:track:40NRm1ZLvZpUSCUXAGGZ8J
False,54.0,Clay Walker,Then What?,183853.0,spotify:track:1TjtrBIx7fPUBjDXL9svN1
,,,,,
False,44.0,John Stewart,Gold,244133.0,spotify:track:5PCBKeKNT9DAmsE7alon1M
False,63.0,Ricky Nelson,Lonesome Town,134040.0,spotify:track:0SsYlkXxZ5vkWOTsKxMfMz
True,55.0,Jodeci,Get On Up,225933.0,spotify:track:1SyR0qHmGNRZQ49Z0rFU4A
,,,,,
False,37.0,Frankie J,More Than Words,242200.0,spotify:track:1rAjqlDA4gQMKxyP1z99q8
True,47.0,Teairra Marí,Make Her Feel Good,226013.0,spotify:track:03B0yrE4zrioHjmY05l9xz
,,,,,
False,43.0,Tavares,It Only Takes A Minute,241386.0,spotify:track:7L24ueXfFCegIfpxmRLbmM
False,36.0,TKA,Maria,417120.0,spotify:track:34BOLvfwf23dsgJWN8Et40
False,48.0,Scotty McCreery,The Trouble With Girls,229573.0,spotify:track:0Yvyj5YkjSBNgD4Ai0clSG
,,,,,
False,53.0,Maroon 5,Never Gonna Leave This Bed,196706.0,spotify:track:4ucLHLiSjvkCz5Lr5dlVUj
False,17.0,The Isley Brothers,"Fight the Power, Pts. 1 & 2 - Part 1",197826.0,spotify:track:4Ahjqin4mNFeJSVSk6wNLs
,,,,,
False,67.0,Andy Grammer,Fresh Eyes,198001.0,spotify:track:5NDUXbMwcnTQp66tI2zcdR
False,53.0,Metallica,Hero Of The Day,261693.0,spotify:track:5ktyEZbrgBEePsu6MW5Cvw
False,60.0,Walker Hayes,You Broke Up with Me,196666.0,spotify:track:5jZF1nvKORdaHNjNNMRbFl
False,63.0,Ray Charles,I Can't Stop Loving You,256120.0,spotify:track:79nJj5dMyTsUzKvN5jUXsJ
False,49.0,Robbie Dupree,Hot Rod Hearts - Remastered,221432.0,spotify:track:1QEZIhNmz28cJ2Lr45MKJ4
,,,,,
False,45.0,Brook Benton,It's Just a Matter of Time - Rerecorded,145066.0,spotify:track:3UjVdOZBluypI9Qdc4IPsB
False,55.0,Kelsea Ballerini,Love Me Like You Mean It,200026.0,spotify:track:0knbW9EwgSLfNFMWys1mQm
False,71.0,Electric Light Orchestra,Livin' Thing,212306.0,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp
