0,1,2,3,4,5
False,42.0,Maxine Nightingale,Lead Me On,165706.0,spotify:track:6RXlKsUmQgykm0Qt9DANwF
,,,,,
False,36.0,Shana,I Want You,305773.0,spotify:track:0sdtAStTSLikyTg9PTTyys
,,,,,
True,82.0,21 Savage,a lot,288624.0,spotify:track:2t8yVaLvJ0RenpXUIAC52d
False,65.0,Def Leppard,Love Bites - Remastered 2017,346960.0,spotify:track:3Dfy8YIxq89i84t108TvMi
,,,,,
,,,,,
,,,,,
False,5.0,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912.0,spotify:track:5lu3zAHbQKwcCQRls0kxW8
False,75.0,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",226826.0,spotify:track:2vz1CsL5WBsbpBcwgboTAw
False,65.0,INXS,Never Tear Us Apart,185694.0,spotify:track:1qQSRy9DjrGh3jtsSCU6B1
False,80.0,benny blanco,Eastside (with Halsey & Khalid),170769.0,spotify:track:7FGq80cy8juXBCD2nrqdWU
False,61.0,Sérgio Mendes,Never Gonna Let You Go,255600.0,spotify:track:5u8bqfaYSh0qVTsgslPknf
,,,,,
False,71.0,The Doors,Light My Fire,429760.0,spotify:track:5uvosCdMlFdTXhoazkTI5R
False,21.0,Charlene,I’ve Never Been To Me - Rerecorded,257706.0,spotify:track:7Kpv6QtVDSNBJYTgwUTOAu
,,,,,
False,70.0,Michael Bolton,How Am I Supposed to Live Without You,255666.0,spotify:track:3RMeOetCdXttthQK0clPuz
,,,,,
False,59.0,Nu Shooz,I Can't Wait,218826.0,spotify:track:647q0KZHceDZTyLExHU0ue
False,69.0,Mötley Crüe,Home Sweet Home,239080.0,spotify:track:2C0hJUVjp7FSchyhYiceJq
False,79.0,Lady Gaga,Applause,212333.0,spotify:track:5ka2ajep9OAvU5Sgduhiex
,,,,,
False,30.0,Paul Young,Everytime You Go Away,321573.0,spotify:track:0IpfTMKENGLJcULkMnU8Rb
False,50.0,Olivia Newton-John,Magic,271666.0,spotify:track:56BSwBKWHYldQOgYLHiehs
False,57.0,The Pointer Sisters,Fire,210640.0,spotify:track:65lHwG8JFJs67PnOUhCYPq
False,48.0,Johnny Horton,North To Alaska,169560.0,spotify:track:6DbyJ8RYF66AjcJZqYKjqb
,,,,,
False,62.0,Eric Clapton,Lay Down Sally,236093.0,spotify:track:6io0LJIP9ntX35hTfaxwQG
False,71.0,Elton John,I Guess That's Why They Call It The Blues,285333.0,spotify:track:23l1kVpqMVREiwU1YAlcr4
False,66.0,George Benson,Give Me the Night,222626.0,spotify:track:62GYoGszQfROZswLee6W3O
False,52.0,Bonnie Pointer,Heaven Must Have Sent You,214066.0,spotify:track:4KBLF8z7Hv7RIHjetaTCfD
False,57.0,The Alan Parsons Project,Games People Play,263106.0,spotify:track:2gQsUHVFY4tpXc3AFU2mcS
False,69.0,Simply Red,Holding Back the Years - 2008 Remaster,269840.0,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ
False,65.0,Rodney Atkins,Take A Back Road,209426.0,spotify:track:7B6m8tHAYZsOKOKMU5SR2n
False,41.0,Another Bad Creation,Iesha,261906.0,spotify:track:2qAqxEV45AAAN60GtFhvW7
False,34.0,Jermaine Jackson,Let's Get Serious,477266.0,spotify:track:3UB2w0dNDycNWK1NfkC8aM
False,61.0,Maxwell,Pretty Wings - uncut,310520.0,spotify:track:22NLm3IIR9NLG0cUYtmHMW
False,38.0,Jocelyn Enriquez,Do You Miss Me,246360.0,spotify:track:7gwmt0VVIbC7hIahJvhsWP
False,57.0,Ritchie Valens,Donna - Single Version,150973.0,spotify:track:0VE4ayVlGs5DBoqOdgJ0Zv
False,62.0,Stevie Wonder,Master Blaster (Jammin'),307933.0,spotify:track:5EAgXGJ8Kw5QAfhQkZXYqT
,,,,,
,,,,,
False,57.0,Arrested Development,People Everyday - Metamorphosis Mix,296333.0,spotify:track:5thts3213xwSroRd11fv5A
,,,,,
False,64.0,Daryl Hall & John Oates,Kiss on My List,264986.0,spotify:track:7cDzJyC95jtGO9zAeZsWOg
False,75.0,Aerosmith,Crazy,316693.0,spotify:track:74irxdVWstNlEQjsvArITq
False,43.0,Jody Watley,Everything,255413.0,spotify:track:5p4xF15jnsw1rfi55Gv1lU
False,52.0,Howard Jones,No One Is To Blame,258399.0,spotify:track:2K5LRXf7eGH9HzdeNPZc2a
False,21.0,Paul Nicholas,Heaven on the 7th Floor - 2021 Remaster,170499.0,spotify:track:2dVtSjLhcR2JVW2DqSBFTy
False,93.0,Miguel,Sure Thing,195373.0,spotify:track:0JXXNGljqupsJaZsgSbMZV
False,80.0,George Ezra,Budapest,200733.0,spotify:track:2ixsaeFioXJmMgkkbd4uj1
False,64.0,Air Supply,Lost In Love,233866.0,spotify:track:6MfVSA5iKBPHzo6RGARjL0
,,,,,
False,47.0,Samantha Fox,I Only Wanna Be With You,164226.0,spotify:track:22OUIfVCLTDQOlhbYGENnw
False,73.0,Crazy Town,Butterfly,216733.0,spotify:track:4BggEwLhGfrbrl7JBhC8EC
False,57.0,Sugar Ray,When It's Over - David Kahne Main,217853.0,spotify:track:5ZsPy9wHH733NlU6c4v2Hi
False,76.0,Kenny Rogers,The Gambler,214880.0,spotify:track:5KqldkCunQ2rWxruMEtGh0
False,43.0,Sheena Easton,Telefone (Long Distance Love Affair),222040.0,spotify:track:6pzQvHHygI4kYpk2xFIXEo
False,51.0,L.A. Guns,The Ballad Of Jayne,274106.0,spotify:track:0gTEvnqaTPmrDvzbKZtQuw
False,48.0,Four Tops,When She Was My Girl,206053.0,spotify:track:3FPaQv0qldYuF0XD0ziwT8
True,59.0,Ying Yang Twins,Wait (The Whisper Song),179160.0,spotify:track:5Y78yINSOCW6xbOfGWNBg4
False,59.0,Mariah Carey,Vision of Love,209293.0,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X
False,80.0,Billy Joel,Uptown Girl,197706.0,spotify:track:5zA8vzDGqPl2AzZkEYQGKh
