0,1,2,3,4,5
False,3.0,Freddy Cannon,If You Were A Rock & Roll Record,116173.0,spotify:track:5Z07bJAwIfoNc9R140nKjQ
,,,,,
False,49.0,Todd Rundgren,Bang the Drum All Day,215400.0,spotify:track:54EvqHberbpzMu7nu8hs9S
False,43.0,Lou Rawls,Bring It On Home - Digitally Remastered 00,178626.0,spotify:track:7lemF5PY2O8aGkhHUyz2Bp
,,,,,
,,,,,
False,13.0,Alvin Cash,"Keep On Dancing, Pt. 1",162866.0,spotify:track:4u8pvyvUdysYaD8cjXKtkU
,,,,,
False,7.0,Wilson Pickett,You Can't Stand Alone,171746.0,spotify:track:0yY93L0Ligj9McONit3FCI
False,0.0,Brian Hyland,Hung Up In Your Eyes,144660.0,spotify:track:7aECKDVfL9KpccAjg5YHvP
False,13.0,The Marcels,My Melancholy Baby,147026.0,spotify:track:6rUtOE7BMX8iQtyJNxTUDO
,,,,,
False,9.0,James Brown & The Famous Flames,"Kansas City - Live At The Apollo Theater, 1967",234333.0,spotify:track:4UnF0EOHBJOFNtynLa26ba
False,13.0,Al Green,Hot Wire - Digitally remastered,175453.0,spotify:track:6I56ppsvv3V32jvOpH9Znb
False,20.0,The Isley Brothers,Lay Lady Lay,623053.0,spotify:track:6OLhrvLdUVWOmQ47Muuoiw
False,12.0,Gary Puckett & The Union Gap,Keep The Customer Satisfied,158466.0,spotify:track:2Rh1ekvjYIsreUGcypen3x
False,38.0,Bobbie Gentry,He Made A Woman Out Of Me,157970.0,spotify:track:2gMxsK1P5PF65J6q4rsCYl
,,,,,
False,31.0,Elvis Presley,Let Yourself Go,179373.0,spotify:track:0fqibqaZrhDR6SjQVhwDrP
False,45.0,Filter,Where Do We Go From Here,334933.0,spotify:track:0iU9Qfn7hoJHbBleOaMOAt
False,27.0,Elvis Presley,Just Tell Her Jim Said Hello,113266.0,spotify:track:0XY8Ih6mM62ZZHvJfTI5L1
False,0.0,Tommy Hunt,I Am A Witness,178773.0,spotify:track:1QBwRW1pYUuAtD5myJT7LO
,,,,,
False,20.0,The Righteous Brothers,Georgia On My Mind,155533.0,spotify:track:0qjRAd81twAKvvymFFigHU
False,28.0,George Benson,Gonna Love You More,278760.0,spotify:track:6GjOjrIuU4Pu4mqxUqSET1
,,,,,
False,8.0,Dionne Warwick,Let Me Be Lonely,218653.0,spotify:track:2ofrKgfmvJk5qzgfyfCjkG
False,16.0,José Feliciano,Hey! Baby,166000.0,spotify:track:3i4AZ2XuuS5teB5QHGy7Ao
False,2.0,Stargard,Disco Rufus,198360.0,spotify:track:6T5ijGkSINcoCGEejEF7fO
,,,,,
,,,,,
True,41.0,Dru Down,Can You Feel Me,252493.0,spotify:track:2NxgsA7eJXj8sBSsoKP3OT
False,43.0,Randy Houser,Anything Goes,184173.0,spotify:track:4dJ5dViPmuNPxOnxbwY1dr
,,,,,
,,,,,
False,14.0,Johnny Mathis,"The Best of Everything - From the 20th Century Fox Film ""The Best of Everything""",165746.0,spotify:track:0NOD4RrF3qjgNPCzozePct
,,,,,
False,35.0,Chris de Burgh,Ship To Shore,229133.0,spotify:track:4hK2b8a6DEJVcRXt5wrCr0
,,,,,
,,,,,
,,,,,
False,18.0,Eric Clapton,Another Ticket,343173.0,spotify:track:4elkVOe4mv5VtjElFPBIh0
False,9.0,The Pixies Three,"Cold, Cold Winter",164413.0,spotify:track:79UEgHE04gFuv6S6Vqi07N
False,61.0,Al Corley,Square Rooms,221506.0,spotify:track:61HGj25ENxWMuSYibZfqyM
False,23.0,Molly Hatchet,Satisfied Man,299066.0,spotify:track:1j80zF5RggyxXXi9f6U1Yw
False,54.0,The Hooters,500 Miles,262240.0,spotify:track:4NTVgBIkIO63F7V4cTTDtr
,,,,,
True,30.0,Fat Joe,So Much More,238626.0,spotify:track:4mzQu9J4d90nyoBBfgniaK
,,,,,
False,19.0,Goody Goody,#1 Dee Jay,452160.0,spotify:track:0MzHSJl9bHQiNPufYxJaab
False,9.0,Luis Cardenas,Runaway,182560.0,spotify:track:42oywCL83m8XGFCrFTezX0
,,,,,
True,44.0,Group Home,Supa Star,321626.0,spotify:track:2QECh0fEPnaTxRWsVBrUz7
False,61.0,Britney Spears,Overprotected - Radio Edit,198600.0,spotify:track:5p0KCAuu5nrHpTuAIhHdLw
,,,,,
False,19.0,Samantha Fox,Do Ya Do Ya (Wanna Please Me),229146.0,spotify:track:7mrVAtRcYruGxtP4QkLsjS
,,,,,
False,33.0,The Brand New Heavies,Sometimes,286000.0,spotify:track:5RnLNOSL1nkBzil8mVM10o
,,,,,
False,28.0,John Denver,Seasons of the Heart,228826.0,spotify:track:1p5QFSyzEJoy0uFyn2SAVy
