0
""
"(False, 50, 'Rascal Flatts', ""Prayin' For Daylight"", 215600, 'spotify:track:0DAVCurdi9ZqkVUKIuikzm')"
"(False, 65, 'Dan + Shay', 'All To Myself', 169920, 'spotify:track:08tq1XcHwVt5PHXUo87i0D')"
"(False, 71, 'Zac Brown Band', 'Colder Weather', 273893, 'spotify:track:3U8dHeggJ8IBe0UCb1gbyB')"
"(False, 43, 'Billy Joel', 'All About Soul', 361306, 'spotify:track:00p615Q4EFYMIAr055wqRu')"
"(False, 45, 'Boyz II Men', 'Uhh Ahh', 228866, 'spotify:track:0MrD47wtvAu6igsy8vqUzN')"
"(False, 45, 'Ashlee Simpson', 'Boyfriend', 179426, 'spotify:track:1f0XxoeFQWM4mR4NxHu6DE')"
""
"(False, 65, 'Toby Keith', 'Red Solo Cup', 223386, 'spotify:track:4YKAOXyqkKZ5gOZR0AmVMN')"
"(False, 80, 'The Verve', 'Bitter Sweet Symphony', 357266, 'spotify:track:57iDDD9N9tTWe75x6qhStw')"
"(False, 27, 'The Cover Girls', 'Wishing On a Star', 281200, 'spotify:track:7EE5va6hu88TSdtbXrEl0J')"
""
"(False, 57, 'P.M. Dawn', 'Set Adrift on Memory Bliss (Re-Recorded)', 235800, 'spotify:track:0qiF6U6WT4nGQTQnhU1chs')"
"(False, 64, 'Florida Georgia Line', 'Round Here', 215120, 'spotify:track:5T6DM9qjjngWnukcw0svkX')"
"(False, 48, 'Brandy', 'Baby', 313293, 'spotify:track:17aVK3oQdgwVG2l0HpP67W')"
""
"(False, 69, 'Beyoncé', '7/11', 213506, 'spotify:track:02M6vucOvmRfMxTXDUwRXu')"
"(False, 56, 'Avant', 'Separated', 255600, 'spotify:track:5S0cvScXb33JVpjTiY9Ivi')"
"(False, 59, 'Tyler Farr', 'Redneck Crazy', 216040, 'spotify:track:4lcXNTm9JrQpJYXqsENmFI')"
"(False, 61, 'Alan Jackson', 'Remember When', 271280, 'spotify:track:1nCSr7oGeUv7sUEoYuAJFF')"
""
"(True, 72, 'Lil Baby', 'Sum 2 Prove', 205760, 'spotify:track:5f4Hy5mw5SRaUgXX9c6P5S')"
"(False, 50, 'Michelle Branch', 'Are You Happy Now?', 230760, 'spotify:track:5B7XIcS5T76NJZFOHX30Io')"
"(True, 69, 'Young Thug', 'The London (feat. J. Cole & Travis Scott)', 200106, 'spotify:track:7DcvwMAiqKJQD1rrdfxSDx')"
""
"(False, 80, 'Katy Perry', 'Unconditionally', 228878, 'spotify:track:009ImBOrIUlWgla8U05RAC')"
"(False, 27, 'Clay Davidson', 'Unconditional', 240960, 'spotify:track:2vmL6YN8FcqbcHQcmv0BVh')"
"(False, 63, ""Manfred Mann's Earth Band"", 'Blinded By The Light', 428133, 'spotify:track:7kNNylJ1kswWbHeRM6UDuE')"
""
