0
""
"(False, 1, 'Night', 'Love on the Airwaves', 239080, 'spotify:track:3p2L6phu8fR5QMtxrHTo6U')"
"(False, 1, 'Tyler Collins', ""It Doesn't Matter"", 364560, 'spotify:track:2lYbiFiyAweiOwFd65IwnP')"
"(False, 46, 'Mumford & Sons', 'Ghosts That We Knew', 339720, 'spotify:track:4OwUzSEXxSZXpCfdjKGzpD')"
"(True, 10, 'PMD', ""I Saw It Cummin'"", 242226, 'spotify:track:7r8qcRj0EThY5Wz8boCuZi')"
"(False, 8, 'Nona Hendryx', 'Keep It Confidential', 352173, 'spotify:track:0k7AXjrp5rb0IzI1vLc49w')"
""
"(False, 50, 'Faith No More', 'Falling to Pieces', 313573, 'spotify:track:20nb0Wl1yqoEERbUSILuG1')"
"(False, 34, 'Pet Shop Boys', 'How Can You Expect to Be Taken Seriously? - 2018 Remaster', 236173, 'spotify:track:5k97Cq1ECJCpTRshXHOcZS')"
"(True, 54, 'The Pharcyde', 'Drop', 334466, 'spotify:track:7sT3O2PXs1o12XnCKlv204')"
"(False, 16, 'Anaïs', 'Lo Que Son Las Cosas - Duranguense Version', 179226, 'spotify:track:1anUKX4XT1NTdWDdC4ICaV')"
"(False, 0, 'The Forest Escape', 'Christmas Among the Trees with Songs and Forest Noises for Dreams', 129000, 'spotify:track:1Ygfp0ZBeeHihBh2SQsnV0')"
"(False, 21, 'CeCe Peniston', 'Inside That I Cried', 351373, 'spotify:track:5yJRsrLvOSgrTy1JQquGE1')"
"(False, 20, 'Luther Vandross', 'Heaven Knows', 300666, 'spotify:track:7IoK42h6rYE6aYJ54OiQ5W')"
"(False, 31, 'Melissa Etheridge', 'No Souvenirs', 274333, 'spotify:track:7iYRaSCuKUGs13JP8V2xvk')"
"(False, 62, 'Ne-Yo', 'Go On Girl', 261426, 'spotify:track:3QE7ObGjkt1kYnhLvZPRUy')"
"(False, 51, 'Smokie Norful', 'I Need You Now', 251466, 'spotify:track:44q2DhInsQYJ8X1q2H1RNj')"
""
"(True, 49, 'Sir Mix-A-Lot', 'Jump On It', 300533, 'spotify:track:3G1lmq2hDoJZlemVcJNFK0')"
"(False, 1, 'Bobby Vee', '(I’m Into Lookin’ For) Someone To Love Me', 161773, 'spotify:track:2fFPjK1sslhH3aWNckp3I6')"
"(False, 2, 'Ronnie Dove', 'In Some Time', 165826, 'spotify:track:7FkwSaSBFvLUWCWlpeiV6h')"
"(False, 4, 'Mulberry Lane', 'Harmless', 230426, 'spotify:track:2A1147VNdojpG20qZscTKG')"
"(False, 39, 'Adam Lambert', 'Mad About the Boy', 170544, 'spotify:track:2bQBJRVu0S7ppRilhcR6As')"
"(False, 20, 'Wade Hayes', 'How Do You Sleep At Night', 205800, 'spotify:track:5j6njwjrYgV7sCN8yKl1bF')"
"(False, 41, 'Republica', 'Drop Dead Gorgeous', 270093, 'spotify:track:3GYTdgbF7QSt3ZCevp8JzR')"
""
"(False, 40, 'Depeche Mode', 'Home', 347137, 'spotify:track:083cRF7rXOaWymuqHMmaU2')"
"(False, 10, 'Tommy Edwards', ""It's Only The Good Times"", 146600, 'spotify:track:4Gd7iIqVtOoYKxM2yh9Gz2')"
"(False, 43, 'Stevie Wonder', 'Village Ghetto Land', 205066, 'spotify:track:1xZv5HMOdnP1V4pfDFHdA1')"
"(True, 78, 'Juice WRLD', 'Let Me Know (I Wonder Why Freestyle)', 215380, 'spotify:track:3wwo0bJvDSorOpNfzEkfXx')"
"(False, 47, 'Chamillionaire', 'Good Morning', 212520, 'spotify:track:2VkD1v3tYy51yHdalZzEgJ')"
"(False, 18, 'Ivan Neville', 'Falling Out Of Love', 225200, 'spotify:track:3w6Vyfw1iojw162SELI75Y')"
""
""
""
"(False, 37, 'Public Announcement', 'John Doe featuring MZ Lelee', 263200, 'spotify:track:2seY1Vy7jidW4bxk98n2eh')"
""
"(False, 1, ""Charlene D'Angelo"", 'Freddie - Original', 252029, 'spotify:track:1FRMp3MAn0jHAHbCA1Sxyw')"
"(False, 63, 'Boney M.', 'Ma Baker', 276080, 'spotify:track:1BqnZOkYJbvYLOhN0qPJDm')"
""
""
""
""
"(False, 9, 'Frank Lucas', 'The Original Good Thing Man', 266346, 'spotify:track:0PMs96rwNw2G3g1s8cRQH8')"
"(False, 5, 'Sammy Davis Jr.', 'Lonely Is the Name', 195173, 'spotify:track:6v8Sybh5HSLy6l8360GPdR')"
"(False, 46, 'Kenny Rogers', 'Love Lifted Me', 227986, 'spotify:track:6U9QQlA8x0lLpsQJHhMfxl')"
"(False, 5, 'The Diplomats', ""Here's a Heart"", 150613, 'spotify:track:75f9Q8nIg32tQUKAulyevP')"
"(False, 17, 'Night Ranger', 'Hearts Away', 300733, 'spotify:track:1EoGhAN2v1m6EOE1bUOQmC')"
"(False, 20, 'Bee Gees', 'If Only I Had My Mind on Something Else', 153160, 'spotify:track:49TAefltwdGl085fK0EcUV')"
"(False, 31, 'Brand Nubian', 'Love Me or Leave Me Alone', 275600, 'spotify:track:5rd1aPew1asM6hMpDYzxyf')"
""
"(False, 16, 'Glen Campbell', 'I Love My Truck', 178200, 'spotify:track:0nB8uoxIoqF1jei3CpROK3')"
"(False, 45, 'The Brian Setzer Orchestra', ""Jump Jive An' Wail"", 172933, 'spotify:track:7FuRjlwyTY9uTAUgGpZtJU')"
"(False, 6, 'Nile Rodgers', ""Let's Go out Tonight"", 319080, 'spotify:track:1t6970dAHNvTlsF62hou13')"
"(True, 27, 'Bruce Cockburn', 'If I Had A Rocket Launcher', 297866, 'spotify:track:01Q1QVzXToNlHRrytdtpR3')"
""
"(False, 16, 'Chris Rea', 'Loving You', 235413, 'spotify:track:6pr8tsV3eiLPdizU0kCpcS')"
""
"(False, 5, 'Nancy Sinatra', 'God Knows I Love You', 191355, 'spotify:track:1hFmFWgeQgj3LFkWnFUcA6')"
"(True, 80, 'A$AP Rocky', 'Praise The Lord (Da Shine) (feat. Skepta)', 205040, 'spotify:track:7ycWLEP1GsNjVvcjawXz3z')"
"(False, 37, 'DAY26', 'Got Me Going', 282373, 'spotify:track:6Qqp1NCiy8Ps6EtOL1yjeb')"
""
"(False, 45, 'Pet Shop Boys', 'Left to My Own Devices - 2018 Remaster', 496706, 'spotify:track:5ZbIlWjCC7qK6O6gRLgEPW')"
""
"(False, 28, 'Donna Summer', ""Love's About to Change My Heart"", 244293, 'spotify:track:1I6ILj5z536hu4MWLMfLMO')"
""
""
"(False, 5, 'Nat King Cole', 'Madrid', 170813, 'spotify:track:39xlQ1YlWHLkwKZ3E6pZYq')"
"(False, 3, 'Spider', 'Everything Is Alright', 209000, 'spotify:track:0iZxqe9HjWfZF3CTfyubaI')"
"(False, 42, 'Jennifer Lopez', 'First Love', 215786, 'spotify:track:5P16LUPtZ1I5t3EqwELD53')"
"(False, 44, 'Chrisette Michele', ""Epiphany (I'm Leaving)"", 208600, 'spotify:track:3oQ5kA2PGJlztciJk3SKA0')"
"(True, 33, 'Too $hort', 'Money in the Ghetto', 343733, 'spotify:track:0aMhtRysxPRDSYtY1E1rwt')"
""
"(False, 21, 'CeCe Peniston', 'Hit By Love', 275666, 'spotify:track:5rFjHAGSOv7PdK4vYfl6eS')"
"(False, 26, 'Intro', 'Funny How Time Flies', 284573, 'spotify:track:6JFqUBSzyeBo0G6WFSrzjk')"
"(False, 28, 'Mista', 'Lady', 221866, 'spotify:track:1UxKOK2zzLz4yi8GCFxM1P')"
"(False, 19, 'Modern English', 'Hands Across the Sea', 293893, 'spotify:track:1l2sn5oMx7xMq5tQiDin7O')"
""
"(False, 30, 'Jefferson Airplane', 'Greasy Heart', 205853, 'spotify:track:1xTyfejmnulYD3fO390sz9')"
"(False, 35, 'Jerry Jeff Walker', 'L.A. Freeway - Live In New York, 1972', 289133, 'spotify:track:2xoWxeqn3pl5cqNSAbYjlK')"
""
"(True, 63, 'Eminem', 'Kamikaze', 216029, 'spotify:track:2gsNpSn7VvvJuSrIDfRoYy')"
""
"(True, 58, 'Kodak Black', ""If I'm Lyin', I'm Flyin'"", 130929, 'spotify:track:7HdNB8nvJOBwHa8hIkzvxp')"
""
""
"(False, 17, 'The Videls', 'Mister Lonely', 151527, 'spotify:track:39tQwlllxM5cV0tz8xdK0x')"
