0,1,2,3,4,5
False,63.0,Midland,Burn Out,188613.0,spotify:track:7yrJnekdlwWARt5lmVqJ6L
False,21.0,The Coasters,"Wake Me, Shake Me",153600.0,spotify:track:0wacMQp7uVCSV7WVipU1yK
True,69.0,blink-182,The Rock Show,171600.0,spotify:track:2ydUT1pFhuLDnouelIv4WH
,,,,,
False,49.0,Weezer,(If You're Wondering If I Want You To) I Want You To,208773.0,spotify:track:09aDV0TC2RfWFU5IwZfIdG
,,,,,
,,,,,
,,,,,
False,79.0,Chuck Berry,Run Rudolph Run,165733.0,spotify:track:2pnPe4pJtq7689i5ydzvJJ
,,,,,
False,33.0,The Association,Everything That Touches You,198986.0,spotify:track:7g0WpDuOX4hxBKCsoitOXn
False,25.0,Bruce Hornsby,Walk In The Sun,282053.0,spotify:track:5B9SeOQHiyvheYaAfBq7ml
False,34.0,Raheem DeVaughn,Customer (feat. R. Kelly),245066.0,spotify:track:7vPtkrQdS0ZV0zX7qKHahN
False,33.0,Matt Monro,Walk Away,187186.0,spotify:track:7JURn7T7Tq3wszT0aEieBM
,,,,,
,,,,,
,,,,,
,,,,,
False,18.0,Shooting Star,Touch Me Tonight,252666.0,spotify:track:4lbAS9fTXxBkV71DIaE9O0
False,44.0,The Mamas & The Papas,I Saw Her Again - Single Version,193746.0,spotify:track:2UizutYVqaB33jCHbSoi0d
False,63.0,James Brown & The Famous Flames,"It's A Man's, Man's, Man's World",167373.0,spotify:track:3SQ9Hb9rfpJ02AWfaOPhpy
False,33.0,Petula Clark,I Couldn't Live Without Your Love,174560.0,spotify:track:0neniOq88zX3RLJmYffzjc
False,26.0,Peter And Gordon,I Don't Want to See You Again - Mono; 2002 Remaster,123240.0,spotify:track:2EuyCCWC1aJlQKjcIANOUN
False,29.0,The Jackson 5,Maybe Tomorrow,285040.0,spotify:track:4z8Q6Uv4qLi4TvS3l3Aad9
False,29.0,James & Bobby Purify,Let Love Come Between Us,145466.0,spotify:track:6b1ZEXdMikajKUfrLzgOwj
False,29.0,Paul Revere & The Raiders,Him or Me - What's It Gonna Be?,170960.0,spotify:track:0AA6HF90AGlS4KhUfJH74f
False,53.0,The Byrds,Eight Miles High,214640.0,spotify:track:2BGNomqCxEDcXyxf8bg27k
False,4.0,James Brown,Get Up I Feel Like Being A Sex Machine - Pt. 2 / Single Version,155533.0,spotify:track:1uRpWRjK9R3rDQ6WSR2xv9
,,,,,
False,11.0,Eric Burdon & the Animals,Help Me Girl,159453.0,spotify:track:44A7gnAeBznjwg2ovSYk06
False,12.0,Al Wilson,Touch and Go - Rerecorded,193293.0,spotify:track:6vP19Etiey2NgNxCirmoRl
False,40.0,Bobby Vinton,My Heart Belongs to Only You,166826.0,spotify:track:2ZLVZFxbt5y0jXj1Ljcm2d
False,20.0,Jody Miller,Home Of The Brave,169616.0,spotify:track:1UJRy5cOZtsuTPKq5pr7XU
False,40.0,Glen Campbell,Honey Come Back,178000.0,spotify:track:26qDFDKrveLljfIX5ft061
False,41.0,The Who,Magic Bus - Mono Edit,202666.0,spotify:track:5PKnZzkjs2y3WTbIYtv5Fq
,,,,,
False,36.0,Isaac Hayes,Never Can Say Goodbye,309647.0,spotify:track:7huWsflUViqN7KktlH8wc5
False,58.0,Elvis Presley,Kentucky Rain,195720.0,spotify:track:1dIChAQ6MLzIsXWl6vWAqX
False,25.0,Mitch Ryder and The Detroit Wheels,Little Latin Lupe Lu,189506.0,spotify:track:5aARHANTyK8IM41nnvD0d8
,,,,,
,,,,,
False,18.0,Peaches & Herb,For Your Love,154066.0,spotify:track:3gc9gSVlBLyzacDErABC2j
False,77.0,Eagles,Please Come Home for Christmas - 2013 Remaster,177440.0,spotify:track:3QIoEi8Enr9uHffwInGIsC
False,37.0,Jr. Walker & The All Stars,Way Back Home,247080.0,spotify:track:3SjWoL6RVmj5mofAfESnjc
,,,,,
False,39.0,The Intruders,Together,177066.0,spotify:track:10v7nPfuQaMGJQgpU21L4x
False,12.0,Doris Duke,To the Other Woman (I'm the Other Woman),178706.0,spotify:track:2nRk3PqhhekI963sCvoRrm
False,69.0,Bee Gees,To Love Somebody,182000.0,spotify:track:0mbS3VwRbO6HVBMPXnzOGA
False,46.0,Billy Joel,To Make You Feel My Love,231200.0,spotify:track:5KWXmAzQ1trLwFn5IpyxjP
False,6.0,Ricky Nelson,Today's Teardrops,127493.0,spotify:track:2WxDgovNL8aV5Id3mNQJ1D
False,25.0,The Dramatics,Toast To The Fool,332293.0,spotify:track:1xAo2zWb65B414pl1caUIf
False,2.0,Brooks O'Dell,Watch Your Step,152773.0,spotify:track:54BnkUuJaiwdboFozwW6j2
False,29.0,The Cowsills,We Can Fly,135160.0,spotify:track:4mf07kgBgBt4nChjn5M9SE
False,56.0,Deana Carter,We Danced Anyway,202533.0,spotify:track:4fOFOwrAHA9PdhOL7lciok
True,70.0,Rod Wave,Tombstone,160078.0,spotify:track:3zc8VZEpM1onYV4FWGdFvm
False,20.0,J.J. Fad,Way Out,169426.0,spotify:track:2bKTM9zRve0Qd8tYYEwtB8
