Explicit,Artist_Popularity,Performer,Song,Duration s,uri,url,WeekID,Week Position,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Year
False,30.0,Jody Reynolds,Endless Sleep,143.68,spotify:track:7cb19X9Bavre8c1kUR1cGH,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,17,Endless SleepJody Reynolds,1,,17,1,1958
False,37.0,Jimmie Rodgers,Are You Really Mine,148.533,spotify:track:2oPz7fWUmfeNG00NVf5uNa,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,93,Are You Really MineJimmie Rodgers,1,,93,1,1958
False,45.0,Sheb Wooley,The Purple People Eater,137.96,spotify:track:0WkZQPNC0c7yrsMX1arVAd,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,24,The Purple People EaterSheb Wooley,1,,24,1,1958
False,8.0,Paul Anka,Midnight,118.56,spotify:track:1PIAfN66ryCymC2kSZKdsr,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,76,MidnightPaul Anka,1,,76,1,1958
False,63.0,Eddie Cochran,Summertime Blues,119.36,spotify:track:3oAWTk92mZBxKBOKf8mR5v,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,84,Summertime BluesEddie Cochran,1,,84,1,1958
False,38.0,The Slades,You Cheated,151.466,spotify:track:50CLZLkm59v42gLU6eXDQC,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,42,You CheatedThe Slades,1,,42,1,1958
False,35.0,The Four Preps,Big Man,143.266,spotify:track:0KayDFomB8iDyAdOpKfKTK,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,67,Big ManThe Four Preps,1,,67,1,1958
False,31.0,Ed Townsend,For Your Love,173.266,spotify:track:34hXWNZyKgsR7zmMOfXqOK,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,62,For Your LoveEd Townsend,1,,62,1,1958
False,17.0,Jack Scott,Leroy,129.106,spotify:track:6sRA34zt9Q66iaw7q5ydwl,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,56,LeroyJack Scott,1,,56,1,1958
False,27.0,Jack Scott,My True Love,165.026,spotify:track:2Un1O9CChp4wyTmt422XwW,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,8,My True LoveJack Scott,1,,8,1,1958
False,40.0,Kalin Twins,When,146.573,spotify:track:3HZJ9BLBpDya4p71VfXSWp,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,5,WhenKalin Twins,1,,5,1,1958
False,4.0,Perry Como,Moon Talk,156.506,spotify:track:5bsxk24HJ6PdVq32I7d1m1,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,37,Moon TalkPerry Como,1,,37,1,1958
False,26.0,Buddy Holly,Early In The Morning,126.04,spotify:track:3kKDCw2O8pmEQzhocdkelU,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,41,Early In The MorningBuddy Holly,1,,41,1,1958
False,21.0,The Olympics,Western Movies,140.504,spotify:track:398Q0gLfmsjJ5GFx9W2q5Y,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,23,Western MoviesThe Olympics,1,,23,1,1958
False,28.0,Chuck Willis,What Am I Living For,146.8,spotify:track:6eIEXINZt8rtgqEtOxP9ur,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,25,What Am I Living ForChuck Willis,1,,25,1,1958
False,62.0,Peggy Lee,Fever,199.6,spotify:track:3aPlQWU07jGgyHaBHVS5TS,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,10,FeverPeggy Lee,1,,10,1,1958
False,15.0,Frankie Avalon,Ginger Bread,125.152,spotify:track:70FdlOx7tulYnp2IkS6qQw,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,11,Ginger BreadFrankie Avalon,1,,11,1,1958
False,6.0,Tony Bennett,Young And Warm And Wonderful,156.933,spotify:track:4j80rvP2WPxSUAEQVEa7BK,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,59,Young And Warm And WonderfulTony Bennett,1,,59,1,1958
False,52.0,Jackie Wilson,To Be Loved,154.173,spotify:track:0CAzT38ct3vgDW3p6yIzUe,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,86,To Be LovedJackie Wilson,1,,86,1,1958
False,5.0,Clyde McPhatter,Come What May,101.946,spotify:track:4UgiNlKI2BrCmMhGnrYFze,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,43,Come What MayClyde McPhatter,1,,43,1,1958
False,45.0,The Danleers,One Summer Night,133.226,spotify:track:5GEsOz5Pbln0j2RcmBGLa4,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,16,One Summer NightThe Danleers,1,,16,1,1958
False,30.0,Bobby Freeman,Do You Want To Dance,165.693,spotify:track:4wXPZBafMKbTtdOB7BVGcp,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,20,Do You Want To DanceBobby Freeman,1,,20,1,1958
False,75.0,Chuck Berry,Johnny B. Goode,161.56,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,80,Johnny B. GoodeChuck Berry,1,,80,1,1958
False,3.0,Bobby Hendricks,Itchy Twitchy Feeling,149.24,spotify:track:17J82pDh7nMzPN0xlhRXJu,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,61,Itchy Twitchy FeelingBobby Hendricks,1,,61,1,1958
False,0.0,Frankie Vaughan,Judy,124.017,spotify:track:2mCOoTvyuFPBCUEkrviJUu,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,100,JudyFrankie Vaughan,1,,100,1,1958
False,29.0,Sam Cooke,Win Your Love For Me,167.773,spotify:track:7jwPDFG5HxM5G1Q5Mmw855,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,74,Win Your Love For MeSam Cooke,1,,74,1,1958
False,44.0,The Everly Brothers,Bird Dog,136.426,spotify:track:2ZCkqAo0tzzCVOth7ityh5,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,92,Bird DogThe Everly Brothers,1,,92,1,1958
False,22.0,The Johnny Otis Show,Willie And The Hand Jive,154.733,spotify:track:4ToAe9XCKjFGin2Qfswwis,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,9,Willie And The Hand JiveThe Johnny Otis Show,1,,9,1,1958
False,21.0,Jim Reeves,Blue Boy,129.333,spotify:track:05k40oRJ58mQBJSAz0FkLI,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,89,Blue BoyJim Reeves,1,,89,1,1958
False,53.0,Connie Francis,Stupid Cupid,133.746,spotify:track:3nUrhP3KuK4R1qdxRk2Kgo,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,72,Stupid CupidConnie Francis,1,,72,1,1958
False,59.0,Bobby Darin,Splish Splash,131.719,spotify:track:40fD7ct05FvQHLdQTgJelG,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,3,Splish SplashBobby Darin,1,,3,1,1958
False,39.0,The Elegants,Little Star,162.773,spotify:track:3c7KT5CN8uYRaK3xThhdYt,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,18,Little StarThe Elegants,1,,18,1,1958
False,13.0,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,149.2,spotify:track:7h7U3OYppI7HpgFqCc2VZ3,http://www.billboard.com/charts/hot-100/1958-08-02,1958-08-02,78,Betty Lou Got A New Pair Of ShoesBobby Freeman,1,,78,1,1958
False,9.0,The Drifters,Moonlight Bay,129.733,spotify:track:2Bw9tGndnbkmfsdvvCQ68m,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,86,Moonlight BayThe Drifters,1,,86,1,1958
False,1.0,Tennessee Ernie Ford,Sunday Barbecue,141.106,spotify:track:1ZGJKmUIMPzCf0OvFwDrSz,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,97,Sunday BarbecueTennessee Ernie Ford,1,,97,1,1958
False,21.0,The Champs,Chariot Rock,136.746,spotify:track:5uNmHqNUVHkhqqvXZdQWaL,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,95,Chariot RockThe Champs,1,,95,1,1958
False,21.0,The Drifters,Drip Drop,152.266,spotify:track:672bYvh0ygZMrUvRr6hN4P,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,58,Drip DropThe Drifters,1,,58,1,1958
False,16.0,Jimmie Rodgers,The Wizard,142.933,spotify:track:2ieO6C3dUH2LajM2wSOJfe,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,85,The WizardJimmie Rodgers,1,,85,1,1958
False,15.0,Jimmy Reed,Down In Virginia,144.441,spotify:track:6mw3mUQYyU0li2ZgWLqj4S,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,96,Down In VirginiaJimmy Reed,1,,96,1,1958
False,31.0,Robin Luke,Susie Darlin',154.68,spotify:track:1xjCGpAJVRAECqs5Pt6Gw1,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,42,Susie Darlin'Robin Luke,1,,42,1,1958
False,31.0,Faron Young,Alone With You,117.4,spotify:track:1sgU6LtIDuTT2bxqdmSbh4,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,51,Alone With YouFaron Young,1,,51,1,1958
False,17.0,The Champs,Midnighter,128.039,spotify:track:7pfbQyxjTRrzW5IjfL5ryA,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,94,MidnighterThe Champs,1,,94,1,1958
False,20.0,Marty Robbins,Just Married,127.293,spotify:track:1EtZEGngXgODnVCsqTvi1e,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,76,Just MarriedMarty Robbins,1,,76,1,1958
False,4.0,Nat King Cole,Nothing In The World,159.293,spotify:track:40Tb4czvl5B3hs3hkFtNTB,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,99,Nothing In The WorldNat King Cole,1,,99,1,1958
False,25.0,Nat King Cole,Looking Back,146.4,spotify:track:4tRnUUeXZYLuiF6YvaYuBB,http://www.billboard.com/charts/hot-100/1958-08-09,1958-08-09,81,Looking BackNat King Cole,1,,81,1,1958
False,3.0,Chuck Willis,My Life,165.706,spotify:track:12qI44KzCUYMPE9RoDS7GI,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,90,My LifeChuck Willis,1,,90,1,1958
False,26.0,The Four Preps,Lazy Summer Night,136.493,spotify:track:2tmuieoL32aLMxdB2W20xn,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,71,Lazy Summer NightThe Four Preps,1,,71,1,1958
False,23.0,The Jamies,"Summertime, Summertime",120.16,spotify:track:37Vct7oArn3tHN3XXCJJ7p,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,74,"Summertime, SummertimeThe Jamies",1,,74,1,1958
False,4.0,Jan & Arnie,Gas Money,144.466,spotify:track:2wh41h8XJWXIds4gPpfOzN,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,81,Gas MoneyJan & Arnie,1,,81,1,1958
False,22.0,Jerry Wallace,How The Time Flies,148.373,spotify:track:4Y00xD9HbXDLtf7Wv9685t,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,52,How The Time FliesJerry Wallace,1,,52,1,1958
False,34.0,Roger Williams,Near You,167.146,spotify:track:0aVMdNotlKqTs5eVAomnBw,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,67,Near YouRoger Williams,1,,67,1,1958
False,32.0,The Gaylords,Ma Ma Ma Marie,71.306,spotify:track:75lTcjycLW3GXZvxmp0D7w,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,97,Ma Ma Ma MarieThe Gaylords,1,,97,1,1958
False,57.0,Tommy Edwards,It's All In The Game,159.04,spotify:track:2lmPUdIdzlFH64PWJrw6Zb,http://www.billboard.com/charts/hot-100/1958-08-16,1958-08-16,96,It's All In The GameTommy Edwards,1,,96,1,1958
False,11.0,The Rivieras,Count Every Star,175.173,spotify:track:0lDaLquROBu6XlWB9g7BP7,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,74,Count Every StarThe Rivieras,1,,74,1,1958
False,41.0,Chuck Berry,Carol,168.6,spotify:track:41ADUIxv4MkkWi7kgaZMrH,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,57,CarolChuck Berry,1,,57,1,1958
False,33.0,Ray Price,City Lights,179.6,spotify:track:62RfCZpT2zfBHRXD8yp2WV,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,72,City LightsRay Price,1,,72,1,1958
False,1.0,The Tune Rockers,The Green Mosquito,139.04,spotify:track:2n4jL9nv4CS7uwqmu4MHu8,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,78,The Green MosquitoThe Tune Rockers,1,,78,1,1958
False,0.0,George Hamilton IV,When Will I Know,162.106,spotify:track:1h6Ih6Wndyk1WOEZw6pDhc,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,65,When Will I KnowGeorge Hamilton IV,1,,65,1,1958
False,1.0,Cozy Cole,Topsy II,216.266,spotify:track:7wKOWJBWY9IVP04YB5L3Ms,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,82,Topsy IICozy Cole,1,,82,1,1958
False,25.0,Dion & The Belmonts,No One Knows,158.76,spotify:track:6CZ6IeSfdqFPDk4uQn2Qlc,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,95,No One KnowsDion & The Belmonts,1,,95,1,1958
False,28.0,The Shields,You Cheated,146.733,spotify:track:2Hov4rAx6TJYl7tihS8WBl,http://www.billboard.com/charts/hot-100/1958-08-23,1958-08-23,94,You CheatedThe Shields,1,,94,1,1958
False,4.0,Dale Hawkins,La-Do-Dada,154.253,spotify:track:5v2bj1EWi1eOq9VnTHjluO,http://www.billboard.com/charts/hot-100/1958-08-30,1958-08-30,98,La-Do-DadaDale Hawkins,1,,98,1,1958
False,0.0,Carl Smith,Guess I've Been Around Too Long,173.4,spotify:track:0XB0JlYdDDRpXWaM0fFID2,http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,93,Guess I've Been Around Too LongCarl Smith,1,,93,1,1958
False,46.0,Tony Bennett,Firefly,117.64,spotify:track:4NCZEnM4tq2MazaFURJxWY,http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,88,FireflyTony Bennett,1,,88,1,1958
False,1.0,George Hamilton IV,Your Cheatin' Heart,136.333,spotify:track:5tlMCwOxIcvmz4e1bRAHiS,http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,72,Your Cheatin' HeartGeorge Hamilton IV,1,,72,1,1958
False,41.0,Robert Mitchum,The Ballad Of Thunder Road,151.04,spotify:track:4CORfI5PJIhyMw8uWpDfKz,http://www.billboard.com/charts/hot-100/1958-09-06,1958-09-06,95,The Ballad Of Thunder RoadRobert Mitchum,1,,95,1,1958
False,56.0,Conway Twitty,It's Only Make Believe,132.026,spotify:track:1xVOttVNT27FBTD8iHjOfU,http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,65,It's Only Make BelieveConway Twitty,1,,65,1,1958
False,46.0,Earl Grant,The End,140.8,spotify:track:79Iwb8D1mlLHzyrTzuA3cw,http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,87,The EndEarl Grant,1,,87,1,1958
False,26.0,Little Richard,Baby Face,135.133,spotify:track:5Ttwn2VJRE5cqj7SlyhieC,http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,72,Baby FaceLittle Richard,1,,72,1,1958
False,11.0,The Applejacks,Mexican Hat Rock,125.92,spotify:track:7DiVCf2QOi4XbyR9SXs0UV,http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,76,Mexican Hat RockThe Applejacks,1,,76,1,1958
False,25.0,Joni James,There Goes My Heart,153.893,spotify:track:2rv084Vp56lYuuLnK3mXiZ,http://www.billboard.com/charts/hot-100/1958-09-13,1958-09-13,61,There Goes My HeartJoni James,1,,61,1,1958
False,12.0,Ivan,Real Wild Child,140.226,spotify:track:5qB0kKraun1EVx5Obh2etw,http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,85,Real Wild ChildIvan,1,,85,1,1958
False,61.0,Ritchie Valens,"Come On, Let's Go",124.586,spotify:track:4cRfSR0QxDlXRHTKyEOu93,http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,77,"Come On, Let's GoRitchie Valens",1,,77,1,1958
False,0.0,Patti Page,Fibbin',114.44,spotify:track:5VAN7D9sq2lzzAm5MMqw5Q,http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,56,Fibbin'Patti Page,1,,56,1,1958
False,3.0,Fats Domino,Young School Girl,115.04,spotify:track:69rgUrLEaNkKKzVTujRVrm,http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,92,Young School GirlFats Domino,1,,92,1,1958
False,30.0,Ruth Brown,This Little Girl's Gone Rockin',108.293,spotify:track:3gd3Eu7AEqJC1wcNx8P8xg,http://www.billboard.com/charts/hot-100/1958-09-20,1958-09-20,74,This Little Girl's Gone Rockin'Ruth Brown,1,,74,1,1958
False,15.0,Kalin Twins,Forget Me Not,144.173,spotify:track:49f1yPA6sXG9p893m0rgvp,http://www.billboard.com/charts/hot-100/1958-09-27,1958-09-27,100,Forget Me NotKalin Twins,1,,100,1,1958
False,45.0,The Kingston Trio,Tom Dooley,183.973,spotify:track:2qLxtO0iaFGI9x19vU3bDI,http://www.billboard.com/charts/hot-100/1958-09-27,1958-09-27,83,Tom DooleyThe Kingston Trio,1,,83,1,1958
False,7.0,Jack Scott,With Your Love,122.733,spotify:track:6hXji2WIbo3MvfZ0560wkx,http://www.billboard.com/charts/hot-100/1958-09-27,1958-09-27,89,With Your LoveJack Scott,1,,89,1,1958
False,10.0,Don Gibson,Look Who's Blue,142.2,spotify:track:71S4k4BBKsR5FtlQit8r0D,http://www.billboard.com/charts/hot-100/1958-09-27,1958-09-27,66,Look Who's BlueDon Gibson,1,,66,1,1958
False,31.0,Johnny Cash,All Over Again,132.4,spotify:track:76CbOXTXJpDSKplGwgUHiB,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,88,All Over AgainJohnny Cash,1,,88,1,1958
False,1.0,Andy Rose,Just Young,138.106,spotify:track:4IToGzGT3zcJWQN2c5J9cV,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,100,Just YoungAndy Rose,1,,100,1,1958
False,40.0,Clyde McPhatter,A Lover's Question,150.266,spotify:track:6HBgCYResmsdmOufyHVoNB,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,90,A Lover's QuestionClyde McPhatter,1,,90,1,1958
False,4.0,Teresa Brewer,The Hula Hoop Song,173.226,spotify:track:6sCqtqLg3bPF8S9tXbzU3m,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,99,The Hula Hoop SongTeresa Brewer,1,,99,1,1958
False,13.0,The Platters,It's Raining Outside,171.56,spotify:track:6K6Ap90AcwpXarhxR5IK9V,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,93,It's Raining OutsideThe Platters,1,,93,1,1958
False,29.0,The Five Blobs,The Blob,159.933,spotify:track:3UVxWDYfUSwtEfzN5QfE7Z,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,97,The BlobThe Five Blobs,1,,97,1,1958
False,4.0,Lord Rockingham's XI,Fried Onions,101.76,spotify:track:4vvKibbJo1ZR6sDfszoh05,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,96,Fried OnionsLord Rockingham's XI,1,,96,1,1958
False,6.0,Donnie Owens,Need You,140.866,spotify:track:2mwQS2E6Kwm67fZZdEhg8X,http://www.billboard.com/charts/hot-100/1958-10-04,1958-10-04,92,Need YouDonnie Owens,1,,92,1,1958
False,48.0,Connie Francis,Fallin',133.533,spotify:track:121oskeJBhi1OvqHqydCSf,http://www.billboard.com/charts/hot-100/1958-10-11,1958-10-11,86,Fallin'Connie Francis,1,,86,1,1958
False,14.0,Jack Scott,Geraldine,124.173,spotify:track:4uJ0W3Z8yASNUr9bbkcMr6,http://www.billboard.com/charts/hot-100/1958-10-11,1958-10-11,96,GeraldineJack Scott,1,,96,1,1958
False,5.0,The Royaltones,Poor Boy,134.066,spotify:track:1WVRUZn53ozgLLJF2CKp3y,http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,51,Poor BoyThe Royaltones,1,,51,1,1958
False,29.0,Johnny Cash,What Do I Care,127.373,spotify:track:172tOpuxcdARN92RIFvZaq,http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,90,What Do I CareJohnny Cash,1,,90,1,1958
False,63.0,Ricky Nelson,Lonesome Town,134.04,spotify:track:0SsYlkXxZ5vkWOTsKxMfMz,http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,86,Lonesome TownRicky Nelson,1,,86,1,1958
False,1.0,Tab Hunter,Jealous Heart,139.049,spotify:track:05R5LQzLRmPUC6igBaRm78,http://www.billboard.com/charts/hot-100/1958-10-18,1958-10-18,98,Jealous HeartTab Hunter,1,,98,1,1958
False,3.0,Perry Como,Mandolins In The Moonlight,164.866,spotify:track:3XuWiQ11ih3fF4ICGTvKgb,http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,94,Mandolins In The MoonlightPerry Como,1,,94,1,1958
False,31.0,Tommy Edwards,Love Is All We Need,161.186,spotify:track:5dlkxc2osa9SHiGEgTwGgW,http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,88,Love Is All We NeedTommy Edwards,1,,88,1,1958
False,20.0,The Diamonds,Walking Along,141.4,spotify:track:7kdOUm6bKlA8eC4iQHbijq,http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,82,Walking AlongThe Diamonds,1,,82,1,1958
False,29.0,Frank Sinatra,Mr. Success,162.76,spotify:track:7lTpgbvsCct5aGapyNKSWp,http://www.billboard.com/charts/hot-100/1958-10-25,1958-10-25,89,Mr. SuccessFrank Sinatra,1,,89,1,1958
False,34.0,The Playmates,Beep Beep,150.213,spotify:track:4kbV9t3FO8op15IrpQm5Mz,http://www.billboard.com/charts/hot-100/1958-11-01,1958-11-01,54,Beep BeepThe Playmates,1,,54,1,1958
False,39.0,Elvis Presley,I Got Stung,109.413,spotify:track:0IDFXLMABcj61OKI3L05A0,http://www.billboard.com/charts/hot-100/1958-11-01,1958-11-01,65,I Got StungElvis Presley,1,,65,1,1958
False,35.0,Johnny Tillotson,Dreamy Eyes,144.093,spotify:track:3YhiThhWDc82KzsBAP5iG3,http://www.billboard.com/charts/hot-100/1958-11-01,1958-11-01,92,Dreamy EyesJohnny Tillotson,1,,92,1,1958
False,20.0,The Four Lads,The Mocking Bird,140.226,spotify:track:3RPVk2uXTxAVwfxlWr7UBV,http://www.billboard.com/charts/hot-100/1958-11-01,1958-11-01,86,The Mocking BirdThe Four Lads,1,,86,1,1958
False,49.0,Elvis Presley,One Night,152.426,spotify:track:0AzETg7Vecim0WSOp6PyDb,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,30,One NightElvis Presley,1,,30,1,1958
False,29.0,Jimmie Rodgers,Bimbombey,137.6,spotify:track:4SUe5YYM38r0eVuTRrTyv1,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,67,BimbombeyJimmie Rodgers,1,,67,1,1958
False,30.0,Bill Doggett,Hold It,150.306,spotify:track:2RP00ghvfhCqwNMOXCaaIb,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,92,Hold ItBill Doggett,1,,92,1,1958
False,8.0,Johnny Otis,Crazy Country Hop,162.626,spotify:track:3ckKoeMeBQNuV5HjVZplD0,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,93,Crazy Country HopJohnny Otis,1,,93,1,1958
False,6.0,The Four Coins,The World Outside,173.52,spotify:track:0VZWkRDVnVcCZIBhT2eGZG,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,81,The World OutsideThe Four Coins,1,,81,1,1958
False,23.0,The Everly Brothers,Problems,119.093,spotify:track:4MbHwmdaADODyMQe4NlH3i,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,51,ProblemsThe Everly Brothers,1,,51,1,1958
False,2.0,The Fontane Sisters,Jealous Heart,129.493,spotify:track:2KrjG7NeXtz9QNIh04wZWa,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,94,Jealous HeartThe Fontane Sisters,1,,94,1,1958
False,17.0,Nappy Brown,It Don't Hurt No More,145.64,spotify:track:756lHtnwuYvwRh5aCB6mz9,http://www.billboard.com/charts/hot-100/1958-11-08,1958-11-08,95,It Don't Hurt No MoreNappy Brown,1,,95,1,1958
False,65.0,The Platters,Smoke Gets In Your Eyes,160.933,spotify:track:2vSxjnyrWrtxyfzO47EX6q,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,86,Smoke Gets In Your EyesThe Platters,1,,86,1,1958
False,38.0,Fats Domino,Whole Lotta Loving,100.48,spotify:track:6pS2nLsZBUOrMaFMPvFVwM,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,81,Whole Lotta LovingFats Domino,1,,81,1,1958
False,3.0,Roy Hamilton,Pledging My Love,169.16,spotify:track:00K7iE0TKUUJVRqMcOuFst,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,71,Pledging My LoveRoy Hamilton,1,,71,1,1958
False,22.0,Fats Domino,Coquette,149.038,spotify:track:3wVRC7XGgay0BoYiDsA5KP,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,92,CoquetteFats Domino,1,,92,1,1958
False,20.0,Sam Cooke,Love You Most Of All,136.8,spotify:track:0nvzDz3CqEViJaqT2cuFuY,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,74,Love You Most Of AllSam Cooke,1,,74,1,1958
False,11.0,The Four Preps,Cinderella,106.733,spotify:track:2pgFEUd7qK8fVyASICkglU,http://www.billboard.com/charts/hot-100/1958-11-15,1958-11-15,91,CinderellaThe Four Preps,1,,91,1,1958
False,1.0,Bernie Lowe Orchestra,Sing Sing Sing,145.226,spotify:track:0T4b706qiJ87eBtHcgq9oH,http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,76,Sing Sing SingBernie Lowe Orchestra,1,,76,1,1958
False,18.0,The Everly Brothers,Love Of My Life,127.933,spotify:track:7gwtTwDGvTHOg3PSO7DTOi,http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,85,Love Of My LifeThe Everly Brothers,1,,85,1,1958
False,1.0,Bobby Freeman,Need Your Love,161.866,spotify:track:4kJ78p6WhR9hBHB9V0ZAmm,http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,72,Need Your LoveBobby Freeman,1,,72,1,1958
False,50.0,Jackie Wilson,Lonely Teardrops,166.213,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,88,Lonely TeardropsJackie Wilson,1,,88,1,1958
False,16.0,The Crests,16 Candles,172.266,spotify:track:7u4cRwR5sdV874GRRLWXp7,http://www.billboard.com/charts/hot-100/1958-11-22,1958-11-22,91,16 CandlesThe Crests,1,,91,1,1958
False,31.0,Dee Clark,Nobody But You,147.633,spotify:track:71c7zYLsgE7YO21JVkCy0n,http://www.billboard.com/charts/hot-100/1958-11-29,1958-11-29,70,Nobody But YouDee Clark,1,,70,1,1958
False,39.0,Tony Dallara,Come Prima,123.653,spotify:track:22Avx4fZ3BKRSS9EnPD1F2,http://www.billboard.com/charts/hot-100/1958-12-06,1958-12-06,80,Come PrimaTony Dallara,1,,80,1,1958
