0,1,2,3,4
Chedda Da Connect,29.0,Chedda Da Connect,spotify:artist:0KF35OGFXQttk0yWReabtG,['trap']
,,,,
Hannah Huston,17.0,Hannah Huston,spotify:artist:4r8lFKdMmYGN1Ayywk9lce,['deep talent show']
Wale,71.0,Wale,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,"['gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
CL,80.0,Kelly Clarkson,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,"['dance pop', 'pop', 'post-teen pop', 'talent show']"
,,,,
,,,,
Carly Pearce,65.0,Carly Pearce,spotify:artist:4sIl4BTo9l9KqEi0Y3RE72,"['contemporary country', 'country', 'country road']"
,,,,
for KING & COUNTRY,67.0,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']"
,,,,
Nappy Brown,28.0,Nappy Brown,spotify:artist:7oR6vQt8KT2ZWUpC65jTha,"['jump blues', 'rhythm and blues']"
Diane Maxwell,3.0,Diane Maxwell,spotify:artist:1wwPtM43pSejqpDDXlxZ7B,[]
Hugo & Luigi,2.0,Hugo & Luigi,spotify:artist:4kJvO0FgRaH1yTejZ8ujB3,[]
Ray Sharpe,19.0,Ray Sharpe,spotify:artist:4Tnu2xPRWy7IsD0ja3WP7D,[]
The Passions,35.0,The Passions,spotify:artist:6emLiLQsxkbmQMs0Bn51h3,['uk post-punk']
Barrett Strong,47.0,Barrett Strong,spotify:artist:3MKwHkhEjcvzva2rasZeWD,['motown']
Henry Mancini,57.0,Henry Mancini,spotify:artist:2EExdpjU4SK3xnJHO5paJf,"['adult standards', 'classic soundtrack', 'easy listening', 'lounge']"
Ray Ellis,31.0,Ray Ellis And His Orchestra,spotify:artist:48lI2CSWSbR8X1TmCl86wq,[]
Edith Piaf,63.0,Édith Piaf,spotify:artist:1WPcVNert9hn7mHsPKDn7j,"['chanson', 'torch song', 'vintage schlager']"
The Wanderers,29.0,The Way Down Wanderers,spotify:artist:62N2F1MeS38SosZvvqBWlR,"['deep new americana', 'neo-traditional bluegrass']"
The Paragons,43.0,The Paragons,spotify:artist:5sCZ2Gc3nZaE3Cav8WG7WG,"['lovers rock', 'reggae', 'rocksteady']"
,,,,
The Sensations,23.0,The Sensations,spotify:artist:708pmTl2zRKC87egxplOGc,"['classic girl group', 'early reggae', 'lovers rock', 'rocksteady']"
Hayley Mills,28.0,Hayley Mills,spotify:artist:61g53RNwNxFue8DjFshq05,['movie tunes']
Frank Sinatra & Sammy Davis Jr.,4.0,Sammy Davis Jr. & Frank Sinatra,spotify:artist:5Xt9Wh9MtOKuuHvnsZr6Lt,[]
Pete Seeger,45.0,Pete Seeger,spotify:artist:1P9syEkl41IFowWIJN7ZBY,"['american folk revival', 'appalachian folk', 'banjo', 'folk', 'old-time', 'singer-songwriter', 'traditional folk']"
Hank Williams Jr.,66.0,"Hank Williams, Jr.",spotify:artist:2dyeCWctcFRt3Pha76ONgb,"['country', 'country road', 'country rock', 'outlaw country']"
The Village Stompers,25.0,The Village Stompers,spotify:artist:052sD9jNgGqNAKlYmCAiD8,[]
Jimmy Cross,2.0,Jimmy Cross,spotify:artist:4eKMkGVTuUvP80KG6Aq1gO,[]
The Emperor's,27.0,The Last Emperor,spotify:artist:4iUCypSQyIBdkJ6roB3Z9F,['philly rap']
Jimmy Castor,31.0,The Jimmy Castor Bunch,spotify:artist:7E5taE9LniGvMzEHpiOupV,"['funk', 'rare groove']"
The Hombres,26.0,The Hombres,spotify:artist:5Kd7EaN14eunBIyNux2c3z,['classic garage rock']
Young Hearts,21.0,The Young Hearts,spotify:artist:6sbDFRTzVhnTYfgmVP0DVX,"['kent indie', 'uk pop punk']"
,,,,
Eddie Bo,29.0,Eddie Boyd,spotify:artist:6tlPbmYME3fjRkSBb3pjoB,"['blues', 'chicago blues', 'electric blues', 'piano blues', 'traditional blues']"
Jesse Anderson,0.0,Jesse Anderson,spotify:artist:134omrMYPFFiBqIo39Gscs,[]
,,,,
The Klowns,0.0,The Klowns,spotify:artist:0xa13zpEeUX95tT2MdZsCC,[]
Odds & Ends,0.0,Odds & Ends,spotify:artist:42nPkWJBl96gsiEb7TsI6e,[]
David Crosby,52.0,David Crosby,spotify:artist:59zdhVoWxSoHMc74n098Re,"['cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'roots rock', 'singer-songwriter']"
Mary Travers,18.0,Mary Travers,spotify:artist:6SAXDxx8QdYRBMSpm25nRT,[]
James Last,52.0,James Last,spotify:artist:5UyJW2eCOuXtyYftgbMxZG,['easy listening']
Carlo Savina,51.0,Carlo Savina,spotify:artist:0JPH3a8DUy38JvZsdhmEnC,['vintage italian soundtrack']
Foster Sylvers,29.0,Foster Sylvers,spotify:artist:0ESCoUJXbD4SOqgJRA84iw,[]
"Bobby ""Blue"" Bland",50.0,"Bobby ""Blue"" Bland",spotify:artist:48nwxUvPJZkm8uPa7xMzmj,"['blues', 'classic soul', 'electric blues', 'soul', 'soul blues', 'southern soul']"
Bob James,49.0,Bob James,spotify:artist:6ryjbFyWBZho9KGXqKZdqQ,"['jazz funk', 'jazz piano', 'smooth jazz']"
Lana Cantrell,5.0,Lana Cantrell,spotify:artist:0woZZJmWAIMpDP6kUEiHrR,[]
Love Childs Afro Cuban Blues Band,2.0,Love Childs Afro Cuban Blues Band,spotify:artist:47Tovcg7INun1O1P4WKhSQ,[]
,,,,
,,,,
Spin,61.0,The Spinners,spotify:artist:5fbhwqYYh4YwUoEs582mq5,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
The Rubinoos,28.0,The Rubinoos,spotify:artist:0ShV0veaBj1NvWRORhuwlI,"['power pop', 'pub rock', 'underground power pop']"
Liquid Gold,28.0,Liquid Gold,spotify:artist:6Lhdde9Dp3ypYfdgbk2nRf,[]
High Inergy,11.0,High Inergy,spotify:artist:7C2CwbJufEVMLvEvaadNVp,['motown']
Joan Armatrading,51.0,Joan Armatrading,spotify:artist:1bdAJUX6JPsnYHbTl5jbk6,"['classic uk pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']"
Nona Hendryx,28.0,Nona Hendryx,spotify:artist:5pTDagkiVMJC5DJtSAdbXg,[]
Double Image,0.0,Double Image,spotify:artist:56mpMZc5ZLkM9J2nY6IPQU,[]
Peter Tosh,56.0,Peter Tosh,spotify:artist:0oea1hwGMfUxZbLxJc1XUN,"['dub', 'reggae', 'roots reggae']"
Kissing The Pink,26.0,Kissing The Pink,spotify:artist:5B9MfAU2KZlyvsofev6XXR,"['deep new wave', 'new romantic', 'new wave', 'synthpop']"
Twilight 22,24.0,Twilight 22,spotify:artist:6duhLtz5KONtwVxwX4ka6B,"['electro', 'old school hip hop']"
,,,,
,,,,
Newcleus,38.0,Newcleus,spotify:artist:5X8Tt3rIpdy8VR78KEhZ6C,"['electro', 'freestyle', 'funk', 'hip house', 'old school hip hop']"
Evelyn Thomas,37.0,Evelyn Thomas,spotify:artist:2YLxwK8ceDNaG8RHhtkcQh,"['disco', 'diva house', 'hi-nrg']"
Whodini,41.0,Whodini,spotify:artist:4dBOV77d0Fy9KcTZkieXcu,"['east coast hip hop', 'electro', 'funk', 'gangster rap', 'hip hop', 'hip house', 'old school hip hop', 'quiet storm', 'rap']"
,,,,
Buster Poindexter & His Banshees Of Blue,36.0,Buster Poindexter And His Banshees Of Blue,spotify:artist:77GFTVwA0F6Ag1xtlYr0UA,[]
When In Rome,54.0,When In Rome,spotify:artist:3jOO5nZ2XPmc232rNjzqJy,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
The Graces,18.0,The Graces,spotify:artist:1M1jSJdwrJgaVgv4YrtOcl,[]
,,,,
Anything Box,30.0,Anything Box,spotify:artist:0AEDwJyvLfojF4iKEmJDMT,"['deep new wave', 'neo-synthpop', 'new romantic', 'new wave', 'synthpop']"
Xymox,45.0,Clan of Xymox,spotify:artist:1wHmR7I0UlF58WFQexCPha,"['dark post-punk', 'dark wave', 'dream pop', 'ebm', 'ethereal wave', 'gothic rock', 'new romantic', 'new wave', 'synthpop']"
Beats International,38.0,Beats International,spotify:artist:6C5gMdsVmZHJG6yJuC68sp,['hip house']
Soho,59.0,Sohodolls,spotify:artist:1KNXft7nnRQj82sENi7WGN,"['electronic rock', 'new rave']"
Special Generation,7.0,Special Generation,spotify:artist:6VdS3WDJXv5ldtsO9gU5aW,['new jack smooth']
Fred Schneider,16.0,Fred Schneider,spotify:artist:7HWVWTbgJBXqBX6Jd4AvzJ,[]
2 Hyped Brothers & A Dog,16.0,2 Hyped Brothers & A Dog,spotify:artist:4uuHzqQ4a2GT3jFsAlZSip,['bmore']
Chaka Demus & Pliers,55.0,Chaka Demus & Pliers,spotify:artist:6RQkaOWddQmiLLJqSgnTbm,"['funana', 'lovers rock']"
,,,,
Rodney O & Joe Cooley,29.0,Rodney-O & Joe Cooley,spotify:artist:7vmYkpbvGnUuJGhzHD0Hu2,[]
Little Texas,46.0,Little Texas,spotify:artist:5CCf77sKGlTdfIiIDaVScj,"['country', 'country road', 'country rock']"
12 Gauge,16.0,12 Gauge,spotify:artist:19dL0fni8Il6amPuGzxkmn,['atlanta bass']
Rayvon,60.0,Rayvon,spotify:artist:4hB4SmzreXMTGWYj7KQ7QN,"['barbadian pop', 'reggae fusion']"
Solo,59.0,Solomon Burke,spotify:artist:4nts0oxMT67lVUoi5Kjxrb,"['classic soul', 'funk', 'soul', 'soul blues', 'southern soul']"
,,,,
Donna Lewis,54.0,Donna Lewis,spotify:artist:2EfG2EoT8GFJrMiilbTVl2,"['new wave pop', 'pop rock']"
Funky Green Dogs,29.0,Funky Green Dogs,spotify:artist:3sta4kc4vmWb0bOnQb6R8c,"['tribal house', 'vocal house']"
Lorrie Morgan,48.0,Lorrie Morgan,spotify:artist:0khzcQ6PQU5a6dl1Qss3pt,"['country', 'country dawn', 'country rock']"
Billie Myers,42.0,Billie Myers,spotify:artist:2ZqXK2gIDbfE7aOvkNObPW,[]
,,,,
Brooklyn Bounce,44.0,Brooklyn Bounce,spotify:artist:6vdgAccr11YvDg9pEj6gOZ,"['bouncy house', 'bubble trance', 'eurodance', 'german techno', 'hamburg electronic', 'hands up']"
Innerlude,13.0,Innerlude,spotify:artist:7iHs5rSoQAhA5uIZLjuF98,[]
Jordan Knight,32.0,Jordan Knight,spotify:artist:2AEcSFddxmvXT0A7rBwyVL,[]
Eric Heatherly,35.0,Eric Heatherly,spotify:artist:64AyHnB0YQfCZFo5etz5vY,"['country', 'country road']"
Before Dark,10.0,Before Dark,spotify:artist:24oWuzi9YOuHwjX6WTTCob,['contemporary r&b']
Modjo,62.0,Modjo,spotify:artist:0AkpPlFLnr0VQwZQeMGht0,"['disco house', 'filter house', 'vocal house']"
Gigi D'Agostino,70.0,Gigi D'Agostino,spotify:artist:1OAjDaKgg00KCUYqDe68un,"['eurodance', 'europop', 'italo dance']"
,,,,
,,,,
,,,,
,,,,
,,,,
Beenie Man,63.0,Beenie Man,spotify:artist:4L3GTE04bW5N7azA9QPhjA,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']"
Nitty,60.0,Nitty Gritty Dirt Band,spotify:artist:7y70dch6JuuuNnwlsOQvwW,"['country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Caesars,55.0,Caesars,spotify:artist:4rGrN4XDYhP6dUAZMvcuHr,['swedish indie rock']
,,,,
Soupy Sales,2.0,Soupy Sales,spotify:artist:7pMMQr1wMaCt2NLRakSmgx,['deep motown']
The James Boys,10.0,The King James Boys,spotify:artist:3PdQ90nNOjxy7irFjCd2Af,[]
Loreena McKennitt,56.0,Loreena McKennitt,spotify:artist:1JdeDdujDbS6ZeSlkXqx3a,"['canadian celtic', 'celtic', 'medieval folk', 'world']"
Bob McFadden And Dor,6.0,Bob Mcfadden & Dor,spotify:artist:1hLrOu8wrfzU1phanXNyzV,[]
The Grateful Dead,0.0,Grateful For The Dead,spotify:artist:6NGVko3qbPA9fNT4xYMr02,['plunderphonics']
Jim Weatherly,20.0,Charlie Monk & Jim Weatherly,spotify:artist:6bPQp6jZKIQzkITirmMLmu,[]
,,,,
Vicki Lawrence,25.0,Vicki Lawrence,spotify:artist:3PNGsgUFOuNvwagyBCo2Rg,['bubblegum pop']
Lord Huron,74.0,Lord Huron,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,"['indie folk', 'stomp and holler']"
Daryle Singletary,45.0,Daryle Singletary,spotify:artist:1mQ9wgWshECdFsDbT7ATzT,"['country', 'country road', 'country rock']"
Chesney Hawkes,47.0,Chesney Hawkes,spotify:artist:3dipm6p2uAgitwQsOZU5oY,['new wave pop']
,,,,
,,,,
,,,,
Yazz And The Plastic Population,16.0,Yazz & The Plastic Population,spotify:artist:1iGa7B3SPZFAOKiEzZWnbi,[]
,,,,
,,,,
,,,,
A Perfect Circle,64.0,A Perfect Circle,spotify:artist:4DFhHyjvGYa9wxdHUjtDkc,"['alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup']"
Darrow Fletcher,16.0,Darrow Fletcher,spotify:artist:0adetEU8Vg0fU96nkB9Zel,['northern soul']
Jay Black,12.0,Jayy Black Music,spotify:artist:0Rq9HlIAPnmFyED42F4GQY,[]
,,,,
Danny Peppermint and the Jumping Jacks,0.0,Danny Peppermint & The Jumping Jacks,spotify:artist:49GkD100vJzvygqSdICGwD,[]
Tenacious D,63.0,Tenacious D,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody']"
Red Skelton,5.0,Red Skelton,spotify:artist:0YknRjcsjkgJS26Rzgvd2t,"['comic', 'drama', 'vintage radio show']"
,,,,
Jennifer Rush,55.0,Jennifer Rush,spotify:artist:3fsCWTIuWIRvEGS7gerSJX,['new wave pop']
,,,,
,,,,
Mark Valentino,0.0,Mark Valentino,spotify:artist:6TrcdHdsG7PfIwH7aqzIgD,[]
Tay-K,69.0,Tay-K,spotify:artist:2ODbg2404zUzTi02qIPEjB,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']"
Oran 'Juice' Jones,31.0,Oran Juice Jones,spotify:artist:1xcuvl9Q3S7Q3b2b0dTJca,[]
Big Sambo and The House Wreckers,1.0,Big Sambo & The House Wreckers,spotify:artist:6L1jE5H1gnjlGfkwnAhYwy,[]
,,,,
The 5 Chanels,0.0,The 5 Chanels,spotify:artist:2XHwiSqppIEZwWgczxOjGk,[]
,,,,
Jeremy Jordan,53.0,Jeremy Jordan,spotify:artist:0vKWxtht5v5MoAu4DID0Ub,"['broadway', 'hollywood', 'show tunes']"
I To I,72.0,Tones And I,spotify:artist:2NjfBq1NflQcKSeiDooVjY,"['australian pop', 'pop']"
The Forum,33.0,The Sounds Research Forum,spotify:artist:1LvJV4jbyLW0mz5SRwYQSh,['white noise']
,,,,
,,,,
Martin Briley,21.0,Martin Briley,spotify:artist:0kQXfNK3qQhHzHrR078qvN,[]
The Tractors,42.0,The Tractors,spotify:artist:4cORFIWQylRGyJX9lYnqk9,"['country', 'country rock']"
,,,,
Dean Reed,13.0,Dean Reed,spotify:artist:2GFp149Dm0siRh49d2DLwR,[]
Gordon MacRae,37.0,Gordon Macrae,spotify:artist:3dvIPsJH7o9xnBwFxowzof,[]
,,,,
,,,,
Billy Graves,0.0,Billy Graves,spotify:artist:4fJGz8hNr7Cx8k0n2YvptH,[]
Johnny Restivo,17.0,Johnny Restivo,spotify:artist:0RHOoF3Gk8xeWJyozvvvle,[]
The Headboys,1.0,The Headboys,spotify:artist:6nWqtFnTOCnqvONmyQIopB,['scottish new wave']
Lee Morgan,48.0,Lee Morgan,spotify:artist:38C3okxv3fyyOIQUVPCdGX,"['bebop', 'big band', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']"
P.F. Sloan,4.0,P.F. Sloan,spotify:artist:78ABRl2XqfueSOxr4qja6R,[]
The Lost Generation,27.0,The Lost Generation,spotify:artist:3GyivO62GLk3C8DqfawQwV,[]
Brandi Carlile,66.0,Brandi Carlile,spotify:artist:2sG4zTOLvjKG1PSoOyf5Ej,"['acoustic pop', 'folk', 'indie pop', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'singer-songwriter']"
Sara Ramirez,41.0,Sara Ramirez,spotify:artist:369G5DRwe0MjvyOoyyVXGN,['show tunes']
Mag 7,42.0,DJ Magrin Da DZ7,spotify:artist:3LfT6BvsnMomxucwVAXGiF,[]
,,,,
David Rose and His Orchestra,15.0,David Rose And His Orchestra,spotify:artist:3jiRVp1vGHXKjOOwaa2GQv,"[""man's orchestra""]"
,,,,
Notorious,79.0,The Notorious B.I.G.,spotify:artist:5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
,,,,
Chris Bartley,1.0,Chris Bartley,spotify:artist:0wHgGlxqGtabkxIKDu1gvK,[]
,,,,
,,,,
James MacArthur,0.0,James MacArthur,spotify:artist:4JoRCqENSX6lCeZsYRrCqk,[]
Tracey Lee,30.0,Tracey Lee,spotify:artist:7lb6cUo0sKWSGIpmN2PB4P,['philly rap']
,,,,
Gina Thompson,32.0,Gina Thompson,spotify:artist:5u15ozs1bXTC2vJTPt2tpM,"['contemporary r&b', 'hip pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
The Harden Trio,7.0,The Harden Trio,spotify:artist:4NpvTrjODQU5pCxWeMlXQc,[]
J-Kwon,53.0,J-Kwon,spotify:artist:1Zz5UxfKSSqc6hpa3xJPCw,"['dirty south rap', 'pop rap', 'southern hip hop']"
Sharpees,2.0,The Sharpees,spotify:artist:2q5kSr5uwgPPdRUKoiOYxV,[]
Rocky Burnette,34.0,Rocky Burnette,spotify:artist:6JGUkLiRAWMNYaHdUCIUvC,[]
,,,,
,,,,
The Tassels,0.0,The Tassels,spotify:artist:7KWF9od7EBdwXaIjHW6zhx,[]
Julio Iglesias And Willie Nelson,5.0,Willie Nelson & Julio Iglesias,spotify:artist:0vILCMr3s89XxqitMkPELT,[]
The Pentagons,10.0,The Pentagons,spotify:artist:3JCb6m9WQm824cTsSiRCqz,[]
Doris Duke,21.0,Doris Duke,spotify:artist:4EBkFWxQ0EP5Fvya15d3Af,"['deep southern soul', 'southern soul']"
,,,,
Jamul,69.0,Jamule,spotify:artist:4sVieJlKgpZ2k9ESNS5IdN,['german hip hop']
The Nashville Teens,25.0,The Nashville Teens,spotify:artist:5ZMLeokWf9ZKDStGUhokji,"['british invasion', 'merseybeat']"
Fragma,50.0,Fragma,spotify:artist:2t9efDsc10DtZpi4LP3BJJ,"['bubble trance', 'disco house', 'eurodance', 'german techno', 'trance', 'vocal house']"
,,,,
,,,,
,,,,
,,,,
Reparata And The Delrons,0.0,Reparata And The Delrons,spotify:artist:6l9L3hIhLXrthhXunjXxuN,[]
,,,,
Ziggy Marley And The Melody Makers,46.0,Ziggy Marley & The Melody Makers,spotify:artist:3Z2jmNAP2UaGa8lPpi54wD,"['reggae', 'roots reggae']"
Grouplove,65.0,Grouplove,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,"['indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
,,,,
,,,,
,,,,
Outasight,40.0,Outasight,spotify:artist:1zuG3w1Zgeou53fb3Vu3bO,['bossbeat']
Fire Inc.,40.0,Fire Inc.,spotify:artist:41pLvk2oM6XBHjqi1JkTXF,[]
Hot Chelle Rae,59.0,Hot Chelle Rae,spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0,"['dance pop', 'dance rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
Peabo Bryson/Roberta Flack,22.0,Peabo Bryson with Roberta Flack,spotify:artist:0GQDNe6VaOC1CHlG1wBzyN,[]
S.S.O.,8.0,S.S.O.,spotify:artist:6Vbu5Ix9SfWtdFfZlaniBe,[]
Jack Greene,39.0,Jackie Greene,spotify:artist:5idHaEmJbiGTZ2MBmhmGMV,"['deep new americana', 'jam band', 'roots rock']"
,,,,
,,,,
Jimmy Roselli,27.0,Jimmy Roselli,spotify:artist:7IbQOrbuDPJu0mac9pDwf3,[]
The La's,83.0,The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,"['australian hip hop', 'pop', 'rap']"
BlackHawk,46.0,BlackHawk,spotify:artist:4mOt6H7OnuqLnQrm1Bboc6,"['country', 'country road', 'country rock']"
Yvonne,50.0,Yvonne Elliman,spotify:artist:2d6JU9LvNhZR7AAtu4x2rS,['disco']
Red River Dave,7.0,Red River Dave,spotify:artist:4TUxVYUlW8rB7UW3Iwz2es,['yodeling']
Dorothy Norwood,32.0,Dorothy Norwood,spotify:artist:3B2PSZmAw3xz6cQ2XMXta7,"['contemporary gospel', 'gospel', 'praise']"
,,,,
,,,,
Bobby Marchan,10.0,Bobby Marchan,spotify:artist:3hHAdG4gMD9GnqqWWST9D7,"['new orleans soul', 'rhythm and blues']"
Baby Ray,67.0,Babyface Ray,spotify:artist:3zZ88AwlTwfCJkowsFCvLA,"['detroit trap', 'trap']"
,,,,
Rico Love,42.0,Rico Love,spotify:artist:2GEcMpeGIad5O23WxDRFMn,[]
Napoleon XIV,26.0,Napoleon XIV,spotify:artist:47LaejbXqR0KTC7A8khfqS,"['comic', 'novelty']"
Boots Walker,0.0,Boots Walker,spotify:artist:5BDkmuAwBqLNyVyXfug4W2,[]
,,,,
Lainey Wilson,73.0,Lainey Wilson,spotify:artist:6tPHARSq45lQ8BSALCfkFC,['contemporary country']
,,,,
Cheryl Ladd,9.0,Cheryl Ladd,spotify:artist:3nJurPRzJe1jhoxefw5Gli,[]
,,,,
,,,,
Jackie Wilson And LaVern Baker,14.0,Jackie Wilson & LaVern Baker,spotify:artist:2XzcXzmeN6uNixhK0Qlbi3,[]
,,,,
Grandmaster Slice,14.0,Grandmaster Slice,spotify:artist:1z5pJz058rKSFj99anP0Q6,['kids dance party']
,,,,
B.G. The Prince Of Rap,35.0,B.G. The Prince Of Rap,spotify:artist:3NyO6lrjoe4s6Uk4ns9Tda,"['eurodance', 'hip house']"
,,,,
,,,,
Gene Redding,0.0,Gene Redding,spotify:artist:1DvLU2XHpGqjhe3i11nyAM,[]
,,,,
S.O.A.P.,42.0,S.O.A.P.,spotify:artist:4tc5xhcuEtiRizloAL4wZI,"['bubblegum dance', 'europop']"
,,,,
Melba Moore,42.0,Melba Moore,spotify:artist:0uMy5ZKVPBHauBYTTfCojq,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']"
,,,,
Dream,69.0,Dreamville,spotify:artist:1iNqsUDUraNWrj00bqssQG,"['hip hop', 'rap', 'underground hip hop']"
,,,,
,,,,
2nu,6.0,2NU,spotify:artist:3pPjiXYTrWyG69eJTiXGVV,[]
Laura Enea,20.0,Laura Enea,spotify:artist:6TEserE0g2TKlKBCGElMLL,"['deep freestyle', 'freestyle']"
Bob Geldof,34.0,Bob Geldof,spotify:artist:6bvtY9dkfSa5yKuogd2aLU,"['irish singer-songwriter', 'solo wave']"
,,,,
,,,,
Don Goodwin,2.0,Don Goodwin,spotify:artist:2ijfifZE6A8sxwB5Daeb0P,[]
,,,,
Bill LaBounty,35.0,Bill LaBounty,spotify:artist:7F81AqbZ2eUSjf9FpVptwO,"['deep soft rock', 'yacht rock']"
,,,,
Purple Reign,28.0,slowed + reverb purple reign,spotify:artist:0fqKPPVt8zoBfvKDNU73fy,[]
Ian Whitcomb And Bluesville,0.0,Ian Whitcomb & Bluesville,spotify:artist:7aRqXXkkzdEBp1k3XoJCcF,[]
,,,,
,,,,
Mina,87.0,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']"
,,,,
Blueface,70.0,Blueface,spotify:artist:3Fl1V19tmjt57oBdxXKAjJ,"['cali rap', 'trap']"
,,,,
Roy Drusky,35.0,Roy Drusky,spotify:artist:76ODQBEHQvAbQIUbALYkyi,"['classic country pop', 'nashville sound']"
Green Jelly,36.0,Green Jelly,spotify:artist:6dyxkRwYuTw6ezj1tjC2rY,"['comic metal', 'funk metal']"
Ruby Wright,0.0,Ruby Wright,spotify:artist:2OU6nMHwqgvH24JcfkE46x,[]
,,,,
,,,,
BRS Kash,48.0,BRS Kash,spotify:artist:5jJjvmEwRr8epuGZq4eUUa,[]
DragonForce,61.0,DragonForce,spotify:artist:2pH3wEn4eYlMMIIQyKPbVR,"['british power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']"
Tanya Blount,23.0,Tanya Blount,spotify:artist:5rXaQs7vQItcuzbm8SYCtF,['contemporary r&b']
,,,,
,,,,
,,,,
,,,,
,,,,
L.V.,71.0,L.V.,spotify:artist:2LhsePRtgCo4THVKULQBL7,[]
,,,,
,,,,
,,,,
,,,,
Chi Coltrane,32.0,Chi Coltrane,spotify:artist:40Md3Hc0aa1UzgyEmMSIHM,['nederpop']
,,,,
,,,,
,,,,
Fruit De La Passion,3.0,Fruit De La Passion,spotify:artist:7tOVsn5zFgDdFoZRNjNEZY,[]
,,,,
Lee Allen And His Band,0.0,Lee Allen & His Band,spotify:artist:4z8hRuxKD2zro5HMm3pLCE,[]
Kyper,12.0,Kyper,spotify:artist:5axa2hbZnvT5TP2IFLXoit,[]
Vaughan Brothers,38.0,The Vaughan Brothers,spotify:artist:2mwN5WQ1mAhOibFEbfFfsG,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']"
,,,,
,,,,
Bob Braun,0.0,Bobby Braunewell,spotify:artist:6YSa8Gc8dLbAjFbZC8BF5i,[]
,,,,
,,,,
,,,,
The Classics,31.0,The Classics,spotify:artist:41GjsROze7dDh3Se1pfxBS,"['doo-wop', 'vocal harmony group']"
,,,,
,,,,
Inoj,44.0,INOJ,spotify:artist:5IUvXYeMtVmp8YJWf0eqvf,"['atlanta bass', 'pop rock']"
Lake,68.0,Brandon Lake,spotify:artist:1bdnGJxkbIIys5Jhk1T74v,['ccm']
Pitbull & Ne-Yo,18.0,Ne-Yo & Pitbull,spotify:artist:11TqPxjwYSLj3X2HLZ8qqV,[]
Blake Lewis,28.0,Blake Lewis,spotify:artist:4H6tLRh1nuIuVxHtXo68ZE,['idol']
,,,,
,,,,
Eileen Rodgers,17.0,Eileen Rodgers,spotify:artist:5U6AFHwdlMoOHEPmRQxTsN,['deep adult standards']
Chubb Rock,39.0,Chubb Rock,spotify:artist:4dVRITwfej74WkmNpgYVPb,"['east coast hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop']"
Delinquent Habits,53.0,Delinquent Habits,spotify:artist:0Ph64AJnzKQwXj4y7bWi2U,['chicano rap']
The Pasadenas,34.0,The Pasadenas,spotify:artist:6lr9AruL30Dwl82fDODq9u,['brit funk']
,,,,
,,,,
,,,,
,,,,
Clarence Ashe,2.0,Clarence Ashe,spotify:artist:050lnqPL6hydVpjY4MeacK,['deep southern soul']
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Cooker,6.0,Pressure Cooker,spotify:artist:22ZMxyT7ALZcffEIre96Ia,['traditional ska']
The Commitments,49.0,The Commitments,spotify:artist:5kiBy7FO5L4ywMz1xF70PX,[]
DeJ Loaf,65.0,DeJ Loaf,spotify:artist:7kFfY4UjNdNyaeUgLIEbIF,"['detroit hip hop', 'pop r&b', 'r&b', 'trap', 'trap queen', 'viral rap']"
,,,,
