0,1,2,3,4
Vincent Edwards,0.0,Vincent Edwards,spotify:artist:1LAYhPh80qlOTEW9QnwFFI,[]
"Bobby ""Boris"" Pickett And The Crypt-Kickers",16.0,"Bobby ""Boris"" Pickett & The Crypt-Kickers",spotify:artist:1QM4zJDvUZPB1oX0pGLkjg,['halloween']
,,,,
Soul Survivors,28.0,The Soul Survivors,spotify:artist:77oyFDj00Afu8tjXDy5CDs,[]
Mercy,64.0,MercyMe,spotify:artist:6APm8EjxOHSYM5B4i3vT3q,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']"
Zager & Evans,37.0,Zager & Evans,spotify:artist:55IyYO6fmYpYw6Nd4YF7bw,['bubblegum pop']
,,,,
Don Covay,28.0,Don Covay,spotify:artist:3SC1GczHVpsiorx1KFaa4S,"['classic soul', 'rhythm and blues', 'soul', 'southern soul']"
Korona,17.0,Korona,spotify:artist:2npdT7I0UoOmtDkDgsRdRQ,[]
John O'Banion,7.0,John O'Banion,spotify:artist:3q143cJhNgGc8GUqJKOzcZ,['yacht rock']
Greg Kihn,48.0,The Greg Kihn Band,spotify:artist:1Yyag4BRejtPxsKTrSkKDz,['album rock']
Scarface,58.0,Scarface,spotify:artist:19KwjzvIL92r29IINtlPNP,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']"
Forest For The Trees,4.0,Clinging to the Trees of a Forest Fire,spotify:artist:6W8whSfhlf8gFQp7NTGfT8,"['denver metal', 'grindcore', 'mathgrind']"
The Tuesdays,12.0,The Ruby Tuesdays,spotify:artist:6JYSuMhap1mXgByUXxEHb7,['britpop revival']
M2M,52.0,M2M,spotify:artist:0ZzYDST6Dib7iYd8hmcLcH,"['candy pop', 'dance pop', 'europop', 'girl group', 'norwegian pop', 'pop rock', 'post-teen pop']"
,,,,
Jane's Addiction,57.0,Jane's Addiction,spotify:artist:02NfyD6AlLA12crYzw5YcR,"['alternative metal', 'alternative rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'permanent wave', 'pop rock', 'rap rock', 'rock']"
,,,,
311,62.0,311,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']"
,,,,
,,,,
,,,,
The Lonely Island,60.0,The Lonely Island,spotify:artist:1f5GqyOPo0CkotzzRwviBu,"['comedy rap', 'comic', 'pop rap']"
Rebecca Black,50.0,Rebecca Black,spotify:artist:3Vl9fyKMIdLMswk8ai3mm9,"['electropop', 'escape room', 'hyperpop', 'pop', 'post-teen pop']"
,,,,
,,,,
,,,,
,,,,
Jacob Sartorius,42.0,Jacob Sartorius,spotify:artist:6czdbISBoxGckbBX8F4m8L,"['social media pop', 'teen pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
Oscar McLollie and Jeanette Baker,0.0,Oscar McLollie & Jeanette Baker,spotify:artist:1SG9GGybPmnNcmtqGYcp4Q,[]
Eddie Harris,35.0,Eddie Harris,spotify:artist:0bcDOCWIbvWApEIB7l1uZ4,"['instrumental soul', 'jazz funk', 'soul jazz']"
The Blue Jays,14.0,The Blue Jays,spotify:artist:0Ltq9YVYlWwbqP48jpG51X,['doo-wop']
,,,,
J. Frank Wilson and The Cavaliers,27.0,J. Frank Wilson & The Cavaliers,spotify:artist:4vw8nqsMRW93XuZpXOcOHD,[]
,,,,
The Mirettes,2.0,The Mirettes,spotify:artist:03bdnCULhXP91INaWhfq9l,[]
Eddie Holman,39.0,Eddie Holman,spotify:artist:4hLuzWVCPicO3nNHfFvB32,"['classic soul', 'northern soul', 'philly soul', 'souldies']"
Raydio,42.0,Raydio,spotify:artist:1VQ7baxc9Okx2YuRnpKMMR,['yacht rock']
,,,,
Big Country,48.0,Big Country,spotify:artist:1h8YIw9HLr6E8gdXVDRbVJ,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'scottish rock']"
John Taylor,47.0,Johnnie Taylor,spotify:artist:4OGuNAnRFWZOgOA2d51taz,"['funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
,,,,
,,,,
DJ Quik,55.0,DJ Quik,spotify:artist:0b2XeWDPeBiLeskT6RFqMb,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'popping', 'rap', 'southern hip hop', 'west coast rap']"
,,,,
,,,,
,,,,
Travis Tritt,65.0,Travis Tritt,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2,"['contemporary country', 'country', 'country road', 'country rock', 'outlaw country']"
Steve Azar,39.0,Steve Azar,spotify:artist:6x9fdTmlcJVJtChlLgT1G3,"['country', 'country road']"
B2K,54.0,B2K,spotify:artist:51d3rUlLuMh7EW09aMe7yj,"['boy band', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
Emerson Drive,43.0,Emerson Drive,spotify:artist:1efrXlPhLKv7PvgUxVcqIS,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
,,,,
,,,,
,,,,
,,,,
August Alsina,63.0,August Alsina,spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']"
Adam Wakefield,28.0,Adam Wakefield,spotify:artist:6vVB9hUpiPCp5SWAYwSzUt,"['country pop', 'roots americana']"
Kris Wu,39.0,Kris Wu,spotify:artist:2lbUjuMzHkT4qIECvk2f3L,"['chinese hip hop', 'chinese idol pop']"
,,,,
,,,,
,,,,
Little Peggy March,23.0,Little Peggy March,spotify:artist:09vvlnqwFaimZwGAvpXgqy,[]
Boston Pops Orchestra Arthur Fiedler,59.0,Boston Pops Orchestra,spotify:artist:7CIcEIOiWaZcEH35cpsdZq,"['adult standards', 'easy listening', 'pops orchestra']"
Them,55.0,Them Dirty Roses,spotify:artist:6n9Ciz68f2aZF98RAdshe6,['modern southern rock']
P.J. Proby,26.0,P.J. Proby,spotify:artist:3g4Os4LNZvOQUaokeSLCwG,"['classic uk pop', 'merseybeat', 'rock-and-roll']"
Canned Heat,58.0,Canned Heat,spotify:artist:27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']"
,,,,
Mungo Jerry,52.0,Mungo Jerry,spotify:artist:2mbvqMGpwLsakeH45p1Jrb,"['british blues', 'bubblegum pop', 'classic uk pop']"
The James Brown Soul Train,8.0,The James Brown Soul Train,spotify:artist:1oyEDC7pq66tOiz4BnC6mo,[]
Billy Paul,56.0,Billy Paul,spotify:artist:187xgSpsFH8mMbAcoCW0zE,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
Pebbles,57.0,Pebbles The Invisible Girl,spotify:artist:7AQJ6lwVCcej6eKZXQZus4,[]
John Forte,44.0,John Forte,spotify:artist:1damanY48OjG8KZHLdsSNo,[]
,,,,
Aaron Tippin,51.0,Aaron Tippin,spotify:artist:4XwKU420OWVk38vz1KvH3M,"['country', 'country road', 'country rock', 'redneck']"
,,,,
,,,,
David Lee Murphy,57.0,David Lee Murphy,spotify:artist:78OAtwN3XpjMcjibnF2Kw5,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
Billy Dean,46.0,Billy Dean,spotify:artist:3cMyqwpNT2D8f0WuaRzzZX,"['bluegrass gospel', 'country', 'country road', 'country rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
M83.,72.0,M83,spotify:artist:63MQldklfxkjYDoUE4Tppz,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
Neon Trees,66.0,Neon Trees,spotify:artist:0RpddSzUHfncUWNJXKOsjy,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Giveon,81.0,Giveon,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,"['pop', 'r&b']"
,,,,
Leroy Van Dyke,41.0,Leroy Van Dyke,spotify:artist:6fU4BXH81Y9lMOopk9ida3,['nashville sound']
,,,,
Bobby Fuller Four,46.0,The Bobby Fuller Four,spotify:artist:5XoM6cP8fQykllfuK5V5TR,"['bubblegum pop', 'classic garage rock', 'merseybeat']"
Billy Swan,43.0,Billy Swan,spotify:artist:6nNkKMkPl1qBCEW3Al9eVV,['swamp pop']
,,,,
,,,,
Jonathan Butler,44.0,Jonathan Butler,spotify:artist:5gl2M2G5Dn5XTEW30iMMoD,"['smooth jazz', 'smooth saxophone', 'south african jazz']"
Jane Child,36.0,Jane Child,spotify:artist:5JBif5ahOKFFVuEpHhrp8Y,['new wave pop']
Positive K,32.0,Positive K,spotify:artist:5NtJpNZgRqBvRCq6OE08ZU,"['bronx hip hop', 'east coast hip hop']"
Beck,80.0,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
Gabrielle,62.0,Gabrielle Aplin,spotify:artist:3w6zswp5THsSKYLICUbDTZ,"['acoustic pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']"
Channel Live,31.0,Channel Live,spotify:artist:5qik0lR9qY7eQPYAK4OUTo,"['deep east coast hip hop', 'hardcore hip hop', 'turntablism']"
,,,,
Big Punisher,63.0,Big Pun,spotify:artist:2Xu7q46Hf02xOoEIm4E1Qs,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']"
Vince Gill,64.0,Vince Gill,spotify:artist:3IhWQSrLj8EJjdvjFTpCyo,"['country', 'country rock', 'oklahoma country']"
,,,,
,,,,
,,,,
Sum 41,72.0,Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,"['canadian pop punk', 'canadian punk', 'pop punk', 'punk']"
Styles,90.0,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,['pop']
Musiq,60.0,Musiq Soulchild,spotify:artist:3UVRliakQfa1pMWIsNuiZ8,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Rebecca Lynn Howard,28.0,Rebecca Lynn Howard,spotify:artist:12bBoCZdPZbBEq1xHT0heD,"['country', 'country dawn']"
,,,,
Wayne Wonder,52.0,Wayne Wonder,spotify:artist:3kc5AFnL1TQQdNaMdSW2UO,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'roots reggae', 'soca']"
,,,,
,,,,
,,,,
,,,,
,,,,
Heartland,44.0,Heartland,spotify:artist:6B10yUcmUVw4RPKe6j58E9,['country road']
The Fratellis,62.0,The Fratellis,spotify:artist:3M4ThdJR28z9eSMcQHAZ5G,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']"
,,,,
,,,,
Kristinia DeBarge,44.0,Kristinia DeBarge,spotify:artist:5Z22vlK4DCgDrQgBEqfc8w,"['dance pop', 'electropop', 'post-teen pop']"
,,,,
Jana Kramer,49.0,Jana Kramer,spotify:artist:2PaRhxWFaqCUZybJDDoNrf,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']"
,,,,
Ella Henderson,75.0,Ella Henderson,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']"
Ruth B,77.0,Ruth B.,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
,,,,
,,,,
,,,,
Trevor Daniel,68.0,Trevor Daniel,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT,"['melodic rap', 'pop', 'pop rap', 'viral rap']"
,,,,
Georgie Young,0.0,TR Young Georgie,spotify:artist:6ya64w8FJpFQnEckyiBZ0a,[]
The Videls,16.0,The Videls,spotify:artist:5SUaDD55XXU5uxfjv4JM7K,"['doo-wop', 'soda pop']"
Louis Armstrong And The All Stars,73.0,Louis Armstrong,spotify:artist:19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
Steam,58.0,Mannheim Steamroller,spotify:artist:0EeHVtSdrYibpGDVHjWEpe,['adult standards']
The Bells,33.0,The Bells,spotify:artist:66akX7UszLtTZqTTdcFvBL,['classic canadian rock']
England Dan & John Ford Coley,59.0,England Dan & John Ford Coley,spotify:artist:01W8kYNqFHyKicPfR0pLwO,"['adult standards', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
Stars On 45,46.0,Stars On 45,spotify:artist:4r8b3Hr0AMhzhAg75le0Gx,['disco']
,,,,
,,,,
Lisa Lisa And Cult Jam,46.0,Lisa Lisa & Cult Jam,spotify:artist:1vgjN6nIPNKiiQGE9PtzTT,"['electro', 'freestyle', 'funk', 'quiet storm', 'urban contemporary']"
,,,,
,,,,
Captain Hollywood Project,49.0,Captain Hollywood Project,spotify:artist:3El2sJgqTWkg1kkyHHAEu4,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
DRS,47.0,DRS,spotify:artist:0WCfu8x76QX3CjVgiE3Hn2,"['drum and bass', 'liquid funk', 'manchester hip hop']"
James,82.0,James Arthur,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']"
4.0,29.0,Power Trackz 4.0,spotify:artist:4MsRgROX0i1txcTeJxTcYz,[]
Uncle Sam,34.0,Uncle Sam,spotify:artist:6hs28hHY3L7zsfC44xszAj,"['classic dubstep', 'contemporary r&b']"
,,,,
,,,,
,,,,
Frankie J,60.0,Frankie J,spotify:artist:3sMYEBy0CZFxedcnm9i9hf,"['dance pop', 'pop rap', 'r&b', 'urban contemporary']"
MercyMe,64.0,MercyMe,spotify:artist:6APm8EjxOHSYM5B4i3vT3q,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']"
,,,,
,,,,
Lloyd,67.0,Lloyd,spotify:artist:1Xfmvd48oOhEWkscWyEbh9,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
,,,,
Gavin Rossdale,41.0,Gavin Rossdale,spotify:artist:6lBam1B1t8wpnH7pJHWnj6,['post-grunge']
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Morgan Evans,57.0,Morgan Evans,spotify:artist:6fzQ81ouajOEFqCIB9VwrS,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
,,,,
,,,,
,,,,
The Little Dippers,45.0,The Little Dippers,spotify:artist:0cT2S58Ulp0BGro6KXAm56,[]
,,,,
The Chantels,37.0,The Chantels,spotify:artist:08kLJJHCIH3KZGk4FZmWSK,"['brill building pop', 'classic girl group', 'classic soul', 'doo-wop', 'rhythm and blues', 'souldies']"
Anna King,0.0,Anna King,spotify:artist:3MQ6Mwcq3DFRQzWX4tC1dD,[]
,,,,
Harlow Wilcox and the Oakies,5.0,Harlow Wilcox & The Oakies,spotify:artist:2eHFawPAARjoxXETpHGQ0Y,[]
Vanity Fare,31.0,Vanity Fare,spotify:artist:0Wt8hmgHtXUgwsLg5NpMZv,"['bubblegum pop', 'classic uk pop', 'merseybeat']"
Kris Kristofferson,65.0,Kris Kristofferson,spotify:artist:0vYQRW5LIDeYQOccTviQNX,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter']"
,,,,
,,,,
,,,,
,,,,
Alton McClain & Destiny,5.0,Alton McClain & Destiny,spotify:artist:7ERhQyRZQpfYARqiv4L9Dh,[]
Greg Kihn Band,48.0,The Greg Kihn Band,spotify:artist:1Yyag4BRejtPxsKTrSkKDz,['album rock']
Walter Egan,35.0,Walter Egan,spotify:artist:3jaS8HCylkZ3YKhn5t20DU,['soft rock']
Rick Dees,18.0,Rick Dees And His Cast Of Idiots,spotify:artist:1NXHmX8Ce3PgDrEixLWBSS,[]
Loose Ends,47.0,Loose Ends,spotify:artist:4q3lWHEW55hoLJNzZskFVo,"['brit funk', 'contemporary r&b', 'funk', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
,,,,
,,,,
Steelheart,48.0,STEELHEART,spotify:artist:0ecbvwhuhiEAWOLHlRXpqD,"['glam metal', 'hard rock', 'sleaze rock']"
Martika,42.0,Antti Martikainen,spotify:artist:5GETpZjqNPFTHpVOousGeo,['epicore']
,,,,
Father M.C.,1.0,Father M.C.,spotify:artist:5mGOvdWV0MzkQXIG9CQgI5,[]
Snoop Doggy Dogg,84.0,Snoop Dogg,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Jill Sobule,30.0,Jill Sobule,spotify:artist:16BoY9HfrtxVodHVdgad07,"['ectofolk', 'lilith']"
,,,,
DJ Kool,46.0,DJ Kool,spotify:artist:1SWGyp2nxNSyQkRX1eqoUp,['old school hip hop']
,,,,
,,,,
,,,,
Five,87.0,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,['pop']
Everclear,60.0,Everclear,spotify:artist:694QW15WkebjcrWgQHzRYF,"['alternative metal', 'alternative rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
Marc Anthony,78.0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,"['latin pop', 'modern salsa', 'salsa', 'tropical']"
,,,,
Hot Boys,40.0,Hot Boys,spotify:artist:0ecnb1WPePfrHg4yfQfmqN,"['deep southern trap', 'new orleans rap']"
Sisqo,59.0,Sisqo,spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg,"['contemporary r&b', 'hip hop', 'hip pop', 'r&b', 'urban contemporary']"
,,,,
Blue County,9.0,Blue County,spotify:artist:6zvltSMSFDRsPDs8IneC1A,['country road']
Ashley Tisdale,54.0,Ashley Tisdale,spotify:artist:2ddxtfC0oS8LoktXUHE7YL,"['dance pop', 'pop', 'post-teen pop']"
Jack Ingram,47.0,Jack Ingram,spotify:artist:7HNEfHmDlFofG6YnMt8G7N,"['contemporary country', 'country road', 'texas country']"
Muse,77.0,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,"['modern rock', 'permanent wave', 'rock']"
,,,,
The Black Keys,72.0,The Black Keys,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
,,,,
Hailee Steinfeld,73.0,Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,"['dance pop', 'pop', 'post-teen pop']"
,,,,
,,,,
Ronnie Hawkins and The Hawks,6.0,Ronnie Hawkins and The Hawks,spotify:artist:7wngg77nJAFHLvmvGnlE2g,[]
Tommy Sands,25.0,Tommy Sands,spotify:artist:651IBnnG9nIIXO4N40bR6c,"['deep adult standards', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
The Larks,33.0,Don Julian & The Larks,spotify:artist:15FPSd4ron3lLiv8A4V97y,['rhythm and blues']
The G-Clefs,5.0,The Gospel Clefs,spotify:artist:6AEkDmgr6caMdwEwwDPrkv,[]
The Rocky Fellers,6.0,The Rocky Fellers,spotify:artist:0kAHBQ5DaRNcNWrWkNdqeF,[]
Tommy Tucker,30.0,Tommy Tucker,spotify:artist:3Hu7yAx1kVULnXjSznYZRf,[]
Syndicate Of Sound,20.0,Syndicate Of Sound,spotify:artist:2y84iEkH5jHZcou93YUSXE,"['classic garage rock', 'deep classic garage rock', 'freakbeat']"
"Oscar Toney, Jr.",7.0,"Oscar Toney, Jr.",spotify:artist:0j6dT8Nkqg3miEAdFHKfYE,['southern soul']
Ella Washington,6.0,Ella Washington,spotify:artist:4IJouZNBBYaHVRJnLXPfta,['deep southern soul']
Garland Green,26.0,Garland Green,spotify:artist:7kur1FACDVzvkdJFrliSzX,"['chicago soul', 'classic soul', 'souldies', 'southern soul']"
,,,,
,,,,
Alan Parsons,64.0,The Alan Parsons Project,spotify:artist:2m62cc253Xvd9qYQ8d2X3d,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
John Paul Young,52.0,John Paul Young,spotify:artist:2wMcQIxzH2LYHJZNxo9FcN,"['australian dance', 'australian rock', 'classic uk pop']"
Benny Mardones,44.0,Benny Mardones,spotify:artist:6ZalUpnU8HaHSjROM92Txw,['soft rock']
Louise Tucker,29.0,Louise Tucker,spotify:artist:1nWVPdf2KdNCEeh326GwXv,[]
,,,,
Ice-T,55.0,Tommy Ice,spotify:artist:3AUIYVmhwrsw8UOPHEv91Z,"['emo rap', 'sad rap']"
Daryl Braithwaite,51.0,Daryl Braithwaite,spotify:artist:4t52ndk0OkAxtb4vMDLPhe,"['australian pop', 'australian rock']"
Annie Lennox,71.0,Annie Lennox,spotify:artist:5MspMQqdVbdwP6ax3GXqum,"['mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter', 'soft rock']"
,,,,
,,,,
Samantha Cole,35.0,Samantha Cole,spotify:artist:4VnMJXQpix0onjop2VNFvX,[]
Deja Vu,40.0,Dejavu,spotify:artist:0tno7W0C12cFjI8alAS0eb,['venezuelan hip hop']
Nastyboy Klick,37.0,Nastyboy Klick,spotify:artist:2kZ6dVdEkEs8YjlLy2dsky,"['chicano rap', 'latin hip hop']"
,,,,
Queens Of The Stone Age,70.0,Queens of the Stone Age,spotify:artist:4pejUc4iciQfgdX6OKulQn,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Heather Headley,45.0,Heather Headley,spotify:artist:2xDc4cU0Rj6YG8SrmAHIy0,"['neo soul', 'r&b', 'urban contemporary']"
Taking Back Sunday,63.0,Taking Back Sunday,spotify:artist:24XtlMhEMNdi822vi0MhY1,"['emo', 'pop punk']"
Artists Stand Up To Cancer,33.0,Artists Stand Up To Cancer,spotify:artist:5UHeeAHp48bScX1RfoUt8m,['musical advocacy']
,,,,
will.i.am,74.0,will.i.am,spotify:artist:085pc2PYOi8bGKj0PNjekA,"['dance pop', 'pop', 'pop rap']"
,,,,
,,,,
,,,,
Bea Miller,70.0,Bea Miller,spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'talent show']"
,,,,
,,,,
Enoch Light & The Light Brigade,8.0,Enoch Light & The Light Brigade,spotify:artist:1hnDQcERL0WOQuuSSDni0T,[]
Edmundo Ros and His Orchestra,33.0,Edmundo Ros & His Orchestra,spotify:artist:3CbSEqhKsYhEVQBj1tF1Kv,"['ballroom', 'easy listening', ""man's orchestra""]"
Charlie Drake,17.0,Charlie Drake,spotify:artist:4wI66rq9yElydiZgNL8lHA,"['british comedy', 'music hall']"
,,,,
Baby Washington,29.0,Baby Washington,spotify:artist:29afta7TiMlvY1fkgaFJcH,"['beach music', 'classic soul', 'rhythm and blues', 'southern soul']"
Joey Powers,6.0,Joey Powers,spotify:artist:34zudYAaTtp0ulMMSpdcrc,['deep adult standards']
Terry Stafford,31.0,Terry Stafford,spotify:artist:4kmoIUly5v8RsaKDhevAjT,['oklahoma country']
Betty Everett,47.0,Betty Everett,spotify:artist:53jXEVVJtpaWVQ3ffvhDtl,"['chicago soul', 'classic soul', 'rhythm and blues', 'soul', 'southern soul']"
Jonathan King,26.0,Jonathan King,spotify:artist:1bvo51530qqjHyHapoE7N2,"['bubblegum pop', 'classic uk pop', 'merseybeat']"
The Precisions,3.0,The Precisions,spotify:artist:04wcvutO63WXxkQtmuQKkh,['northern soul']
Shorty Long,28.0,Shorty Long,spotify:artist:3J11x63maeBtbx8zXgzftQ,['motown']
The Cowsills,41.0,The Cowsills,spotify:artist:4ZSzroBNV7HzBDO9aohuF1,"['bubblegum pop', 'folk rock', 'merseybeat', 'underground power pop']"
James Gang,52.0,James Gang,spotify:artist:5hfOHpGMsi8O3DA0ROLGqF,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'symphonic rock']"
Freddie Hart,15.0,Freddie Hart,spotify:artist:2cyENLzpUJ2GfZJwmWxlI4,['classic country pop']
,,,,
,,,,
Paul Nicholas,28.0,Paul Nicholas,spotify:artist:0IZKN6jW1R51jYXBw6FC2V,[]
,,,,
Eurogliders,39.0,Eurogliders,spotify:artist:48kXmrNGCBMAz7N8x1J2na,['australian rock']
What Is This,5.0,What Child Is This?,spotify:artist:3vCjEnxudX6dl4C5heYl1v,[]
Jimmy Davis & Junction,5.0,Jimmy Davis & Junction,spotify:artist:2FoHRKcDEOgMNctbXHWsQj,[]
Boys Club,35.0,Psycho Boys Club,spotify:artist:17NhTFMWDCB9nU8eDbRWiu,[]
Digital Underground,56.0,Digital Underground,spotify:artist:7jocoSCuCtpCxCI6IbP8ye,"['conscious hip hop', 'funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap', 'west coast rap']"
Snow,68.0,Snøw,spotify:artist:5fSVkkuijRIpxuvSqysYiP,"['sad lo-fi', 'sad rap']"
The Cranberries,73.0,The Cranberries,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,"['irish rock', 'pop rock']"
Leah Andreone,12.0,Leah Andreone,spotify:artist:2ov2f5yawnEga8dJH2c5Xl,['lilith']
,,,,
,,,,
,,,,
,,,,
,,,,
Anais,62.0,Anaïs Mitchell,spotify:artist:7K5Lm5dxoEwEpOS0Fc3l3s,['indie folk']
Plain White T's,65.0,Plain White T's,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,"['neo mellow', 'pop punk', 'pop rock']"
DAY26,42.0,DAY26,spotify:artist:7dpKVB4mK3ufNdZOpMKtrd,"['boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
,,,,
,,,,
The Pussycat Dolls,70.0,The Pussycat Dolls,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Cliff Richard and The Drifters,33.0,Cliff Richard & The Drifters,spotify:artist:1yAdL4L8voXQspjN6rdj4b,"['merseybeat', 'rock-and-roll']"
,,,,
"Joiner, Arkansas Junior High School Band",0.0,"Joiner, Arkansas Jr. High School Band",spotify:artist:0pKSzgzoe56pxrgtFaxOnt,['school ensemble']
The Fendermen,22.0,The Fendermen,spotify:artist:2hOXOavOPsbPgls3ebJLFp,[]
H.B. Barnum,1.0,H.B. Barnum,spotify:artist:6LezSLTlOkiARiTaTX2a2A,[]
The Roommates,3.0,The Roommates,spotify:artist:3ivplYQLgLGcfqzrnH7N6F,[]
Matt Monro,55.0,Matt Monro,spotify:artist:06kr5yNAM2rOf4DXemM8fl,"['adult standards', 'easy listening', 'lounge']"
Richard Hayman And His Orchestra,6.0,Richard Hayman & His Orchestra,spotify:artist:6rUa5Spu1A7O98MketkcX7,"[""man's orchestra""]"
The Blue-Belles,1.0,The Bluesy Belles,spotify:artist:4ZC7FLYJxxbGIQ8ltgVafH,[]
