0,1,2,3,4
Charles Fox,17.0,Charles Fox,spotify:artist:3XA4LLL4CW8h4VWRY1EVbB,[]
Sister Sledge,61.0,Sister Sledge,spotify:artist:6gkWznnJkdkwRPVcmnrays,"['dance pop', 'disco', 'disco house', 'philly soul', 'post-disco', 'quiet storm', 'soul']"
Delbert McClinton,48.0,Delbert McClinton,spotify:artist:3Ri72CuuQSCLLkDRJgniFU,"['blues', 'blues rock', 'country rock', 'electric blues', 'harmonica blues', 'mellow gold', 'modern blues', 'roots rock', 'singer-songwriter', 'texas country']"
Leon Redbone,45.0,Leon Redbone,spotify:artist:7hYKC5uBED0V5rpKQkqgQ5,['jazz violin']
,,,,
Tight Fit,43.0,Tight Fit,spotify:artist:6NaacjWVEwO2la6AnxH0ZK,[]
Gentle Persuasion,7.0,Gentle Persuasion,spotify:artist:7Lpp7wniPu0y7tylvOVVy7,[]
Club House,16.0,Coffee House Jazz Club,spotify:artist:4wFij1EYSRVZ1s8ZqvHhmO,['dinner jazz']
Andy Fraser,2.0,Andy Fraser,spotify:artist:3N9UQPXdiusFPiz3MOf5PW,[]
Billy Rankin,2.0,Billy Rankin,spotify:artist:7s2eCE5wwmELcvV6acLpKi,[]
Frank Stallone,42.0,Frank Stallone,spotify:artist:3BucZwouCkpiGi2UxqfWn9,['yacht rock']
Jocelyn Brown,50.0,Jocelyn Brown,spotify:artist:2ga5ADaBpljQ3YrCh99ZMq,"['disco', 'diva house', 'post-disco']"
Maria Vidal,32.0,Maria Vidal,spotify:artist:1LjSu2y6anCHCsVAHQdl8Z,[]
,,,,
,,,,
Jules Shear,24.0,Jules Shear,spotify:artist:1NEZJBSrARPOusiStgoIQ9,[]
Maureen Steele,0.0,Maureen Steele,spotify:artist:4JQ8xWhz5CBAeH8XyTtqRJ,[]
Belouis Some,33.0,Belouis Some,spotify:artist:0EX1yiXXmblRFdw2pb10NF,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Divinyls,50.0,Divinyls,spotify:artist:5t06MTkDD3yr5LVs3YFLQC,"['australian alternative rock', 'australian rock', 'new wave pop']"
Platinum Blonde,35.0,Platinum Blonde,spotify:artist:5oxTKyMgf6POnzlqM1mduA,['classic canadian rock']
Kim Wilde,59.0,Kim Wilde,spotify:artist:73a6pNH4YtLNgDbPQwXveo,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Living In A Box,39.0,Living In A Box,spotify:artist:4W2dcPOyD7eSfJCPHCfwoA,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Pepsi & Shirlie,24.0,Pepsi & Shirlie,spotify:artist:4azCxB0suG81OnUw627zBT,[]
Choirboys,49.0,Choirboys,spotify:artist:2u6qHMpQaE48aowjWKJeCM,['australian rock']
Elisa Fiorillo,23.0,Elisa Fiorillo,spotify:artist:5jDPhc8LxXtyTcrdN9QgY2,[]
Alexander O'Neal,49.0,Alexander O'Neal,spotify:artist:047D9GgqEzyMoULd2oKr7G,"['contemporary r&b', 'disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
,,,,
Marc Cohn,56.0,Marc Cohn,spotify:artist:2C8mKwk3z5DtqLcSwUdYJ9,"['mellow gold', 'pop rock', 'singer-songwriter']"
Kid 'N Play,35.0,Kid 'N Play,spotify:artist:7mldB9nEb6VC2cUj7EcgFw,"['electro', 'golden age hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']"
k.d. lang,51.0,k.d. lang,spotify:artist:6W1BHDF0T4a4KYcSwzD586,"['canadian country', 'canadian pop', 'canadian singer-songwriter', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'queer country', 'singer-songwriter', ""women's music""]"
David Sanborn,44.0,David Sanborn,spotify:artist:7vNcTk9TgKF0qDsS87nWGE,"['jazz funk', 'jazz fusion', 'jazz saxophone', 'smooth jazz', 'smooth saxophone']"
Alpha Team,10.0,Alpha Team,spotify:artist:41vTbWnX2HzE7adssEER9I,[]
Monie Love,37.0,Monie Love,spotify:artist:7dupCiguCFkYZRisA3foPu,"['alternative r&b', 'golden age hip hop', 'hip house', 'old school uk hip hop']"
Funkdoobiest,45.0,Funkdoobiest,spotify:artist:0pbj7bsLCiQ5f8P9mFnuPN,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']"
Porno For Pyros,45.0,Porno for Pyros,spotify:artist:58etTNn7xmsQZhjnfjpAXL,"['alternative rock', 'funk metal', 'rap rock', 'rock']"
Chantay Savage,31.0,Chantay Savage,spotify:artist:2yg15JjVOqNppP73zVhosY,"['contemporary r&b', 'urban contemporary']"
Jeru The Damaja,52.0,Jeru The Damaja,spotify:artist:6CsOL9C9iLL0eWKINlDxzQ,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
Meat Puppets,50.0,Meat Puppets,spotify:artist:2h9yQhKyqOMex3QFMVeq7F,"['alternative rock', 'cowpunk', 'grunge', 'post-punk', 'punk', 'rock']"
Crash Test Dummies,54.0,Crash Test Dummies,spotify:artist:1YEGETLT2p8k97LIo3deHL,"['canadian rock', 'pop rock']"
95 South,24.0,95 South,spotify:artist:3vjd6YHdWCqO3MWaYbxDf0,"['bass music', 'electro', 'miami bass']"
Jordan Hill,41.0,Jordan Hill,spotify:artist:0OOhKEKPDRy8UrlykRWG2i,[]
Twinz,41.0,Twinz,spotify:artist:33ay6frFAk5xRMXayOWsil,"['g funk', 'gangster rap', 'west coast rap']"
,,,,
Love Tribe,12.0,Tribe of Love,spotify:artist:3dykEN4mJR8Ojeq5mfKKqv,[]
,,,,
Amber,65.0,Amber Coffman,spotify:artist:4vpGVGgxSDcCTmqYbsOnsn,['art pop']
Heather B.,28.0,Heather Woods Broderick,spotify:artist:1hCqIsNERHGFKDQ754m47q,['ambient folk']
Pure Sugar,0.0,Pure Sugar,spotify:artist:2P7bu5DbhTuppbjrRC77Pt,[]
The Kinleys,17.0,The Kinleys,spotify:artist:54WwKfYhkYzFRtynSgtTw2,"['country', 'country dawn']"
,,,,
,,,,
J. Holiday,57.0,Christmas Jazz Holiday Music,spotify:artist:2XhOwYHiNFORp3FghkeV6z,['background jazz']
Matt Nathanson,56.0,Matt Nathanson,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA,"['acoustic pop', 'neo mellow', 'pop rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Bridgit Mendler,62.0,Bridgit Mendler,spotify:artist:4VhL8KLjVso4vLfOLVViTb,"['dance pop', 'pop', 'post-teen pop']"
Duck Sauce,56.0,Duck Sauce,spotify:artist:0q8J3Yj810t5cpAYEJ7gxt,"['disco house', 'electro house', 'filter house', 'vocal house']"
AWOLNATION,63.0,AWOLNATION,spotify:artist:4njdEjTnLfcGImKZu1iSrz,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']"
,,,,
Kip Moore,63.0,Kip Moore,spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM,"['contemporary country', 'country', 'country road', 'modern country rock']"
,,,,
,,,,
Tori Kelly,69.0,Tori Kelly,spotify:artist:1vSN1fsvrzpbttOYGsliDr,"['dance pop', 'pop']"
Dawin,52.0,Dawin,spotify:artist:46GXASE9LHzyssNqKOInUu,['nyc pop']
,,,,
Brett Young,70.0,Brett Young,spotify:artist:0fiWOxhsBsQQvFDtxUQWo0,"['contemporary country', 'country', 'country road']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Chris Barber's Jazz Band,30.0,Chris Barber's Jazz Band,spotify:artist:48CW1rjPSOgZbMsV4LpqoP,[]
Sheb Wooley,32.0,Sheb Wooley,spotify:artist:2dOTS74R4yPISc7AVU9QzD,"['comic', 'novelty']"
The Knightsbridge Strings,0.0,The Knightsbridge Strings,spotify:artist:0ctL1BmMfXfpDzpXDh8MGU,['light music']
Freddie Cannon,0.0,Freddie Cannon,spotify:artist:4KJ7h4cXDLng9pNSjGdJZJ,[]
Jerry Fuller,13.0,Jerry Fuller,spotify:artist:0QHulimOh5z1RsuiqkNI4H,[]
Marty Wilde,30.0,Marty Wilde,spotify:artist:49Jb7NSMLFMM3n8M7BNRxN,"['brill building pop', 'merseybeat', 'rock-and-roll']"
Jo Ann Campbell,13.0,Jo Ann Campbell,spotify:artist:1PY8j7weiWfQMdTGbTjVxc,[]
Austin Taylor,33.0,Taylor Austin Dye,spotify:artist:25fKXUc8KaT2o17A094b15,[]
The Olympics,23.0,The Olympics,spotify:artist:3KtW4xANJkgfEnFgMxaj8h,"['doo-wop', 'rhythm and blues']"
Clarence Henry,45.0,"Clarence ""Frogman"" Henry",spotify:artist:3EYYw0bxDMBYfLoBehpsNf,"['adult standards', 'doo-wop', 'louisiana blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
The Marcels,44.0,The Marcels,spotify:artist:1JQYskbOoudT9cylam24a3,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
Gene Thomas,32.0,Gene Thomas,spotify:artist:5QKWgt7dR6ePnanKaYqqBl,"['belgian pop', 'classic belgian pop']"
Bruce Channel,50.0,Bruce Channel,spotify:artist:5Do19ow5oRPYYU46jqdkwh,['rock-and-roll']
Dick Roman,0.0,Dick Roman,spotify:artist:2nJAZCMDQNHzEfpynGHzAm,[]
The Sherrys,4.0,The Sherrys,spotify:artist:3Q79TT5hvYZMPqdvalkmCi,['classic girl group']
"Esther Phillips ""Little Esther""",45.0,Esther Phillips,spotify:artist:0WZ7IgzdjPvwFdjDjjuZm7,"['classic soul', 'jazz blues', 'rhythm and blues', 'soul']"
Ben Colder,5.0,Ben Colder,spotify:artist:3BuGAHN3dgrxC9vAvdRRoQ,[]
Marion Worth,29.0,Marion Worth,spotify:artist:0CUtS1azBsVCvaRqg31AYc,[]
Jimmy Smith,47.0,Jimmy Smith,spotify:artist:5GXruybcLmXPjR9rKKFyS6,"['bebop', 'funk', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz organ', 'soul jazz']"
The Five Du-Tones,9.0,The Five Du-Tones,spotify:artist:1qDxvNPoEt0quatnm19u9i,['chicago soul']
Garnet Mimms & The Enchanters,36.0,Garnet Mimms & The Enchanters,spotify:artist:1ktvF9yU9iWgY0aGlKfTS4,"['classic soul', 'rhythm and blues', 'soul', 'southern soul']"
Ace Cannon,25.0,Ace Cannon,spotify:artist:5tZo7rC9bqWAmhJ1bsejXb,[]
Ruby And The Romantics,28.0,Ruby And The Romantics,spotify:artist:7y0ngZzIllkP8ZOqgTKQFc,['rhythm and blues']
,,,,
Alvin Robinson,22.0,Alvin Robinson,spotify:artist:3J2KA7iktnREuTJnn6uwgS,['new orleans soul']
The Gestures,12.0,The Gestures,spotify:artist:38vfzvLcy3BVAPGUo5F3SF,"['classic garage rock', 'freakbeat']"
,,,,
Roddie Joy,7.0,Roddie Joy,spotify:artist:6WjcsBFHLNYWjozNeTzKTs,[]
Horst Jankowski,35.0,Horst Jankowski,spotify:artist:0YJh7LL1SsLgWfSXjIFbfg,"['ballroom', 'easy listening', 'lounge', 'space age pop']"
Slim Harpo,47.0,Slim Harpo,spotify:artist:36hwOoNPgnsKnhoMBYpJrJ,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'rock-and-roll', 'soul', 'swamp blues', 'swamp rock', 'traditional blues']"
The T-Bones,58.0,St. Paul & The Broken Bones,spotify:artist:4fXkvh05wFhuH77MfD4m9o,"['funk', 'retro soul', 'rock', 'roots rock']"
The Cyrkle,38.0,The Cyrkle,spotify:artist:4qnb4cn5aykCACoyuCirGg,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'psychedelic rock', 'sunshine pop']"
,,,,
Walter Jackson,23.0,Walter Jackson,spotify:artist:0is49Iy1V6aUJYQgUYpr6x,"['chicago soul', 'classic soul', 'southern soul']"
Andre Williams,44.0,Andrés Segovia,spotify:artist:3Din7QXYnTjT52WF62KS97,"['classical guitar', 'guitarra clasica', 'historic classical performance']"
Esther & Abi Ofarim,25.0,Esther and Abi Ofarim,spotify:artist:3iT4BmP1R5s5xbC4y9NAAw,[]
The New Colony Six,10.0,The New Colony Six,spotify:artist:2y2vaJMlqKJEAW84HUf98H,"['classic garage rock', 'freakbeat']"
The Irish Rovers,54.0,The Irish Rovers,spotify:artist:0tkKwWigaADLYB9HdFCjYo,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song', 'shanty']"
Hugh Masekela,46.0,Hugh Masekela,spotify:artist:1b3F5FI7TX4IWTNA4P1kWp,"['afrobeat', 'afropop', 'jazz trumpet', 'south african jazz', 'world']"
The Mad Lads,35.0,The Mad Lads,spotify:artist:4x2osw7xi8s1Jy04R6rTrn,"['classic soul', 'memphis soul', 'rhythm and blues', 'soul', 'souldies', 'southern soul']"
Jimmy Cliff,60.0,Jimmy Cliff,spotify:artist:3rJ3m1tM6vUgiWLjfV8sRf,"['reggae', 'roots reggae']"
Vincent Bell,0.0,Vincent Bellofatto,spotify:artist:13PPWvfW6HSzRfuWOQep0f,[]
Frijid Pink,26.0,Frijid Pink,spotify:artist:0K24Tk5QTxx6tkcCdnY3Od,"['blues rock', 'detroit rock', 'proto-metal', 'psychedelic blues-rock', 'psychedelic rock']"
Blue Mink,34.0,Blue Mink,spotify:artist:0hUyd9GtnzL8NysCiaxCcv,['classic uk pop']
Hudson and Landry,6.0,Hudson & Landry,spotify:artist:01rHoPysrUwLE4HprDreGZ,[]
Nitty Gritty Dirt Band,60.0,Nitty Gritty Dirt Band,spotify:artist:7y70dch6JuuuNnwlsOQvwW,"['country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Jonathan Edwards,51.0,Jonathan Edwards,spotify:artist:7gyVuJLsatWofXCAw1SGxM,"['country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Laura Lee,26.0,Laura Lee,spotify:artist:0ApoVi8QEh35twomSXh9TX,"['chicago soul', 'classic soul', 'southern soul']"
El Chicano,39.0,El Chicano,spotify:artist:3vkhZMoCdp5lBgrk9l2nCL,"['classic soul', 'mexican classic rock', 'souldies']"
The Osmonds,40.0,The Osmonds,spotify:artist:5fU6lODhpw3GEGGJuaDprR,['bubblegum pop']
King Harvest,58.0,King Harvest,spotify:artist:5FHwr1FymaS5kutIEK6e2y,['soft rock']
Daniel Boone,41.0,Daniel Boone,spotify:artist:3M5aUsJmembbwKbUx434lS,"['bubblegum pop', 'classic uk pop']"
Keith Hampshire,14.0,Keith Hampshire,spotify:artist:2qCiEgzCkpHCpM67VfkbqG,[]
Bo Donaldson And The Heywoods,27.0,Bo Donaldson & The Heywoods,spotify:artist:6hpEpmvfhm26T0Mc8x65ox,['bubblegum pop']
Charlie Kulis,19.0,The Charlie Kulis Band,spotify:artist:71BggTPQpKDUJqnI77gV0W,[]
"Ecstasy, Passion & Pain",15.0,"Ecstasy, Passion & Pain",spotify:artist:0h5K3aKnzIocP6MuO63TiR,['deep disco']
Syl Johnson,63.0,Syleena Johnson,spotify:artist:1lE6SEy8f84Zhjvp7r8yTD,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Kiki Dee,62.0,Kiki Dee,spotify:artist:4vjGlQWexbru6aOUCLTVir,['classic uk pop']
Sweeney Todd,27.0,Sweeney Todd: The Demon Barber of Fleet Street Original Broadway Cast Ensemble,spotify:artist:2AlJddH0mslmuin2ghLZsK,[]
Vicki Sue Robinson,37.0,Vicki Sue Robinson,spotify:artist:25pwh5JrKHzLv2FTPSvoqa,['disco']
,,,,
Laverne & Shirley,1.0,Laverne & Shirley,spotify:artist:0WHZs70mEsuAKWzDEUuc48,[]
The Trammps,53.0,The Trammps,spotify:artist:1zgNpeHQe8GulzfVkYP2VK,"['disco', 'philly soul', 'post-disco']"
Carl Graves,0.0,Carly Graves,spotify:artist:2ZZswnSrQ7kOYoXTbh6Sye,[]
Ramones,68.0,Ramones,spotify:artist:1co4F2pPNH8JjTutZkmgSm,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']"
Cerrone,50.0,Cerrone,spotify:artist:5SE2sfwTpxL2vXRdG6H5PM,"['disco', 'hi-nrg', 'post-disco', 'vintage french electronic']"
"Jimmy ""Bo"" Horne",39.0,"Jimmy ""Bo"" Horne",spotify:artist:6jcPHv7qVfqysvBT7Jmn7K,"['disco', 'post-disco']"
Gary Tanner,0.0,Tanner Gary,spotify:artist:4eOiTOO02Hb32pcr0dw0Mk,[]
Trooper,43.0,Trooper,spotify:artist:2bT4eELLlSuDTtZWV2Z3jN,"['album rock', 'classic canadian rock', 'classic rock']"
Michael Henderson,37.0,Michael Henderson,spotify:artist:6KzAnKswHOUCX8xiEudD7K,"['classic soul', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Faith Band,4.0,Faith Band,spotify:artist:7Fmd2bMwPvN4CmfaIXRflR,[]
Herbie Mann,41.0,Herbie Mann,spotify:artist:6ycoXr0Ayd89vFUT6BOiWo,"['jazz flute', 'jazz funk', 'soul jazz']"
Cindy Bullens,37.0,Cindy Bullens,spotify:artist:4aZNPcxUTyaFNDelbcw4eJ,['hollywood']
Anita Ward,47.0,Anita Ward,spotify:artist:3Dd6jD1AApgtNoU6SJWR7P,['disco']
Waylon,68.0,Waylon Jennings,spotify:artist:7wCjDgV6nqBsHguQXPAaIM,"['country', 'country rock', 'outlaw country', 'texas country']"
Dan Peek,7.0,Dan Peek,spotify:artist:6HoR4Xa6nrt2e273b2fl5M,['deep soft rock']
Keith Herman,0.0,Keith Herman,spotify:artist:1QYhBqKXcdRaOJMefFZYfm,[]
Village People,62.0,Village People,spotify:artist:0dCKce6tJJdHvlWnDMwzPW,['disco']
,,,,
Festival,49.0,London Festival Orchestra,spotify:artist:3akUqAy3Q1WqRZqceC4jW9,['british orchestra']
,,,,
,,,,
Billy Preston & Syreeta,0.0,Billy Preston And Syreeta,spotify:artist:2LmKo6mGt3Jht5z9VnIRei,[]
The Kings,61.0,We The Kings,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,"['neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']"
L.T.D.,47.0,L.T.D.,spotify:artist:0H4sfMNK9hoasHItAgD1kJ,"['funk', 'quiet storm', 'soul']"
,,,,
T.S. Monk,26.0,T.S. Monk,spotify:artist:3dNwAPe7GZxgNZjNhMyx5f,"['post-disco', 'post-disco soul']"
Shot In The Dark,0.0,Shot In The Dark,spotify:artist:4tHSEcYVCQzIPrhZd2MFKx,[]
Max Werner,30.0,Max Werner,spotify:artist:11X3Qdb8yMDBJR6sEjH37F,[]
Robert Gordon,37.0,Robert Gordon,spotify:artist:1coQ4GcxuazfjZ0MP9JnBF,"['pub rock', 'rock-and-roll', 'rockabilly']"
,,,,
Gary O',26.0,Gary Owen,spotify:artist:0ACR3EfxpxBzV9srECTtae,[]
,,,,
Ronnie Laws,37.0,Ronnie Laws,spotify:artist:4yh5g0DWkL6kRlCH1FPAvC,"['funk', 'jazz funk', 'jazz saxophone', 'smooth jazz']"
Billy & The Beaters,34.0,Billy Vera & The Beaters,spotify:artist:1QQBo7mfkehMjDfz1tj5Pq,[]
John Schneider,38.0,John Schneider,spotify:artist:5dk1fnALF9pkgCllupjX2M,"['country', 'country rock']"
Savoy Brown,43.0,Savoy Brown,spotify:artist:17obwOahRWI121iMUZznh2,"['blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock']"
Soft Cell,65.0,Soft Cell,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Afrika Bambaataa & The Soul Sonic Force,18.0,Afrika Bambaataa & The Soulsonic Force,spotify:artist:4J8cVSLFJ4T4ReYLtehLj0,"['bronx hip hop', 'old school hip hop']"
Axe,63.0,AX'EL,spotify:artist:5fUXK5m3BNwoRgTyKq8tnz,[]
Yaz,59.0,Yazoo,spotify:artist:1G1mX30GpUJqOr1QU2eBSs,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Sonny Charles,17.0,Sonny Charles And The Checkmates Ltd,spotify:artist:6MzXVudQckRxZ9J0o0B5aQ,[]
Hughes/Thrall,12.0,Hughes/Thrall,spotify:artist:75lXk5oKF5H1xFt8euZZpn,[]
Evelyn King,52.0,"Evelyn ""Champagne"" King",spotify:artist:4JCt4xrbbBB9blkKwNlcJ7,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
,,,,
David Gilmour,55.0,David Gilmour,spotify:artist:2FcC4sDMXme2ziI7tGKMK8,"['album rock', 'art rock', 'blues rock', 'classic rock', 'progressive rock', 'symphonic rock']"
Coyote Sisters,0.0,The Coyote Sisters,spotify:artist:7IgtqMZ5JIjDCCbEtFbHhd,[]
Dragon,89.0,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']"
Rubber Rodeo,2.0,Rubber Rodeo,spotify:artist:3Z0LfVYMu9M5qteRq6ZiJr,"['cowpunk', 'deep new wave']"
Herb Alpert's Tijuana Brass,55.0,Herb Alpert & The Tijuana Brass,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,"['adult standards', 'easy listening', 'lounge']"
Molly Hatchet,50.0,Molly Hatchet,spotify:artist:4ZqBwBVB3dsYWL3d5Spi10,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
Alphaville,65.0,Alphaville,spotify:artist:0xliTEbFfy5HQHvsTknTkX,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Y&T,46.0,Y&T,spotify:artist:49Cw140t9jupn4S3udehoP,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
Lone Justice,26.0,Lone Justice,spotify:artist:2OFpmma3V9yxT5XXgytGns,"['country rock', 'cowpunk', 'heartland rock']"
