0,1,2,3,4
Bob & Doug McKenzie,27.0,Bob & Doug McKenzie,spotify:artist:684i2dRwvzTO4XhjtmIIq5,['novelty']
Jermaine Jackson,51.0,Jermaine Jackson,spotify:artist:1VDurPMbOKrNU8mcMP4X1P,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']"
Pretenders,66.0,Pretenders,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
Trey Lorenz,50.0,Trey Lorenz,spotify:artist:23kP8xlQifcAV4nd84iHbW,"['contemporary r&b', 'urban contemporary']"
,,,,
Peter Brown,30.0,Peter Brown,spotify:artist:2mDUt0bSAdmgG3WQMhLJz9,[]
Joe Jackson,56.0,Joe Jackson,spotify:artist:6KOqPxwfNAmZPkiCnDE9yT,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'singer-songwriter', 'soft rock', 'sophisti-pop']"
Ratt,68.0,Sir Simon Rattle,spotify:artist:4GQwgdcDQwqtcHICjUNndp,"['choral', 'classical performance', 'orchestral performance']"
,,,,
Neneh Cherry,53.0,Neneh Cherry,spotify:artist:3JxCEqL9zjKnDJgUhRuRJD,"['new wave pop', 'urban contemporary']"
Jive Bunny & The Mastermixers,44.0,Jive Bunny and the Mastermixers,spotify:artist:4GzIiGnHYrOnq2LUiD6zdo,['novelty']
Young Gunz,40.0,Young Gunz,spotify:artist:2sBv30RzdeMVPoBXbzjIo5,"['dirty south rap', 'hip pop', 'philly rap']"
Lil Tecca,79.0,Lil Tecca,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'pluggnb', 'rap', 'trap', 'viral rap']"
Little Johnny Taylor,19.0,Little Johnny Taylor,spotify:artist:3amz8sGYUMDNb2wxf4PaTj,['soul blues']
Bobbi Martin,12.0,Bobbi Martin,spotify:artist:3JVqOROaMTUZ2wUFwkfr1A,[]
Billy Joe Royal,34.0,Billy Joe Royal,spotify:artist:4WFTfNjxQYskBioYk39r9n,"['bubblegum pop', 'swamp pop']"
Johnny Nash,58.0,Johnny Nash,spotify:artist:0nAVvgfE9yI4DwvMiYwk8a,['bubblegum pop']
Eagles,78.0,Eagles,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
The Assembled Multitude,5.0,The Assembled Multitude,spotify:artist:0Iu81d083UWM0dQoWShgjd,[]
The 5th Dimension,54.0,The 5th Dimension,spotify:artist:1UUYAQ9LiRsZF0ZukQNWXM,"['adult standards', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'sunshine pop']"
John Cafferty & The Beaver Brown Band,43.0,John Cafferty & the Beaver Brown Band,spotify:artist:5qwERxFiC8zCJvnVI8Zkl9,"['album rock', 'heartland rock', 'mellow gold']"
Animotion,41.0,Animotion,spotify:artist:6eQHjJJa52LUGjBKP5UPos,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
,,,,
Michael W. Smith,61.0,Michael W. Smith,spotify:artist:5aBxFPaaGk9204ssHUvXWN,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
The Highwaymen,62.0,The Highwaymen,spotify:artist:6e7QpHYqEiyJGiM98IysLa,['outlaw country']
Lil Mosey,72.0,Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap', 'viral rap']"
The Dixie Cups,49.0,The Dixie Cups,spotify:artist:7ICvZfP4VHAPZ5Wdt03772,['classic girl group']
Jody Miller,27.0,Jody Miller,spotify:artist:656TGMl6uRQSQlFRVCKt7w,"['nashville sound', 'oklahoma country']"
Nia Peeples,10.0,Nia Peeples,spotify:artist:29PcabivqsoqW2yOVJyuLa,[]
Jimmy Ray,24.0,Jimmy Ray,spotify:artist:19mELXwQE3LGemD3ioO0lO,[]
The Turtles,61.0,The Turtles,spotify:artist:2VIoWte1HPDbZ2WqHd2La7,"['bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']"
Miguel Rios,59.0,Miguel Ríos,spotify:artist:1dpnxi6xgoB2kaRYnnoatZ,"['cantautor', 'rock andaluz', 'rock en espanol', 'spanish new wave', 'spanish pop']"
Dante and the Evergreens,2.0,Dante & The Evergreens,spotify:artist:7f8NCkWP3o1TjDg6Ulgegw,[]
Ohio Express,33.0,Ohio Express,spotify:artist:6EHdKd4m8DzNf9NhVeJSVI,"['bubblegum pop', 'merseybeat']"
,,,,
Andy Williams,75.0,Andy Williams,spotify:artist:4sj6D0zlMOl25nprDJBiU9,"['adult standards', 'easy listening']"
Jodeci,57.0,Jodeci,spotify:artist:1eNkUXHPaXyuyC8NAgzykK,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Rihanna,90.0,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
Al Caiola And His Orchestra,18.0,Al Caiola & His Orchestra,spotify:artist:1BmAXzXzBf7e7kpJN3cRtm,[]
Bob Seger System,68.0,Bob Seger,spotify:artist:485uL27bPomh29R4JmQehQ,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
Randy Newman,61.0,Randy Newman,spotify:artist:3HQyFCFFfJO3KKBlUfZsyW,"['movie tunes', 'singer-songwriter']"
Boston,67.0,Boston,spotify:artist:29kkCKKGXheHuoO829FxWK,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
,,,,
Nick Jonas,66.0,Nick Jonas,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,"['dance pop', 'edm', 'pop', 'post-teen pop']"
The Springfields,25.0,The Springfields,spotify:artist:4kwCLM6VuDfkyWAyn9xFlq,['c86']
,,,,
Jude Cole,31.0,Jude Cole,spotify:artist:6MxIoQ7GT947XGYca2irUU,['mellow gold']
,,,,
Johnny Cash,75.0,Johnny Cash,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,"['arkansas country', 'outlaw country']"
,,,,
Barry White,66.0,Barry White,spotify:artist:3rfgbfpPSfXY40lzRK7Syt,"['disco', 'funk', 'quiet storm', 'soul']"
Ray J,57.0,Ray J,spotify:artist:6gbGGM0E8Q1hE511psqxL0,"['pop rap', 'r&b', 'urban contemporary']"
The Stylistics,55.0,The Stylistics,spotify:artist:2O0Hw1WSMbskB5tD9aWah3,"['adult standards', 'classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul']"
Raspberries,47.0,Raspberries,spotify:artist:7Kkx4dACo6kFSeT9wjfVA5,"['beatlesque', 'bubblegum pop', 'jangle pop', 'power pop', 'pub rock']"
Sammy Johns,52.0,Sammy Johnson,spotify:artist:0vMGGYcvLOnwg7t4kl33BA,"['jawaiian', 'pacific islands pop']"
Freddy Fender,48.0,Freddy Fender,spotify:artist:0SNdq9iJyup4XY6JbNHbt6,"['new mexico music', 'swamp pop']"
Glenn Frey,57.0,Glenn Frey,spotify:artist:3vMWY1bUrmYoSoEWLiQWOZ,"['adult standards', 'album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'singer-songwriter', 'soft rock']"
Jack Wagner,34.0,Jack Wagner,spotify:artist:57EljyVzzkhN9Dornk7gZx,[]
Waterfront,26.0,Waterfront Home,spotify:artist:7i10XskNKzGrqQiLWp3nqN,[]
The Fantastic Johnny C,4.0,The Fantastic Johnny C,spotify:artist:0vKRBfYf1uWjd32OM0ohR9,['philly soul']
"Billy ""Crash"" Craddock",27.0,Billy 'Crash' Craddock,spotify:artist:4Se104PDIxemxBgtWynyIq,[]
First Class,29.0,First Class,spotify:artist:4ndt8TW7IvdI3SPh0LBMHO,[]
Jethro Tull,60.0,Jethro Tull,spotify:artist:6w6z8m4WXX7Tub4Rb6Lu7R,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
Burton Cummings,37.0,Burton Cummings,spotify:artist:5ziVRv2caoBDNG2fythJ2n,"['canadian singer-songwriter', 'classic canadian rock']"
Dexy's Midnight Runners,62.0,Dexys Midnight Runners,spotify:artist:4QTVePrFu1xuGM9K0kNXkk,"['new romantic', 'new wave', 'new wave pop']"
The Tubes,46.0,The Tubes,spotify:artist:7zfhej6FnVXN9LIXs6dcoK,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'new wave pop', 'soft rock', 'zolo']"
The Breakfast Club,4.0,The Breakfast Club,spotify:artist:7DLvw2seAaYC4zOxzhG48j,[]
Young M.C.,31.0,Kenneth C M Young,spotify:artist:0dGaEL3mjJlsHo0663gZjE,[]
Nine Days,51.0,Nine Days,spotify:artist:306JHpIRGVaQd6OltnOzUO,"['neo mellow', 'pop rock']"
The Demensions,14.0,The Five Demensions,spotify:artist:354cBlEcGSDQVkiFUMJb4q,[]
Loudon Wainwright III,48.0,Loudon Wainwright III,spotify:artist:3loACRmkzdtOMNJEaB6j8L,"['american folk revival', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter']"
Smokey Robinson,59.0,Smokey Robinson & The Miracles,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
Ral Donner,18.0,Ral Donner,spotify:artist:0j4ZVeMLH38uXEup39Hjvb,['rhythm and blues']
Eric Burdon & The Animals,42.0,Eric Burdon & the Animals,spotify:artist:70tMW5bZT3TJUa1CWtfVkq,"['british invasion', 'classic rock', 'folk rock', 'psychedelic rock']"
,,,,
Carrie Underwood,73.0,Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'pop']"
Weezer,74.0,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
,,,,
,,,,
Little Willie John,48.0,Little Willie John,spotify:artist:3mOiEPe870jJrahcf2TPYZ,"['classic soul', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']"
Gene And Debbe,5.0,Gene & Debbe,spotify:artist:4TKZSf5u6B01KbQizymC0p,[]
Eddie Rabbitt,55.0,Eddie Rabbitt,spotify:artist:0jgAONnsHxrwAlhkMUVS78,"['country', 'country rock', 'mellow gold']"
Next,57.0,Next,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,"['boy band', 'contemporary r&b', 'hip hop', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
,,,,
Big Sean,79.0,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
James Brown And The Famous Flames,58.0,James Brown & The Famous Flames,spotify:artist:32r72WOqqRO1DtSznId7Lr,"['funk', 'soul']"
ZZ Top,70.0,ZZ Top,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']"
Dire Straits,76.0,Dire Straits,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
Raphael Saadiq,54.0,Raphael Saadiq,spotify:artist:6g0Wah2YFtb1rFgKhUktlo,"['funk', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
Three 6 Mafia,65.0,Three 6 Mafia,spotify:artist:26s8LSolLfCIY88ysQbIuT,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Sweet,59.0,Sweet Medicine,spotify:artist:0CF9CnQbK6uS8u78KVnIPv,['lo-fi jazzhop']
Gary Wright,46.0,Gary Wright,spotify:artist:3z6Uf5IZkN4TogRpRpgD84,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']"
Kansas,68.0,Kansas,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,"['album rock', 'art rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
Adam Ant,43.0,Adam Ant,spotify:artist:3QP0XPDwbvGivqDAaJ5f5G,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']"
Robin S.,83.0,Robin Schulz,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Take That,64.0,Take That,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ,"['boy band', 'dance pop', 'europop']"
Paul Petersen,11.0,Paul Petersen,spotify:artist:7fUZIscY5nNdeSdetfeBNC,['deep motown']
The Tymes,36.0,The Tymes,spotify:artist:0a1BmEq1mZ5ufKMC2fsziR,"['doo-wop', 'philly soul', 'rhythm and blues']"
The Impressions,51.0,The Impressions,spotify:artist:1b1N51wmSK0ckxFAMPSSHO,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'rhythm and blues', 'soul']"
Nick Lowe,50.0,Nick Lowe,spotify:artist:3BqaUtuQmqIHg7B5Bc7fP7,"['art rock', 'country rock', 'folk', 'folk rock', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']"
The Cars,67.0,The Cars,spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']"
Black Box,53.0,Black Box,spotify:artist:6tsRo8ErXzpHk3tQeH6GBW,"['diva house', 'eurodance', 'europop', 'hip house', 'italo house', 'new wave pop', 'vocal house']"
The-Dream,67.0,The-Dream,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,"['dance pop', 'hip hop', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Jordin Sparks,64.0,Jordin Sparks,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
The Undisputed Truth,41.0,The Undisputed Truth,spotify:artist:2tkwWmcZOQPNbbIdknfBsw,"['classic soul', 'funk', 'motown', 'psychedelic soul', 'quiet storm', 'soul', 'southern soul']"
Londonbeat,52.0,Londonbeat,spotify:artist:0gcMPgunYh4rX1UOdvZKBn,"['eurodance', 'europop', 'hip house']"
Destiny's Child,73.0,Destiny's Child,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
The Edsels,28.0,The Edsels,spotify:artist:7FQVHPRA74BTNsNHRob0F7,['doo-wop']
Malo,89.0,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']"
Le Roux,24.0,LeRoux,spotify:artist:4m5AiTlgcHYAeFnLWEIZeG,[]
Shalamar,53.0,Shalamar,spotify:artist:3REpOYo13YkVj1dFzda12A,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Will To Power,45.0,Will To Power,spotify:artist:63I04Kj1gXC1LLSVcrOzLN,['freestyle']
Paramore,80.0,Paramore,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,"['candy pop', 'pixie', 'pop emo', 'pop punk']"
Al Green,66.0,Al Green,spotify:artist:3dkbV4qihUeMsqN4vBGg93,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
Anita Baker,57.0,Anita Baker,spotify:artist:46CH1Gp8l8QVly8bpG9JFG,"['contemporary r&b', 'funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']"
Robbie Nevil,36.0,Robbie Nevil,spotify:artist:4NkLjsRsFnuPu9B4zqzBqq,['new wave pop']
Jane Wiedlin,37.0,Jane Wiedlin,spotify:artist:3IXBujNySf3RBaGjDI8dqm,"['candy pop', 'new wave pop']"
,,,,
Phil McLean,0.0,Phil McLean,spotify:artist:6P4Its69HueLQKWuOZ2kp8,[]
Glenn Yarbrough,28.0,Glenn Yarbrough,spotify:artist:4GxVmha4ELBwUE4bPyChzS,['american folk revival']
Young M.A,62.0,Young M.A,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'pop rap', 'rap', 'trap', 'viral rap']"
Seals & Crofts,58.0,Seals and Crofts,spotify:artist:6jdObwsrIjSRnBbMw6lPBj,"['adult standards', 'album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
Peoples Choice,38.0,People's Choice,spotify:artist:5OPSpcX9nVVWCIOKcoM4ot,"['classic soul', 'deep disco', 'disco', 'philly soul', 'post-disco']"
,,,,
,,,,
Amerie,56.0,Amerie,spotify:artist:08rMCq2ek1YjdDBsCPVH2s,"['alternative r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
,,,,
,,,,
Badfinger,58.0,Badfinger,spotify:artist:4pJCawaKSZ40EnxN0YEYw3,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'country rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
,,,,
Eagle-Eye Cherry,59.0,Eagle-Eye Cherry,spotify:artist:3ngKsDXZAssmljeXCvEgOe,['pop rock']
Corbin Bleu,49.0,Corbin Bleu,spotify:artist:5GuEFqVXxQsqJtjGqoFWvf,['post-teen pop']
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
The Danleers,31.0,The Danleers,spotify:artist:1W0oUYvRe6jjI2SuaiigFv,['doo-wop']
,,,,
,,,,
,,,,
,,,,
Cardi B,82.0,Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,"['dance pop', 'pop', 'rap']"
,,,,
Lil Nas X,83.0,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,"['lgbtq+ hip hop', 'pop']"
Lil Baby,90.0,Lil Baby,spotify:artist:5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']"
