0,1,2,3,4
Troye Sivan,77.0,Troye Sivan,spotify:artist:3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'dance pop', 'pop', 'viral pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
The Virtues,18.0,Frank Virture and The Virtues,spotify:artist:0X1Fo0W8bMgzDB7lKX2t1Y,[]
Joni James,30.0,Joni James,spotify:artist:0hiq5HixjjN3gtSXLZmnBw,"['adult standards', 'deep adult standards', 'easy listening']"
The Mystics,28.0,The Mystics,spotify:artist:3IqiRxhyqC3R2STI0RYUOx,"['doo-wop', 'rhythm and blues']"
Willy Alberti,35.0,Willy Alberti,spotify:artist:4V3RSGZYyjAoaDrZqPmzUM,"['levenslied', 'nederpop', 'vintage dutch pop']"
Pips,60.0,Gladys Knight & The Pips,spotify:artist:0TF2NxkJZPQoX1H53rEFM1,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
Damita Jo,29.0,Damita Jo,spotify:artist:2bgoYtsrUMDi8L2kryCpmn,[]
Nino & The Ebb Tides,14.0,Nino & The Ebb Tides,spotify:artist:1NWbcsZDT1AzS3SZ3CDBLp,[]
Lonnie Russ,16.0,Lonnie Russ,spotify:artist:2aM7izVFCeKxS9MvpOGUt1,[]
The Essex,24.0,The Essex Green,spotify:artist:2hLQppESVnOV9ntMD3uA4G,"['elephant 6', 'twee pop']"
The Monarchs,10.0,The Reigning Monarchs,spotify:artist:5p7fxIF8JCTkgadotJijFU,[]
The Waikikis,14.0,The Waikikis,spotify:artist:5q0Noqo1xez13qMUVAuO6D,[]
The Beau Brummels,34.0,The Beau Brummels,spotify:artist:4DQj1q0unpi9KF8jO1Wqks,"['bubblegum pop', 'classic garage rock', 'country rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']"
Dallas Frazier,4.0,Dallas Frazier,spotify:artist:7dpP2YddNPXZPQmr5qmEmB,['oklahoma country']
,,,,
Paul Mauriat And His Orchestra,51.0,Paul Mauriat,spotify:artist:5Oj26LEf8jdgR2woWEjlhi,['easy listening']
The Crazy World Of Arthur Brown,25.0,The Crazy World Of Arthur Brown,spotify:artist:2LpdhgwN0mYKMjnzrBQU8H,['psychedelic rock']
The O'Kaysions,18.0,The O'Kaysions,spotify:artist:1LewRrFZKW8ktXwW01njJL,['beach music']
Piero Umiliani,52.0,Piero Umiliani,spotify:artist:5sD7Cf3SaTVcrg81GQi1Xk,"['lounge', 'vintage italian soundtrack']"
Hotlegs,11.0,Hotlegs©,spotify:artist:2zZwUQ42WjFyfc3XtWEqB1,[]
The New Birth,35.0,The New Birth,spotify:artist:34Bm9d5DAJjSnaI02BCjdA,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Major Harris,31.0,Major Harris,spotify:artist:0mpVqJaKwg11LdSRrvI0PL,"['classic soul', 'philly soul', 'quiet storm']"
The Floaters,41.0,The Floaters,spotify:artist:6GpuL6WNTOVhmMl6lZbiKS,"['classic soul', 'disco', 'quiet storm']"
Gabriel,76.0,Juan Gabriel,spotify:artist:2MRBDr0crHWE5JwPceFncq,"['cancion melodica', 'latin pop', 'mariachi', 'musica mexicana', 'ranchera']"
Bram Tchaikovsky,11.0,Bram Tchaikovsky,spotify:artist:0typb8qieEFeIgmQ4K03qZ,"['power pop', 'pub rock']"
Ian Gomm,25.0,Ian Gomm,spotify:artist:7fmugt9MKV9lcPgBjEzVdm,['pub rock']
Dann Rogers,0.0,Dann Rogers,spotify:artist:7mSn8ETC9S2tRKkv1l4wo8,[]
Deliverance,28.0,Sweet Deliverance,spotify:artist:2qN5erAytE78fl7NBR7lDw,['christian a cappella']
Jon & Vangelis,46.0,Jon & Vangelis,spotify:artist:5gS1uXayWA0WJPgcRqNIae,"['album rock', 'art rock', 'classic uk pop', 'new age', 'progressive rock', 'symphonic rock']"
Little Steven,34.0,Little Steven,spotify:artist:4Pmlf0hZYXcoDSuaNrw23E,[]
Mac McAnally,32.0,Mac McAnally,spotify:artist:2dSu4iBQikoVlBc43gwaHY,[]
Morris Day,33.0,Morris Day,spotify:artist:1L56apXminRPJqnqBN0vhe,"['funk', 'minneapolis sound', 'quiet storm']"
,,,,
Culture Beat,58.0,Culture Beat,spotify:artist:0BZ3BHzfYwpd3k5TDnvAz8,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']"
Urge Overkill,49.0,Urge Overkill,spotify:artist:5LEUigTSXpwrtERRcSW1N4,"['alternative pop', 'alternative rock']"
Frost,54.0,Frostydasnowmann,spotify:artist:2Bb57H1EnnHxtpSyOAJF8l,"['cali rap', 'viral rap']"
,,,,
,,,,
,,,,
Darren Hayes,42.0,Darren Hayes,spotify:artist:0ihJnGEjNnbM6uuTn3RHMo,"['australian pop', 'electropop']"
Lady Sovereign,35.0,Lady Sovereign,spotify:artist:36ikBJX6oQWWlgrXCock30,[]
MIKA,67.0,MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,"['dance pop', 'europop', 'pop']"
,,,,
Will Young,49.0,Will Young,spotify:artist:2U6gqwyl9F33YxawnFrZG7,"['dance pop', 'europop', 'new wave pop']"
,,,,
Lindsey Stirling,68.0,Lindsey Stirling,spotify:artist:378dH6EszOLFShpRzAQkVM,"['bow pop', 'pop violin']"
Descendants 2 Cast,27.0,Cast - Descendants 2,spotify:artist:4mxl5fw4lcN4nSg8XadDKX,[]
Ski Mask The Slump God,77.0,Ski Mask The Slump God,spotify:artist:2rhFzFmezpnW82MNqEKVry,"['miami hip hop', 'rap']"
,,,,
,,,,
Ronnie and The Hi-Lites,4.0,Ronnie And The Hi-Lites,spotify:artist:64NBWzoBYRleutVJjDfpkT,[]
,,,,
The Packers,7.0,The 6 Packers,spotify:artist:6qRrEaglMldS2Y9YQX8bFF,[]
Buddy Starcher,0.0,Buddy Starcher,spotify:artist:4n2kb5iYdGkbWDRrObBbjZ,[]
The Innocence,38.0,The Innocence Mission,spotify:artist:4VcTmgGKGuJn56Ac2zNhiH,"['ambient folk', 'indie folk', 'lancaster pa indie']"
Pigmeat Markham,17.0,Pigmeat Markham,spotify:artist:1GJzkNMzrQ8uGjU4gzCVzq,"['harlem renaissance', 'novelty']"
The T.S.U. Toronadoes,2.0,The T.S.U. Toronadoes,spotify:artist:4bGpAHLCHpSerD8qZlisgr,['memphis soul']
The Steelers,14.0,The Steelers,spotify:artist:1hGmPIM0NzXSVJu3XlA4se,['rautalanka']
The Fuzz,40.0,The Fuzz,spotify:artist:052NpRSiz4SQTsFnvwMP6t,['classic soul']
Frederick Knight,21.0,Frederick Knight,spotify:artist:3X7yeRPAqw2O76f84A2r9U,['southern soul']
Humble Pie,45.0,Humble Pie,spotify:artist:2CxLP749mup3ncPrXgCnvU,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock', 'roots rock', 'southern rock']"
Argent,34.0,Argent,spotify:artist:46VosWAvtZsBl7rvxufsWG,"['art rock', 'blues rock', 'classic rock', 'classic uk pop', 'progressive rock', 'psychedelic rock', 'symphonic rock']"
,,,,
"Marilyn McCoo & Billy Davis, Jr.",9.0,Marilyn McCoo & Billy Davis Jr.,spotify:artist:7EtMpozS5ZnYNGscQDol17,[]
Justin Hayward,39.0,Justin Hayward,spotify:artist:1C4kZs9XyNnm9HWFng6ZFH,"['classic uk pop', 'symphonic rock']"
Sniff 'n' the Tears,47.0,Sniff 'n' The Tears,spotify:artist:3EPScT793Qw5hkf8tvVpRV,['classic uk pop']
Southside Johnny & The Asbury Jukes,34.0,Southside Johnny And The Asbury Jukes,spotify:artist:0HosDiKX3VWIIjtSkP8cfC,"['heartland rock', 'pub rock', 'roots rock']"
,,,,
,,,,
,,,,
,,,,
Chris Christian,82.0,Christian Nodal,spotify:artist:0XwVARXT135rw8lyw1EeWP,"['mariachi', 'musica mexicana', 'nueva musica mexicana', 'ranchera']"
David Lasley,3.0,David Lasley,spotify:artist:6RHq2C33SNJds19uWNdlMH,['deep soft rock']
Larry Lee,0.0,Larry Lee,spotify:artist:6AI7L2T6gClA4Rysdj05gx,[]
Elvis Costello And The Attractions,55.0,Elvis Costello & The Attractions,spotify:artist:4qmHkMxr6pTWh5Zo74odpH,"['art rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock', 'roots rock']"
Rene & Angela,46.0,Rene & Angela,spotify:artist:01Wck2m10xhdxUrLaMq60y,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Marilyn Martin,41.0,Marilyn Martin,spotify:artist:3vtjCpFunIFNdbXkBVx0gL,[]
Taja Sevelle,20.0,Taja Sevelle,spotify:artist:6Kk2qRZ9uzYmVPyn2N0slh,['minneapolis sound']
,,,,
Blue Mercedes,5.0,Blue Mercedes,spotify:artist:4vas6iliAP9UYM0RXBXv17,[]
Holly Johnson,41.0,Holly Johnson,spotify:artist:6IDifUtaIPK4yuAiq5W2iG,['new wave pop']
,,,,
C+C Music Factory/F. Williams,7.0,C+C Music Factory (Presenting Freedom Williams),spotify:artist:7IeDbVGYPXr3djhIZn2qi8,[]
,,,,
Shabba Ranks,48.0,Shabba Ranks,spotify:artist:3j7Sw80qzL2FJlryUhI3wG,"['old school dancehall', 'reggae fusion']"
Jordy,55.0,Jordy Searcy,spotify:artist:0AV5z1x1RoOGeJWeJzziDz,['indiecoustica']
Collage,28.0,Collage,spotify:artist:2X3YB3wL4fGa6cMOzHpnkT,[]
Yaki-Da,31.0,Yaki-Da,spotify:artist:7w0R7VSnfEFNXmgxst5iYg,['europop']
The Rentals,31.0,The Rentals,spotify:artist:3NmdKZUM96z7NGvL35g5PC,"['alternative pop', 'alternative rock']"
David Kersh,35.0,David Kershenbaum,spotify:artist:5UgYIWTgZ9x2aPUrWkaWop,[]
,,,,
,,,,
Steve Wariner,47.0,Steve Wariner,spotify:artist:45S8rtgQSxj1a0tzCNhSeD,"['country', 'country road', 'country rock']"
Toya,51.0,Toya,spotify:artist:02ehFoytLUjat0JMYpYsml,[]
,,,,
,,,,
Mana,78.0,Maná,spotify:artist:7okwEbXzyT2VffBmyQBWLz,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
,,,,
,,,,
,,,,
Joshua Radin,55.0,Joshua Radin,spotify:artist:7omzannyG2lfDqP5xyZo34,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'pop rock']"
,,,,
Gorilla Zoe,53.0,Gorilla Zoe,spotify:artist:3Y365ZqTf6fJ4ZcRnLKPGt,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Danny Gokey,58.0,Danny Gokey,spotify:artist:5Yu3b48Y29bZlI1cLPOZJz,"['ccm', 'idol']"
,,,,
Kreayshawn,46.0,Kreayshawn,spotify:artist:51xJF4OqJPHWop1fv0VVyd,['escape room']
Chief Keef,76.0,Chief Keef,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral rap']"
,,,,
,,,,
,,,,
Sheck Wes,66.0,Sheck Wes,spotify:artist:2RDOrhPqAM4jzTRCEb19qX,"['rap', 'trap', 'vapor trap', 'viral rap']"
,,,,
,,,,
,,,,
,,,,
,,,,
The Clovers,45.0,The Clovers,spotify:artist:0ckkj0a9CvIJr4h84B0OlN,"['doo-wop', 'rhythm and blues', 'rock-and-roll']"
Billy Walker,39.0,Billy Walker,spotify:artist:0wOnokuOcSoYAUZN6jmpDc,['traditional country']
The Timetones,17.0,The Timetones,spotify:artist:4e4HSlRxKSMGJDI0GiipBq,['doo-wop']
The Halos,18.0,The Black Halos,spotify:artist:5hUckvxtUKCODb4zgGcAXL,"['canadian punk', ""punk 'n' roll"", 'vancouver punk']"
Don Gardner And Dee Dee Ford,1.0,Don Gardner & Dee Dee Ford,spotify:artist:3l0pFcSyT9nJwacQY9qZUT,[]
Barry & The Tamerlanes,16.0,Barry & The Tamerlanes,spotify:artist:4HsPtZ8Dw4Cl9lGXpEsWA9,[]
Dale Ward,13.0,Dale Warden,spotify:artist:7MzLLMC5at0OI6aDihT8tr,[]
Timmy Shaw,14.0,Timmy Shaw,spotify:artist:2pUuNkYiBipcp3wYxIahwm,[]
The Royalettes,4.0,The Royalettes,spotify:artist:36dt37fIr1mLQRv0dqazg6,['classic girl group']
Sonny,65.0,Sonny Fodera,spotify:artist:39B7ChWwrWDs7zXlsu3MoP,"['deep groove house', 'deep house', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']"
Ollie & The Nightingales,7.0,Ollie & The Nightingales,spotify:artist:3DdJHfaIJApxVnU9HRUV2X,"['memphis soul', 'southern soul']"
,,,,
Ronnie Hawkins,33.0,Ronnie Hawkins,spotify:artist:2viYME3n7SlMsIOEqWmEHv,"['canadian blues', 'canadian rockabilly', 'rock-and-roll', 'rockabilly', 'swamp rock']"
Liquid Smoke,5.0,Liquid Smoke,spotify:artist:5UR6OHNF46oiFXFwTieBGu,[]
John Phillips,25.0,John Phillips,spotify:artist:4O8NcI06slOnzcloI95qfe,['cosmic american']
The Mob,62.0,The Glitch Mob,spotify:artist:3a9qv6NLHnsVxJUtKOMHvD,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']"
,,,,
Shawn Phillips,27.0,Shawn Phillips,spotify:artist:0qgbJLYz20q47xKIkkXBG9,"['folk', 'folk rock']"
Mandrill,34.0,Mandrill,spotify:artist:6RWnslEkqboHbDg0OUabe5,"['funk', 'jazz funk', 'latin afrobeat', 'soul']"
Ace Spectrum,30.0,Ace Spectrum,spotify:artist:5wLCYIHgd7kXSFEf1oOh8R,['classic soul']
Hello People,0.0,Hello Little People,spotify:artist:3FTd9dEvVLcTCUDamfvtAG,[]
Sly Stone,60.0,Sly & The Family Stone,spotify:artist:5m8H6zSadhu1j9Yi04VLqD,"['classic rock', 'classic soul', 'funk', 'funk rock', 'psychedelic soul', 'rock', 'soul']"
Michel Polnareff,52.0,Michel Polnareff,spotify:artist:7aKldvGENbL4bj8TCWHuhT,"['chanson', 'french pop', 'ye ye']"
,,,,
Blackfoot,47.0,Blackfoot,spotify:artist:10rzK0sLCXsUlDhl8ed0MV,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']"
George Burns,16.0,George Burns,spotify:artist:1YpkpllQrpNvPoQDtN9jLc,[]
,,,,
Jim Photoglo,25.0,Jim Photoglo,spotify:artist:4ZeqFaMDjGUe1IHJznXUbr,[]
Duke Jupiter,0.0,Duke Jupiter,spotify:artist:4pYMHpQinWBBJW2k6dn1Ne,[]
"Richard ""Dimples"" Fields",3.0,"Richard ""Dimples"" Fields",spotify:artist:2J7Pk7igJzQ9neFej65xCV,[]
Jimmy Hall,41.0,Jimmy Hall,spotify:artist:2LorJQEiLTxNDsJ3jVrQNi,"['electric blues', 'modern blues', 'power blues-rock']"
Larry Elgart And His Manhattan Swing Orchestra,13.0,Larry Elgart And His Manhattan Swing Orchestra,spotify:artist:0R6Oa8qhUXdLRFL8Hiytgn,[]
Robert Hazard,17.0,Robert Hazard & The Heroes,spotify:artist:5NTpQgAYl1b5q7AIc0NHYC,[]
Shakin' Stevens,68.0,Shakin' Stevens,spotify:artist:0wi4yTYlGtEnbGo4ltZTib,"['classic uk pop', 'europop', 'new wave pop', 'rock-and-roll', 'rockabilly']"
Alison Moyet,51.0,Alison Moyet,spotify:artist:0s0rOb0gT2S9N0SDcjtPC4,"['classic uk pop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'solo wave', 'sophisti-pop', 'synthpop']"
Pseudo Echo,37.0,Pseudo Echo,spotify:artist:0FDW3axHactZo8HU0OnNVy,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Millions Like Us,8.0,Millions Like Us,spotify:artist:1ZAPHENUWTIXHZP5RjlPPB,[]
Bobby McFerrin,58.0,Bobby McFerrin,spotify:artist:2FjkZT851ez950cyPjeYid,['a cappella']
Traveling Wilburys,61.0,Traveling Wilburys,spotify:artist:2hO4YtXUFJiUYS2uYFvHNK,"['album rock', 'art rock', 'beatlesque', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'supergroup']"
,,,,
Riff,50.0,Riff Raff,spotify:artist:31IZdHrCZ5pRhLz4zBxN3o,[]
Marky Mark & The Funky Bunch,47.0,Marky Mark And The Funky Bunch,spotify:artist:4046bnFxFJdLEtG7F2qXaV,[]
Tom Cochrane,53.0,Tom Cochrane,spotify:artist:5Jj4mqGYiplyowPLKkJLHt,"['canadian singer-songwriter', 'classic canadian rock', 'mellow gold', 'pop rock']"
Mad Cobra,44.0,Mad Cobra,spotify:artist:56MDhktp7hO6MqKCS9rSXT,"['dancehall', 'old school dancehall', 'reggae fusion', 'riddim']"
Jomanda,24.0,Jomanda,spotify:artist:09xC3MewWz48F1OpYckXTZ,"['chicago house', 'classic house', 'garage house', 'hip house']"
Haddaway,64.0,Haddaway,spotify:artist:0Suv0tRrNrUlRzAy8aXjma,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Gang Starr,64.0,Gang Starr,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
69 Boyz,41.0,69 Boyz,spotify:artist:7qeBsFLeNEuzrDhDMbnDwF,['miami bass']
Puff Johnson,37.0,Puff Johnson,spotify:artist:4tZuiycQazMlEVhiPXuKLk,"['afro soul', 'contemporary r&b', 'quiet storm', 'urban contemporary']"
The Blackout Allstars,18.0,The Blackout Allstars,spotify:artist:3TBR6hnNO9jfoiBrjypSW8,[]
,,,,
Damage,42.0,Damageplan,spotify:artist:4fE4Bf0MM6lMJpHiHniPuW,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap rock', 'southern metal']"
,,,,
,,,,
Blu Cantrell,58.0,Blu Cantrell,spotify:artist:6vytZ677lz4LzCrUDcDokM,"['hip pop', 'r&b', 'urban contemporary']"
,,,,
Vivian Green,42.0,Vivian Green,spotify:artist:3t83f2J04dRWOpNBe9GTfs,"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
The Click Five,50.0,The Click Five,spotify:artist:01lz5VBfkMFDteSA9pKJuP,"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']"
,,,,
,,,,
Jermaine Paul,43.0,Jermaine Paul,spotify:artist:302jOsgU7aZW71XhLem57k,['deep talent show']
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Anuel AA,89.0,Anuel AA,spotify:artist:2R21vXR83lH98kGeO99Y66,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
,,,,
The Mark IV,1.0,The Mark IV,spotify:artist:73eQP9eZMhdjR68qQLJQCZ,['deep classic garage rock']
Little Bill and The Bluenotes,0.0,Little Bill & The Bluenotes,spotify:artist:48RkyeqvD5k1C9y4S7Cvvv,[]
Frankie Lymon,42.0,Frankie Lymon,spotify:artist:2KMQz6s6MNRr4bxI8EQdRk,"['doo-wop', 'rhythm and blues']"
Rosie,64.0,Rosie Darling,spotify:artist:6kDXH8d9LugUAsHIozzDAI,"['alt z', 'pop']"
Dreamlovers,21.0,Dreamlovers,spotify:artist:0DjSbHr4lQqwTUHTfLX4gc,[]
Jimmy Soul,37.0,Jimmy Soul,spotify:artist:7k4MYPtpz3fAViMuuLi9ry,[]
Keith Colley,2.0,Keith Colley,spotify:artist:2owAqJG3UT1Qel0oW0ote7,[]
The Girlfriends,7.0,The Jealous Girlfriends,spotify:artist:4C0Xh2DePG9eEbrnfqrQJd,"['brooklyn indie', 'deep acoustic pop']"
The Hondells,20.0,The Hondells,spotify:artist:0iiY1woiw7gL0gbd1Isc17,[]
,,,,
The Honeycombs,30.0,The Honeycombs,spotify:artist:2322gLwXvyJa6PejhOWQEH,"['british invasion', 'merseybeat', 'rock-and-roll']"
John Barry and His Orchestra,8.0,John Barry & His Orchestra,spotify:artist:779Ft5lZogITuoY0W3sYPL,[]
The Sheep,49.0,The Sheepdogs,spotify:artist:4U33udokhmKATsu8UoqUEN,"['canadian indie', 'canadian rock', 'electric blues', 'modern blues rock', 'rock']"
The Leaves,7.0,The Easy Leaves,spotify:artist:02JSAeUGDgIMvgTRyPe3Va,[]
The Unknowns,20.0,The Unknowns,spotify:artist:5Exxmu0wPoSw8Vo7jKoXD2,"['australian garage punk', 'brisbane punk']"
Casinos,28.0,The Casinos,spotify:artist:2oEalcjHCHizuXF2ao47F6,[]
The Bubble Puppy,15.0,The Bubble Puppy,spotify:artist:6C4KYtkO2ElWXV8088XuI7,['acid rock']
,,,,
Mike Kennedy,41.0,Mike Kennedy,spotify:artist:2Dg1BUjSvYCUBfK5XaE8nW,[]
Pilot,81.0,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,"['modern rock', 'rock']"
,,,,
South Shore Commission,6.0,South Shore Commission,spotify:artist:4Qwj0kkTlEB8krqjXtxlpd,[]
Brass Construction,33.0,Brass Construction,spotify:artist:5jWuVnPLmjABrgCGianzs9,"['disco', 'funk', 'post-disco', 'quiet storm', 'rare groove']"
The Rowans,2.0,The Rowans,spotify:artist:00nOM3ZEuz8vQmmFlYOfaG,[]
Smokie,47.0,Smokie Norful,spotify:artist:0sD8Amms4kSxs5tBV4CUmR,"['gospel', 'gospel r&b']"
Parker McGee,1.0,Parker McGee,spotify:artist:7pZNEfU0hIoRHGs0pGFClY,[]
Wildfire,15.0,Mr. WildFire,spotify:artist:4LsM2Hg69nBQ0BwYLVMbnE,[]
Stillwater,21.0,Stillwater Sound,spotify:artist:6ydGf8gZEmJvIdGWUIDUlw,[]
,,,,
Gonzalez,67.0,Polo Gonzalez,spotify:artist:0OpXeanba0vYnyoft00BP6,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno']"
Amii Stewart,47.0,Amii Stewart,spotify:artist:7GPNaPWw3STF8NYp39pd8G,"['disco', 'hi-nrg']"
Engelbert,63.0,Engelbert Humperdinck,spotify:artist:17XXKfRBMCWvLrqGoNkJXm,['adult standards']
Pat Travers Band,34.0,Pat Travers Band,spotify:artist:4ZjFFy2brYzBcYNAPwhW6W,"['blues rock', 'southern rock']"
Champaign,38.0,Champaign,spotify:artist:2gF5ozMajrL8gjPlA4Ej5x,['yacht rock']
,,,,
Shooting Star,31.0,Shooting Star,spotify:artist:7xO0qIeS2GUpnI6nFz041C,['album rock']
The Waitresses,53.0,The Waitresses,spotify:artist:57AKOY1SF1062tuVzgAPv8,['new wave pop']
Rodway,6.0,Adam Rodway,spotify:artist:0a8lHob1Gah0QmmzrWZoH5,[]
Single Bullet Theory,1.0,Single Bullet Theory,spotify:artist:6R8Wtbb8hC3lQfmyCsPAgc,[]
Jean Knight,50.0,Jean Knight,spotify:artist:2Tk0pWxTuQgnE5nsUexrLr,"['classic soul', 'new orleans soul', 'soul', 'southern soul']"
Phyllis Nelson,32.0,Phyllis Nelson,spotify:artist:1zK07BWbFrx6yqTFz84eH4,[]
,,,,
,,,,
The Cult,61.0,The Cult,spotify:artist:49DW3KvkyjHO35mK1JnSyS,"['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
,,,,
RAab,59.0,Raaban,spotify:artist:4cSYNpczcvTUpnPMFDLsIc,[]
,,,,
Gillette,27.0,Blake Gillette,spotify:artist:6yQTfpKGR7JfwjCyiTDpny,[]
Joose,26.0,Joose,spotify:artist:5b0gjkewEFpBLASK87phSP,[]
,,,,
,,,,
Stardust,62.0,Stardust Vibes,spotify:artist:1XcbmsczGDkYqrqIy8K89H,[]
,,,,
,,,,
Mark McGuinn,34.0,Mark McGuinn,spotify:artist:2W8eAR7hLWZ9Al1Sa19nka,[]
,,,,
,,,,
,,,,
,,,,
CSS,43.0,CSS,spotify:artist:2K13AVg3bFpHSxDM1vJ0qA,"['alternative dance', 'dance-punk', 'electroclash', 'electronica', 'new rave']"
Ferras,28.0,Ferras,spotify:artist:3ZajykUFFll0Xwgal0fQfO,"['idol', 'neo mellow']"
,,,,
,,,,
,,,,
Koryn Hawthorne,50.0,Koryn Hawthorne,spotify:artist:03qM4LmPCrR7CuHTE0WAIW,"['gospel', 'gospel r&b']"
,,,,
