0,1,2,3,4
Eiffel 65,64.0,Eiffel 65,spotify:artist:64rxQRJsLgZwHHyWKB8fiF,"['bubblegum dance', 'eurodance', 'europop', 'italian adult pop', 'italo dance']"
Britney Spears,82.0,Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']"
Erykah Badu,68.0,Erykah Badu,spotify:artist:7IfculRW2WXyzNQ8djX8WX,"['afrofuturism', 'alternative r&b', 'hip hop', 'neo soul', 'r&b', 'urban contemporary']"
Afroman,63.0,Afroman,spotify:artist:4Icvbp9RDt5aY2TWDOVDsr,"['comedy rap', 'gangster rap', 'hip hop', 'rap']"
Michelle Branch,58.0,Michelle Branch,spotify:artist:5rScKX1Sh1U67meeUyTGwk,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']"
Tweet,49.0,Tweet,spotify:artist:6zDBeei6hHRiZdAJ6zoTCo,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
System Of A Down,80.0,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,"['alternative metal', 'nu metal', 'rap metal']"
,,,,
,,,,
Coldplay,89.0,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']"
Brooks & Dunn,70.0,Brooks & Dunn,spotify:artist:0XKOBt59crntr7HQXXO8Yz,"['contemporary country', 'country', 'country road', 'country rock']"
,,,,
Sarah Connor,66.0,Sarah Connor,spotify:artist:7e52Ytzjj1q71DUj2cSlch,"['europop', 'german pop']"
Tracy Lawrence,59.0,Tracy Lawrence,spotify:artist:2BQVRw9md4UKcGUrDXABCD,"['arkansas country', 'contemporary country', 'country', 'country road', 'country rock']"
Finger Eleven,61.0,Finger Eleven,spotify:artist:0niJkG4tKkne3zwr7I8n9n,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']"
"Juvenile, Wacko & Skip",13.0,"Juvenile, Wacko, & Skip",spotify:artist:5NtLSCw6j3lTSOUjHnZASC,[]
Chingy,60.0,Chingy,spotify:artist:3s2wTjWxK8NOX09dmsvVOh,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']"
Jesse McCartney,61.0,Jesse McCartney,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
Vanessa Hudgens,64.0,Vanessa Hudgens,spotify:artist:6G9bygHlCyPgNGxK2l3YdE,"['dance pop', 'pop', 'post-teen pop']"
Alvin And The Chipmunks,58.0,Alvin & The Chipmunks,spotify:artist:1SCWcYnoEh1978ycTDhZoW,"[""children's music""]"
David Cook,45.0,David Cook,spotify:artist:4SQxI8xg6LcSWL3KuGVHLa,"['idol', 'neo mellow', 'pop rock', 'talent show']"
The Killers,78.0,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,"['alternative rock', 'dance rock', 'permanent wave', 'rock']"
Beyonce,88.0,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'r&b']"
All Time Low,71.0,All Time Low,spotify:artist:46gyXjRIvN1NL1eCB8GBxo,"['modern rock', 'pop punk', 'rock']"
Orianthi,45.0,Orianthi,spotify:artist:0yNy8fi1yBBq526E6mx4Zs,['candy pop']
Ne-Yo,85.0,YoungBoy Never Broke Again,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,"['baton rouge rap', 'trap']"
Darius Rucker,67.0,Darius Rucker,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,"['black americana', 'contemporary country', 'country', 'country road']"
Kenny Chesney,72.0,Kenny Chesney,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,"['contemporary country', 'country', 'country road']"
Miranda Lambert,73.0,Miranda Lambert,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,"['contemporary country', 'country', 'country dawn']"
,,,,
,,,,
Red Hot Chili Peppers,84.0,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
,,,,
The Weeknd,97.0,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Sundance Head,31.0,Sundance Head,spotify:artist:3HgDVnEnlN20dfe1vvaBXH,['texas country']
,,,,
SOB X RBE,56.0,SOB X RBE,spotify:artist:2TImI3DW7o5MdRXJs4D37h,"['cali rap', 'trap', 'vapor trap']"
,,,,
21 Savage,94.0,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,"['atl hip hop', 'rap']"
,,,,
,,,,
Sarah Jeffery,52.0,Sarah Jeffery,spotify:artist:0uqrdF1UCmMshSk6veOa5K,['social media pop']
Taylor Swift,99.0,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,['pop']
YoungBoy Never Broke Again,85.0,YoungBoy Never Broke Again,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,"['baton rouge rap', 'trap']"
Eminem,93.0,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']"
Rod Wave,81.0,Rod Wave,spotify:artist:45TgXXqMDdF8BkjA83OM7z,['florida rap']
Gunna,86.0,Gunna,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
,,,,
,,,,
Jimmie Rodgers,41.0,Jimmie Rodgers,spotify:artist:7bKOOOKEkE918wKOQEhYnp,['yodeling']
The Platters,61.0,The Platters,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy,"['adult standards', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
Eddie Cochran,53.0,Eddie Cochran,spotify:artist:1p0t3JtUTayV2wb1RGN9mO,"['adult standards', 'rock-and-roll', 'rockabilly']"
,,,,
Annette,52.0,Annette Moreno,spotify:artist:3ECxfxbxwRMTXdy1I5HWJq,"['latin christian', 'mariachi cristiano']"
Pat Boone,53.0,Pat Boone,spotify:artist:7fmKtIgmxqNEKjATioVNsu,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
Joey Dee & the Starliters,25.0,Joey Dee & The Starliters,spotify:artist:5a1eYf2G4v4UKubimlfGAJ,[]
Bobby Vinton,53.0,Bobby Vinton,spotify:artist:6bOYtKnpLPQSfMpS2ilotK,"['adult standards', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']"
Gary U.S. Bonds,35.0,Gary U.S. Bonds,spotify:artist:1Qw8MHpjYxm9Xf0O1ZfPiX,"['rhythm and blues', 'rock-and-roll', 'rockabilly']"
Gene Pitney,46.0,Gene Pitney,spotify:artist:3ap1NzHNV9QA1x1V6z3gSe,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
Elvis Presley With The Jordanaires,82.0,Elvis Presley,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,"['rock-and-roll', 'rockabilly']"
,,,,
Jan & Dean,42.0,Jan & Dean,spotify:artist:0pqGj6vO9YHsXuZmaJaP2Y,"['bubblegum pop', 'merseybeat', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']"
The Beatles,85.0,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
The Dave Clark Five,43.0,The Dave Clark Five,spotify:artist:2HBbky0Z08ZcCKVsXWbNE4,"['british invasion', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
Martha & The Vandellas,58.0,Martha Reeves & The Vandellas,spotify:artist:1Pe5hlKMCTULjosqZ6KanP,"['classic girl group', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']"
Dean Martin,78.0,Dean Martin,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,"['adult standards', 'easy listening', 'lounge']"
,,,,
The Supremes,64.0,The Supremes,spotify:artist:57bUPid8xztkieZfS7OlEV,"['adult standards', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
The Temptations,68.0,The Temptations,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
Sonny & Cher,52.0,Sonny & Cher,spotify:artist:71lGEtP9qYXDsSXjfexTqO,"['adult standards', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']"
Al Martino,50.0,Al Martino,spotify:artist:7egNqIGRldMzifHoh8pib6,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
The Beach Boys,75.0,The Beach Boys,spotify:artist:3oDbviiivRWhXwIE8hxkVV,"['adult standards', 'baroque pop', 'classic rock', 'indie r&b', 'psychedelic rock', 'rock', 'sunshine pop']"
Stevie Wonder,78.0,Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']"
Simon & Garfunkel,73.0,Simon & Garfunkel,spotify:artist:70cRZdQywnSFp9pnc2WTCE,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
Neil Diamond,69.0,Neil Diamond,spotify:artist:7mEIug7XUlQHikrFxjTWes,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
Janis Joplin,64.0,Janis Joplin,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']"
Creedence Clearwater Revival,79.0,Creedence Clearwater Revival,spotify:artist:3IYUhFvPQItj6xySrBmZkd,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
,,,,
Michael Jackson,84.0,Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,"['pop', 'r&b', 'soul']"
Looking Glass,58.0,Looking Glass,spotify:artist:5jJN1nmKXzRjodMl1THQeI,"['soft rock', 'sunshine pop']"
,,,,
,,,,
John Lennon,75.0,John Lennon,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,"['album rock', 'beatlesque', 'classic rock', 'indie r&b', 'mellow gold', 'rock']"
Chicago,69.0,Chicago,spotify:artist:3iDD7bnsjL9J4fO298r0L0,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
,,,,
Bruce Springsteen,78.0,Bruce Springsteen,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Barry Manilow,64.0,Barry Manilow,spotify:artist:3alW3LYQS8K29z8C8NSLIX,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']"
Robin Gibb,49.0,Robin Gibb,spotify:artist:4vZduJO8Uukqzx64de5JxV,"['italian disco', 'soft rock']"
Olivia Newton-John,70.0,Olivia Newton-John,spotify:artist:4BoRxUdrcgbbq1rxJvvhg9,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'new wave pop', 'soft rock']"
Van Halen,73.0,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']"
Gerry Rafferty,62.0,Gerry Rafferty,spotify:artist:7tjbDPvrdvDshcpEMXKRVb,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Commodores,65.0,Commodores,spotify:artist:6twIAGnYuIT1pncMAsXnEm,"['adult standards', 'disco', 'funk', 'mellow gold', 'quiet storm', 'soft rock', 'soul']"
Dr. Hook,62.0,Dr. Hook,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,"['adult standards', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Daryl Hall John Oates,74.0,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Bee Gees,78.0,Bee Gees,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,"['disco', 'mellow gold', 'soft rock']"
Paul Simon,69.0,Paul Simon,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
Spandau Ballet,62.0,Spandau Ballet,spotify:artist:2urZrEdsq72kx0UzfYN8Yv,"['europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']"
Sheena Easton,57.0,Sheena Easton,spotify:artist:5dcOK4stT4JDkP6Dqhbz5s,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
Expose,46.0,Exposé,spotify:artist:5nPz5R1FDPTMI3Dw4JnTGb,"['freestyle', 'new wave pop']"
The Jets,48.0,The Jets,spotify:artist:3AHq6rutf72JF0ul8GB6G2,"['freestyle', 'minneapolis sound', 'new wave pop', 'quiet storm', 'soft rock', 'urban contemporary']"
Belinda Carlisle,62.0,Belinda Carlisle,spotify:artist:7xkAwz0bQTGDSbkofyQt3U,"['dance pop', 'new romantic', 'new wave pop', 'soft rock']"
Kenny Loggins,69.0,Kenny Loggins,spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
New Kids On The Block,57.0,New Kids On The Block,spotify:artist:55qiaow2sDYtjqu1mwRua6,"['boy band', 'dance pop']"
Bad English,49.0,Bad English,spotify:artist:5fhMbh4PVSLSODF2fhWwqt,"['album rock', 'glam metal', 'hard rock', 'mellow gold', 'soft rock']"
Joey Lawrence,21.0,Joey Lawrence,spotify:artist:4FsQzIQN32waEatAdYweSJ,[]
Salt-N-Pepa,61.0,Salt-N-Pepa,spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop']"
,,,,
Coolio,72.0,Coolio,spotify:artist:3y24n3XhZ96wgwRXjvS17T,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Daft Punk,82.0,Daft Punk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,"['electro', 'filter house']"
,,,,
2Pac,81.0,2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Divine,71.0,DIVINE,spotify:artist:4Ai0pGz6GhQavjzaRhPTvz,"['desi hip hop', 'desi trap', 'hindi hip hop']"
Ginuwine,67.0,Ginuwine,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Usher,80.0,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Samantha Mumba,47.0,Samantha Mumba,spotify:artist:7L12TqJ0fbwtFljTbwfwRI,"['bubblegum dance', 'dance pop', 'europop']"
,,,,
,,,,
,,,,
Avril Lavigne,77.0,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
BBMak,39.0,BBMAK,spotify:artist:7y1GT7SdgGiFLWoktv2TSw,['boy band']
Shakira,91.0,Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin pop']"
Nelly,76.0,Nelly,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
R. Kelly,68.0,R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,[]
JAY-Z,85.0,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'hip hop', 'rap']"
Beastie Boys,69.0,Beastie Boys,spotify:artist:03r4iKL2g2442PT9n2UKsx,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']"
Ashlee Simpson,49.0,Ashlee Simpson,spotify:artist:4hqDqHtBlgxXpLXVYf7c8L,"['dance pop', 'post-teen pop']"
Young Buck,61.0,Young Buck,spotify:artist:4pr7J7wzgObkE3DD3Izi7q,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'nashville hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
John Mayer,79.0,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']"
Omarion,61.0,Omarion,spotify:artist:0f5nVCcR06GX8Qikz0COtT,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']"
Cast Of Rent,43.0,Cast Of The Motion Picture Rent,spotify:artist:4vLVxKPowMj14Ou1NNUxuc,"['hollywood', 'show tunes']"
Nine Inch Nails,67.0,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']"
Miley Cyrus,89.0,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,"['dance pop', 'pop']"
,,,,
Demi Lovato,80.0,Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,"['dance pop', 'pop', 'post-teen pop']"
Chris Brown,90.0,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'r&b']"
Adele,87.0,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']"
Jason Aldean,75.0,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']"
Glee Cast,73.0,Glee Cast,spotify:artist:0SCbttzoZTnLFebDYmAWCm,"['glee club', 'hollywood', 'post-teen pop']"
Vicci Martinez,22.0,Vicci Martinez,spotify:artist:1sxu3pxg9icRUHpyWpDxz2,['deep talent show']
Sam Smith,89.0,Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']"
,,,,
Charlie Puth,84.0,Charlie Puth,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,"['dance pop', 'pop', 'viral pop']"
Logic,78.0,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
Kevin Gates,75.0,Kevin Gates,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Travis Scott,91.0,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']"
XXXTENTACION,89.0,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,"['emo rap', 'miami hip hop']"
Katy Perry,86.0,Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X,"['dance pop', 'pop']"
,,,,
,,,,
Luke Combs,83.0,Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,"['contemporary country', 'country']"
Garbage,59.0,Garbage,spotify:artist:6S0GHTqz5sxK5f9HtLXn9q,"['alternative dance', 'alternative rock', 'dance pop', 'dance rock', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']"
Fuel,58.0,Fuel,spotify:artist:0EyuKHE1AeE9lWUF8mzKVp,"['alternative metal', 'alternative rock', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']"
Deborah Cox,51.0,Deborah Cox,spotify:artist:601893mmW5hl1FBOykWZHG,"['canadian pop', 'contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary', 'vocal house']"
LFO,44.0,LFO,spotify:artist:1FizW0swe8ODtXvEOHXbHX,['boy band']
Willie Nelson,72.0,Willie Nelson,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,"['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Nat King Cole,78.0,Nat King Cole,spotify:artist:7v4imS0moSyGdXyLgVTIV7,['adult standards']
Ricky Nelson,58.0,Ricky Nelson,spotify:artist:73sSFVlM6pkweLXE8qw1OS,"['adult standards', 'bubblegum pop', 'lounge', 'rock-and-roll', 'rockabilly']"
Fabian,52.0,Fabian Mazur,spotify:artist:5BBBDm18Y0TCRXZggaOnZG,"['bass trap', 'danish electronic', 'electronic trap', 'traprun']"
Jimmy Dean,43.0,Jimmy Dean,spotify:artist:1RaDKTFXuy0qA8YV1h9SwC,['nashville sound']
,,,,
The Lovin' Spoonful,62.0,The Lovin' Spoonful,spotify:artist:7CCn4PFRRRZF127jtCBAUe,"['art rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'soft rock', 'soul']"
Smokey Robinson & The Miracles,59.0,Smokey Robinson & The Miracles,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
The Elton John Band,0.0,John Mahon of the Elton John Band,spotify:artist:0t5ZgCjZ5410Bpi4ecfAW7,[]
Rick Springfield,61.0,Rick Springfield,spotify:artist:6IFXsrXBpwbIqtOUOiAa3p,"['album rock', 'australian rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']"
Rod Stewart,74.0,Rod Stewart,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,"['mellow gold', 'soft rock']"
Steve Perry,58.0,Steve Perry,spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']"
Duran Duran,69.0,Duran Duran,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'synthpop']"
Whitney Houston,79.0,Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,"['dance pop', 'pop', 'urban contemporary']"
Heart,69.0,Tom Petty and the Heartbreakers,spotify:artist:4tX2TplrkIP4v05BNC903e,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
Steve Winwood,61.0,Steve Winwood,spotify:artist:5gxynDEKwNDgxGJmJjZyte,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']"
Prince,77.0,Prince Royce,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,"['bachata', 'latin hip hop', 'urbano latino']"
Tears For Fears,74.0,Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']"
Bryan Adams,76.0,Bryan Adams,spotify:artist:3Z02hBLubJxuFJfhacLSDc,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
,,,,
Toni Braxton,65.0,Toni Braxton,spotify:artist:3X458ddYA2YcVWuVIGGOYe,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Bone Thugs-N-Harmony,67.0,Bone Thugs-N-Harmony,spotify:artist:5spEJXLwD1sKUdC2bnOHPg,"['gangster rap', 'hip hop', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop']"
R.E.M.,74.0,R.E.M.,spotify:artist:4KWTAlx2RvbpseOGMEmROg,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
