0,1,2,3,4
Sugababes,62.0,Sugababes,spotify:artist:7rZNSLWMjTbwdLNskFbzFf,"['dance pop', 'europop', 'girl group']"
,,,,
,,,,
Teairra Mari,38.0,Teairra Marí,spotify:artist:6Mox9P9U7HpuAd9ULwvP7N,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
,,,,
The Strokes,77.0,The Strokes,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
,,,,
Regina Spektor,63.0,Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,"['indie pop', 'lilith', 'piano rock']"
,,,,
,,,,
,,,,
The Lost Trailers,28.0,The Lost Trailers,spotify:artist:3A5urS1Gh3qwxSvQgCx9ow,"['country road', 'modern country rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2 Chainz,77.0,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
,,,,
,,,,
Jake Worthington,32.0,Jake Worthington,spotify:artist:40v31oiMOaz7dorFhevJRp,['deep talent show']
,,,,
RaeLynn,55.0,RaeLynn,spotify:artist:5dMnvpYEfXvSexjwnSRH5n,"['contemporary country', 'country', 'country pop', 'deep talent show']"
Who Is Fancy,42.0,Who Is Fancy,spotify:artist:5QSx2vpiSchSeCwc0qmfNI,[]
J Balvin,88.0,J Balvin,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'reggaeton colombiano', 'urbano latino']"
Madi Davis,9.0,Madi Davis,spotify:artist:1ElMTvVPnRlpOIzw5vZXRQ,['deep talent show']
,,,,
James Bay,73.0,James Bay,spotify:artist:4EzkuveR9pLvDVFNx6foYD,"['neo mellow', 'pop', 'pop rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Farruko,85.0,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
DDG,67.0,DDG,spotify:artist:0WK3H9OErSn5zKOkOV5egm,"['pop rap', 'rap', 'trap', 'viral rap']"
,,,,
,,,,
Johnnie Ray,43.0,Johnnie Ray,spotify:artist:6SQKNCUKIWjR1pQ1U3PZZq,"['adult standards', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
The Revels,30.0,The Revels Chorus,spotify:artist:1JINVUk1oB4ri3xG6UU9Jc,[]
Bobby Comstock And The Counts,2.0,Bobby Comstock & The Counts,spotify:artist:17TH7qCY5x5b9yqdrne4IU,[]
Garry Mills,9.0,Garry Mills,spotify:artist:3HF1bav7BHbNXSI5u2dZOW,['deep adult standards']
Mary Ann Fisher,5.0,Mary Ann Fisher,spotify:artist:7I7qDtr92tuTHyco6x3iTW,[]
,,,,
Tico And The Triumphs,4.0,Tico & The Triumphs,spotify:artist:3YIvsiNpp6GboIla1ppKnw,['soda pop']
Benny Spellman,22.0,Benny Spellman,spotify:artist:16w2zedVfGOHZpRnXhJCjW,"['new orleans soul', 'rhythm and blues']"
Ann Cole,10.0,Ann Cole,spotify:artist:1Ig4eJhkfzDB2386DVJ0TQ,[]
,,,,
Arthur Lyman Group,2.0,Arthur Lyman Group,spotify:artist:4sX0dNqcvEN1IwtkgYoWSG,[]
James Gilreath,5.0,James Gilreath,spotify:artist:4bIyrIaZF9xTRNmaTTndPu,[]
Bobby Pickett,44.0,"Bobby ""Boris"" Pickett",spotify:artist:42MRYPhQfcEXqb18dl5ERX,"['halloween', 'novelty']"
Tammy Montgomery,9.0,Tammy Montgomery,spotify:artist:77nF3Eq6C9AHxUhi5UkfSp,['motown']
Murry Kellum,4.0,Murry Kellum,spotify:artist:1cx6ptnYRvpA3mBlvKlDAL,[]
Pete Drake And His Talking Steel Guitar,1.0,Pete Drake & his Talking Steel Guitar,spotify:artist:28wGeSOjAEeoDP1Z9DsBim,['steel guitar']
Wallace Brothers,1.0,Wallace Brothers,spotify:artist:6JhnmXfodVgNBJsRvLzX4w,[]
The Dolphins,6.0,Dolphins Into The Future,spotify:artist:1HeqJRh0KjYFYc8Wcq5saE,"['belgian experimental', 'hauntology']"
George & Gene,12.0,George Jones and Gene Pitney,spotify:artist:1baIbQnnosbDHgTMZNkVrc,[]
The Marvelows,17.0,The Marvelows,spotify:artist:5UBLqIfKvD6GNuZefZQ504,"['chicago soul', 'doo-wop']"
The San Remo Golden Strings,10.0,The San Remo Golden Strings,spotify:artist:1UOBrDPKEfDqMEbcB8eUYD,[]
The Hardtimes,0.0,The Hardtimes,spotify:artist:0NGfBgjZZDHW4oT0VrUyeQ,[]
Senator Bobby & Senator McKinley,0.0,Senator Bobby And Senator McKinley,spotify:artist:5EkglJEAluRN3f4naxvHOP,[]
Jerryo,0.0,Jerryonthetrack,spotify:artist:1Im3185pfpqXSrrtLEIA5m,[]
Hamilton Camp,11.0,Hamilton Camp,spotify:artist:5ND1l6L0UQD7KoAnMupeYY,['american folk revival']
,,,,
The Love Generation,0.0,The Love Generation,spotify:artist:1tLMo0l22mfiyICbyr6MSm,[]
Ruby Winters,17.0,Ruby Winters,spotify:artist:7e8v9C48pJtQoa5ucb56EJ,[]
,,,,
,,,,
The Kimberlys,9.0,The Kimberlys,spotify:artist:1AlPE0RUo0BXJmIgIXoBla,[]
Susan Raye,30.0,Susan Raye,spotify:artist:09efpf4ONuA3Ezctd8lXza,"['bakersfield sound', 'country gospel']"
Cochise,69.0,Cochise,spotify:artist:46HzS7yz0c9udVwtbHk1sx,"['plugg', 'pluggnb', 'viral rap']"
Waldo De Los Rios,38.0,Waldo De Los Ríos,spotify:artist:07qXhgXDj4u7Pqf8AHRMtA,['easy listening']
Apollo 100,24.0,Apollo 100,spotify:artist:6v0kvTi9pOI2ZFrWGQhdsc,[]
Tufano & Giammarese,1.0,Tufano & Giammarese,spotify:artist:7co1PJJq9Kwr0jLLbS5NNh,[]
,,,,
,,,,
,,,,
Dwight Twilley Band,29.0,Dwight Twilley Band,spotify:artist:6IpcPRU1kV0J58kd2w8vSC,"['power pop', 'pub rock', 'underground power pop']"
Steve Harley And Cockney Rebel,49.0,Steve Harley & Cockney Rebel,spotify:artist:6EL5GD53kaaVgJCHgdtdLz,"['classic uk pop', 'glam rock', 'pub rock']"
Terry Bradshaw,16.0,Terry Bradshaw,spotify:artist:11trTKBmeHMpXiOmZOvdds,[]
Marmalade,47.0,Marmalade,spotify:artist:1tttI1iC4FsS6BM5l38oe5,"['bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat']"
Ozo,54.0,Ozonezzz,spotify:artist:3D4ZyZNY4vP7YHF9CtWQzZ,['white noise']
Automatic Man,0.0,Automatic Manuel,spotify:artist:0ucjmmz1rvKBRFGKtTPxwT,[]
Dynasty,79.0,Shiloh Dynasty,spotify:artist:1wxPItEzr7U7rGSMPqZ25r,['lo-fi chill']
Jim Hurt,0.0,Jim Hurtz,spotify:artist:3a7WtDqQH6EGinJid9T5KD,[]
Colin James Hay,0.0,Colin James Hay,spotify:artist:1CnNzCVytyR29d6UmezrIt,[]
Eric B. & Rakim,54.0,Eric B. & Rakim,spotify:artist:6jHG1YQkqgojdEzerwvrVv,"['alternative hip hop', 'bboy', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']"
Good 2 Go,25.0,Good Guys Go to Heaven,spotify:artist:5DPBdkOpPftfUSZ78L3Tto,[]
,,,,
,,,,
The Lemonheads,54.0,The Lemonheads,spotify:artist:6w7fc6IZlo5zwBaKT5jU1X,"['alternative pop', 'alternative rock', 'boston rock', 'pop rock', 'power pop']"
,,,,
Wet Wet Wet,71.0,Koe Wetzel,spotify:artist:1Tie3AZgLQZqYEp8Fv4zOZ,['texas country']
Vicious,58.0,Rob Vicious,spotify:artist:2gGtD7OGXbNZAY3oCZvZqA,['cali rap']
Super Cat,43.0,Super Cat,spotify:artist:7hHDN8REbPLpv46ROortOM,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'roots reggae']"
,,,,
Mulberry Lane,9.0,Mulberry Lane,spotify:artist:066YBrNlMfGu6Qe9qe9iir,[]
Cam'ron,60.0,Cam’ron,spotify:artist:7iMvwE8qANp3aIfAGKEAwS,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Beth Hart,53.0,Beth Hart,spotify:artist:30TrHDLNCKQVTYWOn9QqOC,['modern blues']
,,,,
Zombie Nation,50.0,Zombie Nation,spotify:artist:7vFpNLbCXbBFs4kFBUlkSl,['german techno']
,,,,
Sarina Paris,26.0,Sarina Paris,spotify:artist:41gheHlTde3shn2kiwndm7,"['bubblegum dance', 'europop']"
Leslie Carter,25.0,Lesliey Carter,spotify:artist:0Ovnll55FKxpcxqJ4C6VRQ,[]
St. Lunatics,39.0,St. Lunatics,spotify:artist:6rxiUsSvkn5yTs1kfuV8Le,"['dirty south rap', 'pop rap', 'southern hip hop', 'st louis rap']"
,,,,
Trick Daddy,59.0,Trick Daddy,spotify:artist:12FHARd9fY0Tu0ila4Ua25,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mr. Cheeks,43.0,Mr. Cheeks,spotify:artist:0UeVxCKyBypjQvDCT889zt,['hip pop']
,,,,
Daniel Rodriguez,33.0,Daniel Rodriguez,spotify:artist:57Wn64RH6FvI5gu9bdbXIp,[]
Talib Kweli,56.0,Talib Kweli,spotify:artist:0lEssBAxQl2In4RpaB1C2Y,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']"
,,,,
Kiley Dean,15.0,Kiley Dean,spotify:artist:5DwwWqoLNvjK2DwIh0Ofy2,"['hip pop', 'urban contemporary']"
Obie Trice,62.0,Obie Trice,spotify:artist:2XnnxQzxFZG8qEPjakokPM,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
Dwele,68.0,Dwele,spotify:artist:7u6LfVyYpEzMpHLL7jTyvU,"['neo soul', 'r&b', 'urban contemporary']"
Trillville,46.0,Trillville,spotify:artist:3jahzTuztFVegfKXChatkY,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
,,,,
Cherie,27.0,Cherie Amour,spotify:artist:1AEA7WXbSHrGKKD7P0Jj52,[]
,,,,
,,,,
Young Jeezy,18.0,DJ Drama & Young Jeezy,spotify:artist:1kJXCyS43NnwlscWJFxjCK,[]
,,,,
Mario Vazquez,40.0,Mario Vazquez,spotify:artist:7iMjWsjqbmYLobomSh4B64,['urban contemporary']
,,,,
,,,,
Meryl Streep,65.0,Meryl Streep,spotify:artist:2HB65P72dFRiOKvbLLcil2,['hollywood']
Jamey Johnson,63.0,Jamey Johnson,spotify:artist:5yhxqYI0JBwUKfXpSEjiM8,"['country', 'country road', 'outlaw country', 'redneck']"
,,,,
Steel Magnolia,24.0,Steel Magnolia,spotify:artist:7sbNNaQTulMUEWxL5aDTiT,"['country dawn', 'country road']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Hadouken!,37.0,Hadouken!,spotify:artist:1369EOxSlL69yV9Yp1nVaR,"['dance-punk', 'new rave']"
,,,,
,,,,
alt-J,71.0,alt-J,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,"['indie rock', 'modern rock']"
,,,,
,,,,
,,,,
Dove Cameron,74.0,Dove Cameron,spotify:artist:2W8yFh0Ga6Yf3jiayVxwkE,"['pop', 'post-teen pop']"
,,,,
,,,,
Galantis,75.0,Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
William Michael Morgan,39.0,William Michael Morgan,spotify:artist:03tfKFHhDoDqF73vCI3cxn,"['contemporary country', 'country pop']"
Olivia O'Brien,69.0,Olivia O'Brien,spotify:artist:1QRj3hoop9Mv5VvHQkwPEp,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'rap']"
Marian Hill,55.0,Marian Hill,spotify:artist:1xHQO9GJIW9OXHxGBISYc5,['electropop']
Nicky Jam,82.0,Nicky Jam,spotify:artist:1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'urbano latino']"
,,,,
,,,,
,,,,
,,,,
Janelle Monae,67.0,Janelle Monáe,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'electropop', 'escape room', 'neo soul', 'pop']"
,,,,
,,,,
,,,,
,,,,
Frankie Vaughan,24.0,Frankie Vaughan,spotify:artist:1ihw8Evlq7gPuoHW520STD,"['deep adult standards', 'merseybeat', 'rock-and-roll']"
The Swallows,23.0,The Swallows,spotify:artist:2KL7KDeEPo4rOiM94NaWrq,['rhythm and blues']
Kalin Twins,27.0,Kalin Twins,spotify:artist:6LXtFndRkOihPIa2dWY3FH,"['deep adult standards', 'doo-wop']"
Andy Rose,0.0,Andy Rose,spotify:artist:06ACLfhOpR6PYxkMZcHHyT,[]
The Wild-Cats,0.0,The Wild Cats,spotify:artist:1Kncvy1T2gEjlYXOcpngUE,[]
Les Compagnons De La Chanson,34.0,Les Compagnons De La Chanson,spotify:artist:0tqfplArnNaPnE2AkNIglR,['vintage chanson']
,,,,
Larry Bright,4.0,Larry Bright,spotify:artist:5vmS5w5Hy4Xiw6aIrC6LBA,[]
The Blue Notes,56.0,Harold Melvin & The Blue Notes,spotify:artist:438JBZR1AR0l04AzcYW9gy,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
Ray Conniff His Orchestra And Chorus,60.0,Ray Conniff,spotify:artist:7LfRnzGM0wRSyS5mmAwJbv,"['adult standards', 'easy listening', 'lounge']"
The Texans,0.0,The Texans,spotify:artist:1qK1QCNz8dyXHUncn1Vunl,[]
,,,,
The Flares,9.0,The Flares,spotify:artist:03alk4J1bb3DFEsD3WyiFH,[]
Bull Moose Jackson,19.0,Bull Moose Jackson,spotify:artist:7LvQ7F9il2LSzH7iwR4N2p,"['jump blues', 'rhythm and blues']"
Jimmy Elledge,3.0,Jimmy Elledge,spotify:artist:4xJgf5FGAe5qNMV7vh8uO7,[]
Frank Slay And His Orchestra,0.0,Frank Slay and His Orchestra,spotify:artist:7byMbt3f91PJnoyL9KPhCP,[]
Jimmie Beaumont,0.0,This song was recorded by Jimmie Ross of the Jaggerz and Donna Groom of Jimmy Beaumont and the Skyliners,spotify:artist:2QCjbALKx6VFrJP3ttYZjm,[]
Don Shirley,34.0,Don Shirley,spotify:artist:28gtOMHE3YD9uDR3ht6E0x,[]
The Castle Sisters,0.0,The Castle Sisters,spotify:artist:72HXkxyomWKPrWj0OQUeBw,[]
The Radiants,22.0,The Radiants,spotify:artist:2aB94xAF1yUDTGLTIdkw7I,"['chicago soul', 'classic soul']"
Pete Antell,10.0,Pete Antell,spotify:artist:6jHFTtNDHOLazoc167xQMx,[]
Charlie Byrd,48.0,Charlie Byrd,spotify:artist:0i5yrKtlP4URcRBXQQwnik,"['bossa nova', 'jazz guitar']"
,,,,
Count Basie,62.0,Count Basie,spotify:artist:2jFZlvIea42ZvcCw4OeEdA,"['adult standards', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']"
Doris Troy,43.0,Doris Troy,spotify:artist:3jiBDfjnWIdLQEEOdKqZex,"['northern soul', 'southern soul']"
The Glencoves,0.0,The Glencoves,spotify:artist:5JmwL9gUTOOKcR3S1uJIUP,[]
,,,,
The Diplomats,50.0,The Diplomats,spotify:artist:0P8YNJXX7QeQ8iZIUCXJgi,"['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
The Womenfolk,0.0,J. Lalah Simcoe (of The Womenfolk),spotify:artist:3joKRppyC8nEyZ72a3vDnL,[]
Bobby Wood,12.0,Bobby Woods,spotify:artist:0Xn4D1ZwBz124PZDj9jbRn,[]
Phyllis McGuire,4.0,PHYLLIS MCGUIRE,spotify:artist:2Rizn72tHs5rjQFdFDqKZT,[]
,,,,
Cannibal And The Headhunters,10.0,Cannibal & The Headhunters,spotify:artist:7whVcGHRXxF2uUCZhJb4mA,[]
,,,,
The C.O.D.'s,63.0,The Cast of Roald Dahl's Matilda The Musical,spotify:artist:6uJqlXjDcRcpCuxTAXybKf,[]
Hedgehoppers Anonymous,17.0,Hedgehoppers Anonymous,spotify:artist:5A3bl1xizicm2UoXHmmkkq,"['british invasion', 'merseybeat']"
The Peels,4.0,The Orange Peels,spotify:artist:1z6uUW1Jkivvs7SD3M2FBf,['modern jangle pop']
,,,,
The Monitors,28.0,The Monitors,spotify:artist:4esm0n9pRbF92yRNlY59RG,['motown']
"""Groove"" Holmes",30.0,"Richard ""Groove"" Holmes",spotify:artist:7izkpvBGc31hUccjdSNz8k,"['instrumental soul', 'jazz funk', 'jazz organ', 'soul jazz']"
The Fascinations,0.0,the fascinations,spotify:artist:0DuZAodfQGNLH4RGOnRyoY,[]
Larry Williams & Johnny Watson,18.0,Larry Williams & Johnny Watson,spotify:artist:20HVf2j1u1qObPT1ZZERcl,[]
The Blues Project,23.0,The Blues Project,spotify:artist:1lvclIZLUGZ52gMi7uDDkv,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
The Wildweeds,5.0,The Wildweeds,spotify:artist:5Ns1dtDu74romOJxfqjxgL,[]
Jon & Robin,13.0,Jon & Robin,spotify:artist:1GdPCwrerFsj8OT1o7dkLS,[]
Sally Field,0.0,Sally Field,spotify:artist:2BAViIDrv6OSwJyc4XaspY,[]
Calvin Arnold,0.0,Calvin Arnold,spotify:artist:2mhc2GzhcBsrcNghqyZaVa,[]
,,,,
,,,,
Wilmer And The Dukes,2.0,Wilmer & the Dukes,spotify:artist:49F5IOp44CAvcng8LHeFb5,[]
The Avant-Garde,0.0,The Avant-Garde Avant-Gardes,spotify:artist:5ZTTjAbIB2ExATEKUOUJTh,[]
Buddy Miles Express,9.0,Buddy Miles Express,spotify:artist:26qBczggdfGcg03T1STnzf,"['rare groove', 'rock drums']"
Fabulous Counts,3.0,The Fabulous Counts,spotify:artist:6nJGlkAn0B8z2ndw1z0sgM,[]
,,,,
Brian Auger & The Trinity,27.0,Brian Auger & The Trinity,spotify:artist:64mmVwEeYtiiheLlRhTMuU,[]
Whatnauts,30.0,The Whatnauts,spotify:artist:2SFOkFzbmtkUJ5A6LcYPWB,"['classic soul', 'souldies']"
Hog Heaven,0.0,Heavenly Hogenes,spotify:artist:3ftxMifVEVMZn3HtZOd4ui,[]
The Free Movement,17.0,The Free Movement,spotify:artist:75LPMzMMXdqp5WxuDrmq7j,[]
,,,,
Nolan,48.0,Forrest Nolan,spotify:artist:3M8UUCqb0mIEn5S2lO13yv,['modern indie pop']
Sweathog,4.0,Sweathog,spotify:artist:3YWSmoTEG3HokPwvvXMeRh,[]
,,,,
,,,,
Carlos Santana & Buddy Miles,8.0,Carlos Santana & Buddy Miles,spotify:artist:3xzv5kMXulv03oeXs6H8eL,[]
Nolan Porter,37.0,Nolan Porter,spotify:artist:7H2X4y4sB4EnP593GbQi66,"['northern soul', 'psychedelic soul']"
Earnest Jackson,35.0,Earnest Jackson,spotify:artist:5pXRWt2xs9uVuBO2n49jrm,[]
Fire And Rain,0.0,"Blood, Fire and Rainwater",spotify:artist:2KbUlKwjtRj1GvVgbj4sZy,[]
