0,1,2,3,4
Flash Cadillac And The Continental Kids,6.0,Flash Cadillac & The Continental Kids,spotify:artist:2Nhw6Bzkf9AsZQbOQ3nP5e,['parody']
Stephen Bishop,55.0,Stephen Bishop,spotify:artist:3JhRHqCi8HEzkJVWt19LtN,"['adult standards', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
Boney M,73.0,Boney M.,spotify:artist:54R6Y0I7jGUCveDTtI21nb,['europop']
T-Connection,39.0,Andrea True Connection,spotify:artist:3GHovBcEWpbnwCZDPF9GpM,['disco']
,,,,
The Marshall Tucker Band,58.0,The Marshall Tucker Band,spotify:artist:59QxeZBL6k9L4oJBGSyukd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']"
,,,,
Wet Willie,39.0,Wet Willie,spotify:artist:6fzgnTv8gVkfFhA6V8Qdsh,"['blues rock', 'classic rock', 'country rock', 'southern rock']"
George Duke,49.0,George Duke,spotify:artist:3EB0uKE2lGw6BB1UFJrONl,"['funk', 'jazz funk', 'jazz fusion', 'jazz piano', 'smooth jazz']"
Kevin Lamb,0.0,Kevin Lamberti,spotify:artist:7reU6yHFJAisDZTc5CGY1r,[]
Mick Jackson,0.0,Mickaël Jackson,spotify:artist:1J5fuwBLvKbhSQzU4DLk9h,[]
Sylvester,51.0,Sylvester,spotify:artist:5TGTpu4g8siFOIctZuQO7y,"['disco', 'hi-nrg', 'post-disco']"
,,,,
Melissa Manchester,44.0,Melissa Manchester,spotify:artist:78udmCDNaDu5jqfVnBqwia,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock', 'yacht rock']"
Ironhorse,0.0,Ironhorse Mudd Crew,spotify:artist:5hevhT6EZldUow8in1Y1In,[]
KC And The Sunshine Band,65.0,KC & The Sunshine Band,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,"['disco', 'funk', 'soft rock']"
Herman Brood,40.0,Herman Brood & His Wild Romance,spotify:artist:25uGmqV7NJt81bSYlEMKB0,"['dutch indie', 'dutch pop', 'dutch rock', 'nederpop']"
A Taste Of Honey,45.0,A Taste Of Honey,spotify:artist:1ii6e2pv8VIRwnTER71rMl,"['boogie', 'disco', 'funk', 'post-disco', 'quiet storm']"
Pat Travers,34.0,Pat Travers Band,spotify:artist:4ZjFFy2brYzBcYNAPwhW6W,"['blues rock', 'southern rock']"
Sammy Hagar,55.0,Sammy Hagar,spotify:artist:1hXjTjJzZTXDZ75AclOo6N,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']"
Rainbow,71.0,Rainbow Kitten Surprise,spotify:artist:4hz8tIajF2INpgM0qzPJz2,['modern rock']
The Babys,44.0,The Babys,spotify:artist:6z7wrwE2QW7Keb9ozoF0rg,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
The B-52s,61.0,The B-52's,spotify:artist:3gdbcIdNypBsYNu3iiCjtN,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
Joe Sun,56.0,Joel Sunny,spotify:artist:4WC54JUV6ewZOuz8Cl2Cym,['pop violin']
Lenny LeBlanc,46.0,Lenny LeBlanc,spotify:artist:6UXDMJQeP2GCfHgspo2KZx,"['classic praise', 'world worship', 'worship']"
Pure Prairie League,50.0,Pure Prairie League,spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']"
Jesse Winchester,35.0,Jesse Winchester,spotify:artist:0LQrsY8CFvCyUAqAtiiVxw,"['country rock', 'folk', 'roots rock', 'singer-songwriter']"
Dave Edmunds,45.0,Dave Edmunds,spotify:artist:65Gh3BfK84aTIugiRCgLBA,"['british blues', 'classic uk pop', 'power pop', 'pub rock', 'rockabilly', 'roots rock']"
Robbie Dupree,47.0,Robbie Dupree,spotify:artist:3jrgftS3TYbNxcPt5itKhz,"['mellow gold', 'soft rock', 'yacht rock']"
April Wine,53.0,April Wine,spotify:artist:1JHzh1ETQTMoFb2CgncnTL,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
Bernadette Peters,40.0,Bernadette Peters,spotify:artist:1lIG8lqWxus7LqThGUXMa1,"['broadway', 'hollywood', 'show tunes', 'vintage broadway']"
Blue Oyster Cult,65.0,Blue Öyster Cult,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']"
Larry Carlton,44.0,Larry Carlton,spotify:artist:7aRi9OzdA2ciputfuguaPK,"['jazz fusion', 'jazz guitar', 'smooth jazz']"
Gamma,41.0,Los Gamma,spotify:artist:4dtO6j9hZJQyD6wP41qKtB,"['grupera', 'gruperas inmortales']"
Alessi,77.0,Alessia Cara,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
The Reddings,19.0,The Reddings,spotify:artist:25J2zw5Yzn51UowSvGjUyJ,"['funk', 'post-disco', 'post-disco soul']"
Gerard McMahon,1.0,Gerard McMahon,spotify:artist:7uQOqQ8DfU5Izo8rOhgP9B,[]
Goanna,36.0,Goanna Gang,spotify:artist:6hpD6CjtbAHcOxQJMNv8WE,"[""australian children's music"", 'kids dance party', ""preschool children's music""]"
,,,,
Vanity,43.0,Makeup And Vanity Set,spotify:artist:5iJnzz8Lfh1U3XQpBw95J3,['synthwave']
Vitamin Z,15.0,Vitamin Z,spotify:artist:20VtqNfLGmw8DoFlHlakh5,"['deep new wave', 'synthpop']"
Scritti Politti,37.0,Scritti Politti,spotify:artist:59luKpdal8UwxcuLJNoKwS,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Ben Folds,51.0,Ben Folds,spotify:artist:55tif8708yyDQlSjh3Trdu,"['permanent wave', 'piano rock', 'pop rock']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Huncho Jack,60.0,Huncho Jack,spotify:artist:6extd4B6hl8VTmnlhpl2bY,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
,,,,
,,,,
,,,,
,,,,
,,,,
Lil Durk,85.0,Lil Durk,spotify:artist:3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
Ray Price,46.0,Ray Price,spotify:artist:5sAg1HZePcFfhrs0G8A8OP,"['honky tonk', 'nashville sound', 'traditional country']"
Little Richard,59.0,Little Richard,spotify:artist:4xls23Ye9WR9yy3yYMpAMm,"['rock-and-roll', 'rockabilly', 'soul']"
Carl Mann,33.0,Carl Mann,spotify:artist:2VMEvDcrKKZg96T4QWXIkT,"['rock-and-roll', 'rockabilly']"
Lou Monte,46.0,Lou Monte,spotify:artist:7dbKeVkihtOifdiu7f3rUg,['novelty']
The Busters,27.0,The Blues Busters,spotify:artist:4xdiDvZzvenKNDHXmYFMVV,"['early reggae', 'jamaican ska', 'rocksteady', 'ska revival']"
,,,,
The Yardbirds,54.0,The Yardbirds,spotify:artist:2lxX1ivRYp26soIavdG9bX,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
,,,,
The Equals,37.0,The Equals,spotify:artist:0l7TxYWNUtEgWocjz8IaOt,"['bubblegum pop', 'classic uk pop', 'merseybeat']"
Deep Purple,68.0,Deep Purple,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
,,,,
Johnny Adams,34.0,Johnny Adams,spotify:artist:24qtJegdRiX2TPRvPN6rzk,"['louisiana blues', 'memphis blues', 'new orleans blues', 'new orleans soul', 'soul blues', 'southern soul', 'swamp pop']"
George Perkins & The Silver Stars,3.0,George Perkins & The Silver Stars,spotify:artist:12rA8dSoAe3lbGVq3Kwpfk,[]
Edgar Winter,47.0,The Edgar Winter Group,spotify:artist:7j9PMegEgVN1fNp8NZXNCI,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']"
John Travolta,68.0,John Travolta,spotify:artist:4hKkEHkaqCsyxNxXEsszVH,['hollywood']
Quiet Riot,60.0,Quiet Riot,spotify:artist:1dLWg6m8RRhizsdqJbhyj3,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Hooters,53.0,The Hooters,spotify:artist:7uhvDINTTiD0XBrP9fquN1,"['album rock', 'mellow gold', 'philly indie', 'soft rock']"
Europe,66.0,Europe,spotify:artist:7Js6Lde8thlIHXggv2SCBz,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']"
Terence Trent D'Arby,0.0,Karaoke - Terence Trent D'arby,spotify:artist:7pw0m8XXl8JT9zn93Z5bH1,[]
Peter Cetera,62.0,Peter Cetera,spotify:artist:5xWPOujQqd4wXyB08slZ9Z,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
,,,,
,,,,
The Conscious Daughters,34.0,The Conscious Daughters,spotify:artist:120cCFsKuYyGeIQaOMs0DV,"['alternative r&b', 'g funk', 'west coast rap']"
,,,,
,,,,
Rome,83.0,Romeo Santos,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,['bachata']
,,,,
Playa,69.0,Ghostface Playa,spotify:artist:5xegBBY3vjR75woVR9kiy7,['drift phonk']
The Offspring,77.0,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
,,,,
Lonestar,60.0,Lonestar,spotify:artist:3qbnxnvUqR14MJ9g8QwZJK,"['contemporary country', 'country', 'country road']"
Creed,79.0,Creedence Clearwater Revival,spotify:artist:3IYUhFvPQItj6xySrBmZkd,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
Limp Bizkit,75.0,Limp Bizkit,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
Bowling For Soup,62.0,Bowling For Soup,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,"['comic', 'pop punk', 'pop rock', 'texas pop punk']"
,,,,
,,,,
,,,,
,,,,
,,,,
Lady Antebellum,70.0,Lady A,spotify:artist:32WkQRZEVKSzVAAYqukAEA,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
,,,,
Keri Hilson,69.0,Keri Hilson,spotify:artist:63wjoROpeh5f11Qm93UiJ1,"['dance pop', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']"
,,,,
,,,,
,,,,
James Wolpert,14.0,James Wolpert,spotify:artist:3c95qPRLU7Jpu9rC3rc5A0,['deep talent show']
Frank Ocean,85.0,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Playboi Carti,84.0,Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']"
Jerry Lee Lewis And His Pumping Piano,4.0,Jerry Lee Lewis & His Pumping Piano,spotify:artist:66Im4CxO5Hnn4zrGVLVo2Q,[]
Tommy Edwards,44.0,Tommy Edwards,spotify:artist:1ObAu0tz0NlOI6FNHTXchD,"['adult standards', 'deep adult standards', 'doo-wop', 'rock-and-roll']"
Sil Austin,28.0,Sil Austin,spotify:artist:4ZER6Et93aVvfwzaiwjjbI,[]
Mitchell Torok,4.0,Mitchell Torok,spotify:artist:6IXaAxq9mkktxZnqlWYbxf,['deep adult standards']
The Limeliters,30.0,The Limeliters,spotify:artist:08Zx5pufnilNAjm28CauiH,['american folk revival']
Burl Ives,72.0,Burl Ives,spotify:artist:0MHgLfmQdutffmvWe5XBTN,"['adult standards', 'american folk revival']"
The Lettermen,46.0,The Lettermen,spotify:artist:3lzlUccNrekC1oFPCjNIOX,"['adult standards', 'bubblegum pop', 'easy listening', 'lounge', 'vocal harmony group']"
Tommy Roe,42.0,Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,"['adult standards', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
Millie Small,40.0,Millie Small,spotify:artist:0h3n6BqxvmRhWwNcdw4CWT,"['jamaican ska', 'ska revival']"
Billy Stewart,46.0,Billy Stewart,spotify:artist:21llKqnS025UdaAMslJS4J,"['chicago soul', 'classic soul', 'souldies']"
Vanilla Fudge,40.0,Vanilla Fudge,spotify:artist:0vIMq3W8V63uR4Ymgm2pF1,"['acid rock', 'blues rock', 'proto-metal', 'psychedelic rock']"
Pacific Gas And Electric,28.0,Pacific Gas & Electric,spotify:artist:0WNQHJ6HeMlIxyjPQ2PrF5,[]
,,,,
Donna Fargo,36.0,Donna Fargo,spotify:artist:4tIQ6BeFRvYApoAyJmaeVC,['classic country pop']
Leon Russell,49.0,Leon Russell,spotify:artist:6r1Xmz7YUD4z0VRUoGm8XN,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock']"
Bob Marley And The Wailers,79.0,Bob Marley & The Wailers,spotify:artist:2QsynagSdAqZj3U9HgDzjD,"['reggae', 'roots reggae']"
The Knack,57.0,The Knack,spotify:artist:0Nn9YwJzcaeuU1jJL06e3r,"['album rock', 'classic rock', 'new wave pop', 'power pop']"
Michael Sembello,62.0,Michael Sembello,spotify:artist:771qBvjnXOH9Azr6lKy6FB,['hi-nrg']
Rockwell,58.0,Rockwell,spotify:artist:3xs0LEzcPXtgNfMNcHzLIP,[]
Paul Lekakis,28.0,Paul Lekakis,spotify:artist:5T5nmu5zNxNJHGdWMfcUkx,['hi-nrg']
Mr. Mister,57.0,Mr. Mister,spotify:artist:7Bah8E0kCETqEpAHI6CPzQ,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
Bill Medley & Jennifer Warnes,12.0,Bill Medley & Jennifer Warnes,spotify:artist:474704VWtghgra0b3Xru8V,[]
The Bangles,63.0,The Bangles,spotify:artist:51l0uqRxGaczYr4271pVIC,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']"
Nikki,52.0,Nikki Lane,spotify:artist:2kWeFaiHBskk8oqky3KHcR,"['alternative country', 'new americana', 'outlaw country']"
Rhythm Syndicate,0.0,Rhythm Syndicate,spotify:artist:1sU7qgZ9VopsF8AWtQxA6L,[]
Roberta Flack With Maxi Priest,20.0,Roberta Flack with Maxi Priest,spotify:artist:2YqBYvdW7iRqeCpIh8BE56,[]
Meat Loaf,65.0,Meat Loaf,spotify:artist:7dnB1wSxbYa8CejeVg98hz,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
Warren G,64.0,Warren G,spotify:artist:2B4ZHz4QDWJTXPFPgO5peE,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
3T,43.0,3TEETH,spotify:artist:4GHi4xklo0FT0l2CNuLFh2,"['industrial metal', 'industrial rock']"
Rappin' 4-Tay,53.0,Rappin' 4-Tay,spotify:artist:4tzxCsdhR0IIUNyzwrag4C,"['g funk', 'gangster rap', 'hyphy']"
Dana,51.0,Dana McGowen,spotify:artist:4VsnumFuiW1YdUCHgENYUB,['instrumental lullaby']
,,,,
,,,,
The Wallflowers,59.0,The Wallflowers,spotify:artist:0jJNGWrpjGIHUdTTJiIYeB,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
David Gray,61.0,David Gray,spotify:artist:7J2lZBANizgPNfUzux31PV,"['neo mellow', 'permanent wave', 'pop rock']"
,,,,
Gorillaz,81.0,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,['alternative hip hop']
,,,,
Sheryl Crow,68.0,Sheryl Crow,spotify:artist:4TKTii6gnOnUXQHyuo9JaD,"['lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'singer-songwriter']"
,,,,
Godsmack,69.0,Godsmack,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Chris Cagle,53.0,Chris Cagle,spotify:artist:1zhIzONVRlTfD1VQRauHMl,"['contemporary country', 'country', 'country road', 'modern country rock']"
Buddy Jewell,39.0,Buddy Jewell,spotify:artist:43c94u7flZbHSdDaUuohqS,"['country', 'country road']"
,,,,
,,,,
,,,,
James Blunt,71.0,James Blunt,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,"['neo mellow', 'pop', 'pop rock']"
,,,,
Brad Paisley,66.0,Brad Paisley,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,"['contemporary country', 'country', 'country road']"
,,,,
,,,,
,,,,
,,,,
Summer Walker,81.0,Summer Walker,spotify:artist:57LYzLEk2LcFghVwuWbcuS,"['pop', 'r&b', 'rap']"
The Jamies,10.0,The Jamies,spotify:artist:2Ltwdhr24434z5cGEv2vvq,[]
Wink Martindale,11.0,Wink Martindale,spotify:artist:1X5ZSwlYraWjWqjkkhJjdg,['deep adult standards']
Skeeter Davis,49.0,Skeeter Davis,spotify:artist:5b2OzvLaL6nyxw5pbVbSdy,['nashville sound']
The Melodeers,2.0,The Melodeers,spotify:artist:64CcLlZO37HoaaxM8dy6ue,[]
Curtis Lee,30.0,Curtis Lee,spotify:artist:2CM4LFqAr2MS4rIp25pxfg,"['doo-wop', 'rhythm and blues', 'rock-and-roll']"
Hank Ballard And The Midnighters,26.0,Hank Ballard & The Midnighters,spotify:artist:01PZH8MrTxfgfTXNqpMRjG,"['doo-wop', 'rhythm and blues']"
The Dovells,28.0,The Dovells,spotify:artist:6LaraO4gcDKWw0fwIOTodm,"['doo-wop', 'rhythm and blues', 'rock-and-roll']"
Shep And The Limelites,26.0,Shep And The Limelites,spotify:artist:3xaiq6cHhYX5xclwRkT6Jf,[]
Rex Allen,27.0,Rex Allen,spotify:artist:66SqnH24eOjN0IEwWjmMyQ,['cowboy western']
The Bachelors,38.0,The Bachelors,spotify:artist:0qDtyCZRYrja9CoeHXV6FD,"['adult standards', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
Mitch Ryder And The Detroit Wheels,29.0,Mitch Ryder and The Detroit Wheels,spotify:artist:4d22O5s2UK1KzIoZRR8NZk,['detroit rock']
The Shadows Of Knight,32.0,The Shadows Of Knight,spotify:artist:0NRN3tnDVDspHMCfyu2ZwT,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
Frankie Valli,64.0,Frankie Valli & The Four Seasons,spotify:artist:6mcrZQmgzFGRWf7C0SObou,"['adult standards', 'bubblegum pop', 'doo-wop', 'northern soul', 'rock-and-roll']"
The Buckinghams,35.0,The Buckinghams,spotify:artist:4zmxet3ZPdSmL3Xyv1Wegb,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']"
Willie Mitchell,38.0,Willie Mitchell,spotify:artist:3EkURHRbSZWjatYLo36NMS,"['classic soul', 'instrumental soul', 'memphis soul', 'soul']"
Shadows Of Knight,32.0,The Shadows Of Knight,spotify:artist:0NRN3tnDVDspHMCfyu2ZwT,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
Tyrone Davis,45.0,Tyrone Davis,spotify:artist:76agLI5oSCFbmZnBqKcBJd,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']"
,,,,
"Hamilton, Joe Frank & Reynolds",38.0,"Hamilton, Joe Frank & Reynolds",spotify:artist:7vpRSadEAzLs0ikY7gAESe,"['bubblegum pop', 'soft rock']"
Ten Years After,53.0,Ten Years After,spotify:artist:7nkLRaWHImCvWGHdNGnhVE,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'symphonic rock']"
Hurricane Smith,29.0,Hurricane Smith,spotify:artist:2RJ0iPw6LNjlxmbUiB3cfc,"['bubblegum pop', 'classic uk pop']"
Deodato,42.0,Deodato,spotify:artist:0hE3uA2w3guHeKvuc7BpRr,"['bossa nova jazz', 'brazilian jazz', 'jazz funk', 'jazz fusion']"
Lobo,60.0,Los Lobos,spotify:artist:6OWapcJm9xd55ci9CYbAuT,['roots rock']
David Soul,46.0,David Soul,spotify:artist:2eFkm34OMSYRUwP4RAtXaT,['bubblegum pop']
Shaun Cassidy,31.0,Shaun Cassidy,spotify:artist:6XJ5IHDtW2OkjtwVllkANt,['bubblegum pop']
Frank Mills,33.0,Frank Mills,spotify:artist:1rlNSO7W5SWGspO6fgrHPS,[]
,,,,
Artists United Against Apartheid,19.0,Artists United Against Apartheid,spotify:artist:6o2VsYOl5FxnOJYvod1Q8p,['musical advocacy']
Vesta,30.0,Vestal Goodman,spotify:artist:6CHoGb3HjH5ZHA3K6l6C6D,['southern gospel']
Shaquille O'Neal,45.0,Shaquille O'Neal,spotify:artist:67RWyN1fDOu7WuSTIi5hE7,['new jersey rap']
Angelina,40.0,Angelina,spotify:artist:2xMPv7r6uppYaOJBXoMIXs,"['freestyle', 'rosary']"
702,54.0,702,spotify:artist:2S8UlyXW4JjjHcbeg8ddIo,"['contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Amanda Marshall,39.0,Amanda Marshall,spotify:artist:2ON3fLFbL1rHfHEjeYNKsO,"['canadian pop', 'lilith']"
,,,,
,,,,
Lee Ann Womack,59.0,Lee Ann Womack,spotify:artist:738OS3zrCO782uDiUN9pet,"['contemporary country', 'country', 'country dawn']"
