	Performer	Artist_Popularity_x	Performer2	uri_x	Genre	Explicit	Artist_Popularity_y	Song	Duration s	uri_y	url	WeekID	Week Position	SongID	Instance	Previous Week Position	Peak Position	Weeks on Chart	Year
9856	The Glass Bottle	8.0	The Glass Bottle	spotify:artist:0DS9Sq0o5z2T4l1h7MUoKd		False	13.0	I Ain't Got Time Anymore	148.757	spotify:track:2DMgjkYCALGmEhwx5xMGo4	http://www.billboard.com/charts/hot-100/1971-07-17	1971-07-17	94	I Ain't Got Time AnymoreThe Glass Bottle	1		94	1	1971
9857	The Soul Children	29.0	The Soul Children	spotify:artist:74keeJdeVxqce4qJFj6WGx	classic soul	False	21.0	Hearsay	215.48	spotify:track:0fvh2glZQgqoECZJQEfE06	http://www.billboard.com/charts/hot-100/1972-03-18	1972-03-18	94	HearsayThe Soul Children	1		94	1	1972
9858	Python Lee Jackson	27.0	Python Lee Jackson	spotify:artist:7lWPkt4uoVwqSO7QpuYmdN		False	30.0	In A Broken Dream	255.183	spotify:track:0DpyE1JwimaQaiFXQdwUCZ	http://www.billboard.com/charts/hot-100/1972-05-27	1972-05-27	94	In A Broken DreamPython Lee Jackson	1		94	1	1972
9859	Lyn Collins	42.0	Lyn Collins	spotify:artist:6XJPGyxrP66scKvIE9kpPN	classic soul	False	55.0	Think (About It)	204.16	spotify:track:1kG2PZ8geznbDA8I6iWeDi	http://www.billboard.com/charts/hot-100/1972-09-02	1972-09-02	90	Think (About It)Lyn Collins	1		90	1	1972
9860	Burt Reynolds	23.0	Burt Reynolds	spotify:artist:2D5bxrK8NJKmSymP9jfXx8		False	10.0	Let's Do Something Cheap And Superficial	143.693	spotify:track:2MTM4uYopEbkbcmFib4nEI	http://www.billboard.com/charts/hot-100/1980-10-18	1980-10-18	94	Let's Do Something Cheap And SuperficialBurt Reynolds	1		94	1	1980
9861	Amazulu	22.0	Shaka Amazulu The 7th	spotify:artist:7rDn5lYbCFDYLL6ZirkSuR	spiritual hip hop	False	29.0	Montego Bay	182.773	spotify:track:4L72i6hEd9AMPyToqdz3jv	http://www.billboard.com/charts/hot-100/1987-07-25	1987-07-25	94	Montego BayAmazulu	1		94	1	1987
9862	The Rebel Pebbles	2.0	The Rebel Pebbles	spotify:artist:1tCf6wXSd8CXPAshLBEYNb		False	3.0	Dream Lover	237.293	spotify:track:5XpfMyKakK5h6W2lAAQBqK	http://www.billboard.com/charts/hot-100/1991-04-20	1991-04-20	94	Dream LoverThe Rebel Pebbles	1		94	1	1991
9863	Chuckii Booker	32.0	Chuckii Booker	spotify:artist:3O7IxMv6D9iFICSUa5w9X4	contemporary r&b	False	35.0	Turned Away	343.933	spotify:track:7Akh21WwTaO2rlyH9xxCFg	http://www.billboard.com/charts/hot-100/1989-07-08	1989-07-08	95	Turned AwayChuckii Booker	1		95	1	1989
9865	Bruce Hornsby	56.0	Bruce Hornsby	spotify:artist:2iM28IgKg89v1o7BTQAVPo	album rock	False	25.0	Walk In The Sun	282.053	spotify:track:5B9SeOQHiyvheYaAfBq7ml	http://www.billboard.com/charts/hot-100/1995-08-26	1995-08-26	58	Walk In The SunBruce Hornsby	1		58	1	1995
9866	Suga Free	49.0	Suga Free	spotify:artist:7AjokpCIqf0gHMZJlodw2k	g funk	True	43.0	If U Stay Ready	287.026	spotify:track:4PELGGXS8Qhih8OEuTXY48	http://www.billboard.com/charts/hot-100/1997-05-24	1997-05-24	94	If U Stay ReadySuga Free	1		94	1	1997
9867	Sawyer Brown	52.0	Sawyer Brown	spotify:artist:50hFWG3MaUUX5phNrrVc97	country	False	34.0	Drive Me Wild	215.506	spotify:track:7ldDBX4XPJ3RpMWJorOsJ7	http://www.billboard.com/charts/hot-100/1999-02-27	1999-02-27	94	Drive Me WildSawyer Brown	1		94	1	1999
9868	Juanes	77.0	Juanes	spotify:artist:0UWZUmn7sybxMCqrw9tGa7	colombian pop	False	74.0	La Camisa Negra	216.706	spotify:track:2EM9zpAc7PVeoAydmbfVIL	http://www.billboard.com/charts/hot-100/2005-04-09	2005-04-09	97	La Camisa NegraJuanes	1		97	1	2005
9871	Cassie	64.0	Cassie	spotify:artist:27FGXRNruFoOdf1vP8dqcH	dance pop	False	76.0	Me & U	192.213	spotify:track:7k6IzwMGpxnRghE7YosnXT	http://www.billboard.com/charts/hot-100/2006-04-29	2006-04-29	94	Me & UCassie	1		94	1	2006
9873	Heidi Newfield	43.0	Heidi Newfield	spotify:artist:6Jb5H8o9T7c4C13vLFpyPY	country	False	60.0	Johnny & June	218.453	spotify:track:6FmgSnILynpsvDmWTE9uPW	http://www.billboard.com/charts/hot-100/2008-07-26	2008-07-26	94	Johnny & JuneHeidi Newfield	1		94	1	2008
9874	Chedda Da Connect	29.0	Chedda Da Connect	spotify:artist:0KF35OGFXQttk0yWReabtG	trap	True	41.0	Flicka Da Wrist	222.733	spotify:track:6yxgLlHHp9EMklVUUdyjKh	http://www.billboard.com/charts/hot-100/2015-05-16	2015-05-16	94	Flicka Da WristChedda Da Connect	1		94	1	2015
9876	Carly Pearce	65.0	Carly Pearce	spotify:artist:4sIl4BTo9l9KqEi0Y3RE72	contemporary country	False	61.0	Every Little Thing	180.053	spotify:track:2wxfu24GQpEZQrjDJm5Ac1	http://www.billboard.com/charts/hot-100/2017-08-19	2017-08-19	94	Every Little ThingCarly Pearce	1		94	1	2017
9877	for KING & COUNTRY	67.0	for KING & COUNTRY	spotify:artist:3sDbKMebVH2VYcRSl7u1VC	ccm	False	65.0	God Only Knows	229.76	spotify:track:4ElNxglBjcrASiGn58t9Jm	https://www.billboard.com/charts/hot-100/2019-09-14	2019-09-14	94	God Only Knowsfor KING & COUNTRY	1		94	1	2019
9878	Nappy Brown	28.0	Nappy Brown	spotify:artist:7oR6vQt8KT2ZWUpC65jTha	jump blues	False	17.0	It Don't Hurt No More	145.64	spotify:track:756lHtnwuYvwRh5aCB6mz9	http://www.billboard.com/charts/hot-100/1958-11-08	1958-11-08	95	It Don't Hurt No MoreNappy Brown	1		95	1	1958
9879	Diane Maxwell	3.0	Diane Maxwell	spotify:artist:1wwPtM43pSejqpDDXlxZ7B		False	0.0	Jimmy Kiss And Run	126.268	spotify:track:76WvOC6TlTWPiYIsJXCe9X	http://www.billboard.com/charts/hot-100/1959-03-21	1959-03-21	95	Jimmy Kiss And RunDiane Maxwell	1		95	1	1959
9880	Ray Sharpe	19.0	Ray Sharpe	spotify:artist:4Tnu2xPRWy7IsD0ja3WP7D		False	32.0	Linda Lu	125.96	spotify:track:0qhu2Tge6o7jyeYOCn8jhC	http://www.billboard.com/charts/hot-100/1959-07-18	1959-07-18	95	Linda LuRay Sharpe	1		95	1	1959
9881	The Passions	35.0	The Passions	spotify:artist:6emLiLQsxkbmQMs0Bn51h3	uk post-punk	False	32.0	Just To Be With You	144.373	spotify:track:7iWJRjevjgQ6EqaxUR99SJ	http://www.billboard.com/charts/hot-100/1959-10-03	1959-10-03	95	Just To Be With YouThe Passions	1		95	1	1959
9882	Henry Mancini	57.0	Henry Mancini	spotify:artist:2EExdpjU4SK3xnJHO5paJf	adult standards	False	27.0	Mr. Lucky	132.333	spotify:track:0plxbPQf0Y4KQT0wFAFN95	http://www.billboard.com/charts/hot-100/1960-04-02	1960-04-02	95	Mr. LuckyHenry Mancini	1		95	1	1960
9883	The Wanderers	29.0	The Way Down Wanderers	spotify:artist:62N2F1MeS38SosZvvqBWlR	deep new americana	False	3.0	For Your Love	162.44	spotify:track:1S7KnbL73fmJibei7pKkLI	http://www.billboard.com/charts/hot-100/1961-05-13	1961-05-13	95	For Your LoveThe Wanderers	1		95	1	1961
9884	The Paragons	43.0	The Paragons	spotify:artist:5sCZ2Gc3nZaE3Cav8WG7WG	lovers rock	False	2.0	If	155.24	spotify:track:3TX4LYL1VNKAfASr9rUP02	http://www.billboard.com/charts/hot-100/1961-07-15	1961-07-15	95	IfThe Paragons	1		95	1	1961
9885	The Sensations	23.0	The Sensations	spotify:artist:708pmTl2zRKC87egxplOGc	classic girl group	False	25.0	Let Me In	186.066	spotify:track:1FY6i2ypBOzsMHU2mWXMA9	http://www.billboard.com/charts/hot-100/1961-12-30	1961-12-30	95	Let Me InThe Sensations	1		95	1	1961
9886	Hayley Mills	28.0	Hayley Mills	spotify:artist:61g53RNwNxFue8DjFshq05	movie tunes	False	1.0	Johnny Jingo	101.68	spotify:track:5TGKESXpi2XExg93Mu7Dbs	http://www.billboard.com/charts/hot-100/1962-03-17	1962-03-17	95	Johnny JingoHayley Mills	1		95	1	1962
9887	Pete Seeger	45.0	Pete Seeger	spotify:artist:1P9syEkl41IFowWIJN7ZBY	american folk revival	False	44.0	Little Boxes	114.773	spotify:track:4VJrTc5QPr13zgkwxaTjjN	http://www.billboard.com/charts/hot-100/1964-01-11	1964-01-11	95	Little BoxesPete Seeger	1		95	1	1964
9888	The Village Stompers	25.0	The Village Stompers	spotify:artist:052sD9jNgGqNAKlYmCAiD8		False	29.0	Washington Square	162.333	spotify:track:2JwLfiU13mnYuiqcqriOLl	http://www.billboard.com/charts/hot-100/1963-09-21	1963-09-21	100	Washington SquareThe Village Stompers	1		100	1	1963
9889	The Hombres	26.0	The Hombres	spotify:artist:5Kd7EaN14eunBIyNux2c3z	classic garage rock	False	41.0	Let It Out (Let It All Hang Out)	123.693	spotify:track:1SCnrq7aAvg2MIddieSQ9n	http://www.billboard.com/charts/hot-100/1967-09-16	1967-09-16	95	Let It Out (Let It All Hang Out)The Hombres	1		95	1	1967
9890	The Klowns	0.0	The Klowns	spotify:artist:0xa13zpEeUX95tT2MdZsCC		False	0.0	Lady Love	203.8	spotify:track:0AuS2N4IdseKh9OXuBzfVj	http://www.billboard.com/charts/hot-100/1970-12-05	1970-12-05	95	Lady LoveThe Klowns	1		95	1	1970
9891	James Last	52.0	James Last	spotify:artist:5UyJW2eCOuXtyYftgbMxZG	easy listening	False	13.0	Music From Across The Way	186.4	spotify:track:1uSzy457bNbQxMzSf2a68V	http://www.billboard.com/charts/hot-100/1972-01-15	1972-01-15	95	Music From Across The WayJames Last	1		95	1	1972
9892	Foster Sylvers	29.0	Foster Sylvers	spotify:artist:0ESCoUJXbD4SOqgJRA84iw		False	43.0	Misdemeanor	153.346	spotify:track:0ApFfTbtX1775WkrzZSx4y	http://www.billboard.com/charts/hot-100/1973-06-02	1973-06-02	96	MisdemeanorFoster Sylvers	1		96	1	1973
9893	"Bobby ""Blue"" Bland"	50.0	"Bobby ""Blue"" Bland"	spotify:artist:48nwxUvPJZkm8uPa7xMzmj	blues	False	15.0	Goin' Down Slow	335.293	spotify:track:6OEBHHHffm5kR7JijEHyEq	http://www.billboard.com/charts/hot-100/1974-03-02	1974-03-02	95	"Goin' Down SlowBobby ""Blue"" Bland"	1		95	1	1974
9894	Lana Cantrell	5.0	Lana Cantrell	spotify:artist:0woZZJmWAIMpDP6kUEiHrR		False	1.0	Like A Sunday Morning	189.988	spotify:track:3jjBnB7v3HpQ0VD4A3QE5U	http://www.billboard.com/charts/hot-100/1975-02-22	1975-02-22	95	Like A Sunday MorningLana Cantrell	1		95	1	1975
9895	The Rubinoos	28.0	The Rubinoos	spotify:artist:0ShV0veaBj1NvWRORhuwlI	power pop	False	41.0	I Think We're Alone Now	176.04	spotify:track:2imlSz1OkvN8QyAkQ4WL2a	http://www.billboard.com/charts/hot-100/1977-03-05	1977-03-05	95	I Think We're Alone NowThe Rubinoos	1		95	1	1977
9896	Liquid Gold	28.0	Liquid Gold	spotify:artist:6Lhdde9Dp3ypYfdgbk2nRf		False	28.0	My Baby's Baby	371.64	spotify:track:6fylMhfB3KSnYuLHqywuqk	http://www.billboard.com/charts/hot-100/1979-04-28	1979-04-28	95	My Baby's BabyLiquid Gold	1		95	1	1979
9897	Joan Armatrading	51.0	Joan Armatrading	spotify:artist:1bdAJUX6JPsnYHbTl5jbk6	classic uk pop	False	53.0	Drop The Pilot	221.986	spotify:track:72YATNrv9D0QIVgOURyTFg	http://www.billboard.com/charts/hot-100/1983-05-28	1983-05-28	95	Drop The PilotJoan Armatrading	1		95	1	1983
9898	Nona Hendryx	28.0	Nona Hendryx	spotify:artist:5pTDagkiVMJC5DJtSAdbXg		False	22.0	Why Should I Cry?	346.773	spotify:track:7HhPOs2zt5fq2h6HJtwSAL	http://www.billboard.com/charts/hot-100/1987-05-23	1987-05-23	80	Why Should I Cry?Nona Hendryx	1		80	1	1987
9899	Kissing The Pink	26.0	Kissing The Pink	spotify:artist:5B9MfAU2KZlyvsofev6XXR	deep new wave	False	5.0	Maybe This Day	217.92	spotify:track:1qF2o9DGXKIlKPvEJA5xCN	http://www.billboard.com/charts/hot-100/1983-08-06	1983-08-06	95	Maybe This DayKissing The Pink	1		95	1	1983
9900	Twilight 22	24.0	Twilight 22	spotify:artist:6duhLtz5KONtwVxwX4ka6B	electro	False	37.0	Electric Kingdom	286.04	spotify:track:1XCKE65GRGauDKnyFAKDN5	http://www.billboard.com/charts/hot-100/1983-12-17	1983-12-17	95	Electric KingdomTwilight 22	1		95	1	1983
9901	Newcleus	38.0	Newcleus	spotify:artist:5X8Tt3rIpdy8VR78KEhZ6C	electro	False	51.0	Jam On It	383.6	spotify:track:1lB2kyB5h9ceZ388GBfC9L	http://www.billboard.com/charts/hot-100/1984-06-02	1984-06-02	95	Jam On ItNewcleus	1		95	1	1984
9902	Evelyn Thomas	37.0	Evelyn Thomas	spotify:artist:2YLxwK8ceDNaG8RHhtkcQh	disco	False	47.0	High Energy	409.6	spotify:track:2O3JCRH7IvUUbzbxEvoVAi	http://www.billboard.com/charts/hot-100/1984-09-29	1984-09-29	95	High EnergyEvelyn Thomas	1		95	1	1984
9903	When In Rome	54.0	When In Rome	spotify:artist:3jOO5nZ2XPmc232rNjzqJy	new romantic	False	70.0	The Promise	220.96	spotify:track:48p5E25cFPanxuwCTmTpuL	http://www.billboard.com/charts/hot-100/1988-09-03	1988-09-03	87	The PromiseWhen In Rome	1		87	1	1988
9905	The Graces	18.0	The Graces	spotify:artist:1M1jSJdwrJgaVgv4YrtOcl		False	10.0	Lay Down Your Arms	254.733	spotify:track:6AHvm8J1gpZlY3IkyreaFB	http://www.billboard.com/charts/hot-100/1989-08-12	1989-08-12	95	Lay Down Your ArmsThe Graces	1		95	1	1989
9906	Anything Box	30.0	Anything Box	spotify:artist:0AEDwJyvLfojF4iKEmJDMT	deep new wave	False	40.0	Living In Oblivion	306.746	spotify:track:3YvWI3uLVvPjnWNgfgXht0	http://www.billboard.com/charts/hot-100/1990-02-17	1990-02-17	95	Living In OblivionAnything Box	1		95	1	1990
9907	Beats International	38.0	Beats International	spotify:artist:6C5gMdsVmZHJG6yJuC68sp	hip house	False	41.0	Dub Be Good To Me	238.097	spotify:track:1GMGnMOnYFumU8kNe7YaYQ	http://www.billboard.com/charts/hot-100/1990-04-14	1990-04-14	95	Dub Be Good To MeBeats International	1		95	1	1990
9908	Soho	59.0	Sohodolls	spotify:artist:1KNXft7nnRQj82sENi7WGN	electronic rock	False	39.0	Hippychick	192.36	spotify:track:6KnNSH6Os9TgxmOeRuSsme	http://www.billboard.com/charts/hot-100/1990-09-08	1990-09-08	95	HippychickSoho	1		95	1	1990
9909	Fred Schneider	16.0	Fred Schneider	spotify:artist:7HWVWTbgJBXqBX6Jd4AvzJ		False	16.0	Monster	235.733	spotify:track:4ckYtCucL8hyGBdEOcL2ns	http://www.billboard.com/charts/hot-100/1991-07-06	1991-07-06	95	MonsterFred Schneider	1		95	1	1991
9910	2 Hyped Brothers & A Dog	16.0	2 Hyped Brothers & A Dog	spotify:artist:4uuHzqQ4a2GT3jFsAlZSip	bmore	False	29.0	Doo Doo Brown	338.533	spotify:track:0VFJiOs6UOzmFCYFaTumKo	http://www.billboard.com/charts/hot-100/1992-03-21	1992-03-21	95	Doo Doo Brown2 Hyped Brothers & A Dog	1		95	1	1992
9911	Chaka Demus & Pliers	55.0	Chaka Demus & Pliers	spotify:artist:6RQkaOWddQmiLLJqSgnTbm	funana	False	69.0	Murder She Wrote	245.0	spotify:track:1HGyhNaRUFEDBiVLbvtbL6	http://www.billboard.com/charts/hot-100/1993-01-02	1993-01-02	95	Murder She WroteChaka Demus & Pliers	1		95	1	1993
9912	Little Texas	46.0	Little Texas	spotify:artist:5CCf77sKGlTdfIiIDaVScj	country	False	46.0	My Love	245.8	spotify:track:5PyA2avguoJ2n2U42Y9GXS	http://www.billboard.com/charts/hot-100/1994-02-26	1994-02-26	95	My LoveLittle Texas	1		95	1	1994
9915	Donna Lewis	54.0	Donna Lewis	spotify:artist:2EfG2EoT8GFJrMiilbTVl2	new wave pop	False	70.0	I Love You Always Forever	239.96	spotify:track:1PEqh7awkpuepLBSq8ZwqD	http://www.billboard.com/charts/hot-100/1996-06-22	1996-06-22	95	I Love You Always ForeverDonna Lewis	1		95	1	1996
9917	Funky Green Dogs	29.0	Funky Green Dogs	spotify:artist:3sta4kc4vmWb0bOnQb6R8c	tribal house	False	33.0	Fired Up!	485.16	spotify:track:59cOkSYMBzajxog2tMyQCT	http://www.billboard.com/charts/hot-100/1997-02-08	1997-02-08	95	Fired Up!Funky Green Dogs	1		95	1	1997
9918	Lorrie Morgan	48.0	Lorrie Morgan	spotify:artist:0khzcQ6PQU5a6dl1Qss3pt	country	False	17.0	Go Away	169.333	spotify:track:1A0ztUdCDMZjIeeJjXLgDL	http://www.billboard.com/charts/hot-100/1997-10-04	1997-10-04	95	Go AwayLorrie Morgan	1		95	1	1997
9919	Billie Myers	42.0	Billie Myers	spotify:artist:2ZqXK2gIDbfE7aOvkNObPW		False	58.0	Kiss The Rain	270.16	spotify:track:4wtHbIS26FOtpjMkaQQ8Zk	http://www.billboard.com/charts/hot-100/1997-11-08	1997-11-08	95	Kiss The RainBillie Myers	1		95	1	1997
9920	Innerlude	13.0	Innerlude	spotify:artist:7iHs5rSoQAhA5uIZLjuF98		False	18.0	I Don't Wanna Go On	277.812	spotify:track:37vgFln0hkTGcphuNjlKhi	http://www.billboard.com/charts/hot-100/1998-05-16	1998-05-16	95	I Don't Wanna Go OnInnerlude	1		95	1	1998
9921	Before Dark	10.0	Before Dark	spotify:artist:24oWuzi9YOuHwjX6WTTCob	contemporary r&b	False	13.0	Monica	244.8	spotify:track:6oF2p0mye6O6cexdEeRfDf	http://www.billboard.com/charts/hot-100/2000-05-20	2000-05-20	95	MonicaBefore Dark	1		95	1	2000
9922	Beenie Man	63.0	Beenie Man	spotify:artist:4L3GTE04bW5N7azA9QPhjA	dancehall	False	52.0	King Of The Dancehall	217.106	spotify:track:2vACumvzzT2ZngO2p7i3Gu	http://www.billboard.com/charts/hot-100/2004-09-04	2004-09-04	95	King Of The DancehallBeenie Man	1		95	1	2004
9923	Caesars	55.0	Caesars	spotify:artist:4rGrN4XDYhP6dUAZMvcuHr	swedish indie rock	False	66.0	Jerk It Out	195.666	spotify:track:5XMjXjwCkJVmk0AHm7z8IV	http://www.billboard.com/charts/hot-100/2005-02-26	2005-02-26	95	Jerk It OutCaesars	1		95	1	2005
9924	Loreena McKennitt	56.0	Loreena McKennitt	spotify:artist:1JdeDdujDbS6ZeSlkXqx3a	canadian celtic	False	45.0	The Mummers' Dance	367.44	spotify:track:5OFXqc0YydDLSJTxEp0AjS	http://www.billboard.com/charts/hot-100/1998-03-07	1998-03-07	19	The Mummers' DanceLoreena McKennitt	1		19	1	1998
9925	Vicki Lawrence	25.0	Vicki Lawrence	spotify:artist:3PNGsgUFOuNvwagyBCo2Rg	bubblegum pop	False	14.0	He Did With Me	150.053	spotify:track:1yUG9IGqlsocIfxcAZ132X	http://www.billboard.com/charts/hot-100/1973-06-23	1973-06-23	97	He Did With MeVicki Lawrence	1		97	1	1973
9927	Lord Huron	74.0	Lord Huron	spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25	indie folk	False	77.0	The Night We Met	208.211	spotify:track:0QZ5yyl6B6utIWkxeBDxQN	http://www.billboard.com/charts/hot-100/2017-05-06	2017-05-06	99	The Night We MetLord Huron	1		99	1	2017
9928	A Perfect Circle	64.0	A Perfect Circle	spotify:artist:4DFhHyjvGYa9wxdHUjtDkc	alternative metal	False	64.0	Weak And Powerless	195.133	spotify:track:7gDVjl5fEw2OPAtjbW4LzR	http://www.billboard.com/charts/hot-100/2003-09-27	2003-09-27	78	Weak And PowerlessA Perfect Circle	1		78	1	2003
9930	Tay-K	69.0	Tay-K	spotify:artist:2ODbg2404zUzTi02qIPEjB	cali rap	True	72.0	The Race	140.0	spotify:track:3wGXyJGsCf1myH5MooQIqE	http://www.billboard.com/charts/hot-100/2017-08-26	2017-08-26	70	The RaceTay-K	1		70	1	2017
9931	The 5 Chanels	0.0	The 5 Chanels	spotify:artist:2XHwiSqppIEZwWgczxOjGk		False	1.0	The Reason	171.309	spotify:track:2CQQsJL0KrzNF5yKqIdfrL	http://www.billboard.com/charts/hot-100/1958-12-20	1958-12-20	98	The ReasonThe 5 Chanels	1		98	1	1958
9932	Martin Briley	21.0	Martin Briley	spotify:artist:0kQXfNK3qQhHzHrR078qvN		False	28.0	The Salt In My Tears	208.173	spotify:track:7mkH1uCjRViPXrhdOr7MuM	http://www.billboard.com/charts/hot-100/1983-05-21	1983-05-21	86	The Salt In My TearsMartin Briley	1		86	1	1983
9933	The Tractors	42.0	The Tractors	spotify:artist:4cORFIWQylRGyJX9lYnqk9	country	False	27.0	The Santa Claus Boogie	229.16	spotify:track:2xApGjvGHM3xrawfnArFzD	http://www.billboard.com/charts/hot-100/1995-01-07	1995-01-07	91	The Santa Claus BoogieThe Tractors	1		91	1	1995
9934	Billy Graves	0.0	Billy Graves	spotify:artist:4fJGz8hNr7Cx8k0n2YvptH		False	0.0	The Shag (Is Totally Cool)	132.44	spotify:track:6vZtbmJNUn8wsqS82suinH	http://www.billboard.com/charts/hot-100/1959-01-24	1959-01-24	72	The Shag (Is Totally Cool)Billy Graves	1		72	1	1959
9935	Johnny Restivo	17.0	Johnny Restivo	spotify:artist:0RHOoF3Gk8xeWJyozvvvle		False	26.0	The Shape I'm In	124.92	spotify:track:7h5Iae2cmVKwgB2nUSaB7e	http://www.billboard.com/charts/hot-100/1959-09-05	1959-09-05	87	The Shape I'm InJohnny Restivo	1		87	1	1959
9936	Sara Ramirez	41.0	Sara Ramirez	spotify:artist:369G5DRwe0MjvyOoyyVXGN	show tunes	False	54.0	The Story	225.346	spotify:track:3rDfh2uI7DaBUAaBgaUkqH	http://www.billboard.com/charts/hot-100/2011-04-16	2011-04-16	69	The StorySara Ramirez	1		69	1	2011
9937	Tracey Lee	30.0	Tracey Lee	spotify:artist:7lb6cUo0sKWSGIpmN2PB4P	philly rap	True	26.0	The Theme (It's Party Time)	272.8	spotify:track:0goSgbfByV96DUQv4NuRhl	http://www.billboard.com/charts/hot-100/1997-02-15	1997-02-15	88	The Theme (It's Party Time)Tracey Lee	1		88	1	1997
9938	The Harden Trio	7.0	The Harden Trio	spotify:artist:4NpvTrjODQU5pCxWeMlXQc		False	16.0	Tippy Toeing	121.213	spotify:track:54dLJWk0He1SHiNaBXUav1	http://www.billboard.com/charts/hot-100/1966-03-12	1966-03-12	93	Tippy ToeingThe Harden Trio	1		93	1	1966
9939	The Pentagons	10.0	The Pentagons	spotify:artist:3JCb6m9WQm824cTsSiRCqz		False	14.0	To Be Loved (Forever)	145.533	spotify:track:4Np5Xapako3lv3XZO9tKfE	http://www.billboard.com/charts/hot-100/1961-02-18	1961-02-18	84	To Be Loved (Forever)The Pentagons	1		84	1	1961
9940	The Nashville Teens	25.0	The Nashville Teens	spotify:artist:5ZMLeokWf9ZKDStGUhokji	british invasion	False	36.0	Tobacco Road	160.94	spotify:track:7iPiOABYfkx6iCTAhtVBbm	http://www.billboard.com/charts/hot-100/1964-09-12	1964-09-12	90	Tobacco RoadThe Nashville Teens	1		90	1	1964
9942	Fire Inc.	40.0	Fire Inc.	spotify:artist:41pLvk2oM6XBHjqi1JkTXF		False	47.0	Tonight Is What It Means To Be Young	414.733	spotify:track:5kipcj9XzSz7DD13xqF9sy	http://www.billboard.com/charts/hot-100/1984-06-02	1984-06-02	90	Tonight Is What It Means To Be YoungFire Inc.	1		90	1	1984
9943	Hot Chelle Rae	59.0	Hot Chelle Rae	spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0	dance pop	False	73.0	Tonight Tonight	200.466	spotify:track:2i0AUcEnsDm3dsqLrFWUCq	http://www.billboard.com/charts/hot-100/2011-04-30	2011-04-30	93	Tonight TonightHot Chelle Rae	1		93	1	2011
9944	Jack Greene	39.0	Jackie Greene	spotify:artist:5idHaEmJbiGTZ2MBmhmGMV	deep new americana	False	40.0	There Goes My Everything	142.88	spotify:track:3aCTkhw102uz8NCRZZv1qF	http://www.billboard.com/charts/hot-100/1967-01-07	1967-01-07	100	There Goes My EverythingJack Greene	1		100	1	1967
9945	The La's	83.0	The Kid LAROI	spotify:artist:2tIP7SsRs7vjIcLrU85W8J	australian hip hop	False	65.0	There She Goes	162.16	spotify:track:0SMkzFGJOBFDI9KfYD55L0	http://www.billboard.com/charts/hot-100/1991-07-20	1991-07-20	94	There She GoesThe La's	1		94	1	1991
9946	BlackHawk	46.0	BlackHawk	spotify:artist:4mOt6H7OnuqLnQrm1Bboc6	country	False	41.0	There You Have It	192.266	spotify:track:5iYhLXMXR4r335x9MrTvRE	http://www.billboard.com/charts/hot-100/1998-12-05	1998-12-05	65	There You Have ItBlackHawk	1		65	1	1998
9948	Rico Love	42.0	Rico Love	spotify:artist:2GEcMpeGIad5O23WxDRFMn		True	34.0	They Don't Know	296.733	spotify:track:4tzrdaXrV7FQMLoM0FvXdZ	http://www.billboard.com/charts/hot-100/2014-02-08	2014-02-08	100	They Don't KnowRico Love	1		100	1	2014
9949	Lainey Wilson	73.0	Lainey Wilson	spotify:artist:6tPHARSq45lQ8BSALCfkFC	contemporary country	False	71.0	Things A Man Oughta Know	203.373	spotify:track:5QS8PNEWbqTEZyQ6e9ZbJf	https://www.billboard.com/charts/hot-100/2021-05-29	2021-05-29	94	Things A Man Oughta KnowLainey Wilson	1		94	1	2021
9950	Cheryl Ladd	9.0	Cheryl Ladd	spotify:artist:3nJurPRzJe1jhoxefw5Gli		False	11.0	Think It Over	200.893	spotify:track:1p4F1uAWVr8TPnEng01jk1	http://www.billboard.com/charts/hot-100/1978-07-22	1978-07-22	87	Think It OverCheryl Ladd	1		87	1	1978
9951	B.G. The Prince Of Rap	35.0	B.G. The Prince Of Rap	spotify:artist:3NyO6lrjoe4s6Uk4ns9Tda	eurodance	False	35.0	This Beat Is Hot	248.0	spotify:track:3LzBl33ChbMQxILjFeUA8N	http://www.billboard.com/charts/hot-100/1991-08-17	1991-08-17	89	This Beat Is HotB.G. The Prince Of Rap	1		89	1	1991
9952	Gene Redding	0.0	Gene Redding	spotify:artist:1DvLU2XHpGqjhe3i11nyAM		False	3.0	This Heart	209.351	spotify:track:0MfmjZR6t7imRWqYv6WggU	http://www.billboard.com/charts/hot-100/1974-05-04	1974-05-04	98	This HeartGene Redding	1		98	1	1974
9953	S.O.A.P.	42.0	S.O.A.P.	spotify:artist:4tc5xhcuEtiRizloAL4wZI	bubblegum dance	False	38.0	This Is How We Party	198.066	spotify:track:42yb3aUH2iUYzbcIelm2f9	http://www.billboard.com/charts/hot-100/1998-04-18	1998-04-18	82	This Is How We PartyS.O.A.P.	1		82	1	1998
