Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
Midnight Star,48.0,Midnight Star,spotify:artist:0KMLfCXYb3Dhf1hLpu8cVd,"['disco', 'electro', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",http://www.billboard.com/charts/hot-100/1983-08-20,1983-08-20,95,Freak-A-Zoid,Freak-A-ZoidMidnight Star,1,,95,1,False,17.0,Scientific Love,380226.0,spotify:track:0LbCRmrO23yK5ppFcTbEvx,1983
Quiet Riot,60.0,Quiet Riot,spotify:artist:1dLWg6m8RRhizsdqJbhyj3,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",http://www.billboard.com/charts/hot-100/1983-09-17,1983-09-17,92,Cum On Feel The Noize,Cum On Feel The NoizeQuiet Riot,1,,92,1,False,61.0,Metal Health (Bang Your Head),316866.0,spotify:track:28clONjZmul6FjfO6tZQDE,1983
Matthew Wilder,58.0,Matthew Wilder,spotify:artist:3bmFPbLMiLxtR9tFrTcKcP,['new wave pop'],http://www.billboard.com/charts/hot-100/1983-09-17,1983-09-17,94,Break My Stride,Break My StrideMatthew Wilder,1,,94,1,False,73.0,Break My Stride,184480.0,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,1983
Graham Parker,29.0,Graham Parker,spotify:artist:6c8INA1EQQe9TkukfEdiCA,"['jangle pop', 'power pop', 'pub rock', 'roots rock']",http://www.billboard.com/charts/hot-100/1983-09-24,1983-09-24,96,Life Gets Better,Life Gets BetterGraham Parker,1,,96,1,False,10.0,Life Gets Better,193506.0,spotify:track:1R7VKNLzUorQNoDdWOEPF8,1983
Minor Detail,2.0,Minor Detail,spotify:artist:3HSdM0L3rHIM8p9EUdMMKz,['deep new wave'],http://www.billboard.com/charts/hot-100/1983-09-24,1983-09-24,95,Canvas Of Life,Canvas Of LifeMinor Detail,1,,95,1,False,9.0,Canvas of Life,210445.0,spotify:track:4vp1ooSVHvf7DDmlSRfpJ4,1983
Peter Schilling,56.0,Peter Schilling,spotify:artist:7ip3CWlgPZbQHvgJpmcGSS,"['german pop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",http://www.billboard.com/charts/hot-100/1983-09-24,1983-09-24,89,Major Tom (Coming Home),Major Tom (Coming Home)Peter Schilling,1,,89,1,False,35.0,The Different Story (World of Lust and Crime) - Single Version,232773.0,spotify:track:1jP0CImX4WDx8jGfzrMTkV,1983
Paul Young,55.0,Sean Paul,spotify:artist:2ZVEnkCKF0ytNHpj9cLxte,[],http://www.billboard.com/charts/hot-100/1983-10-01,1983-10-01,85,Wherever I Lay My Hat (That's My Home),Wherever I Lay My Hat (That's My Home)Paul Young,1,,85,1,False,47.0,Wherever I Lay My Hat (That's My Home),250053.0,spotify:track:04N18CfIbOJPnVLGOKgJNB,1983
Big Country,48.0,Big Country,spotify:artist:1h8YIw9HLr6E8gdXVDRbVJ,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'scottish rock']",http://www.billboard.com/charts/hot-100/1983-10-22,1983-10-22,73,In A Big Country,In A Big CountryBig Country,1,,73,1,False,19.0,Wonderland,238960.0,spotify:track:2DHmwT9LhjRLTyZkluPXyL,1983
Madonna,79.0,Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",http://www.billboard.com/charts/hot-100/1983-10-29,1983-10-29,88,Holiday,HolidayMadonna,1,,88,1,False,40.0,Bedtime Story,292906.0,spotify:track:1dOXmR1VsGmkM9c72ka0je,1983
Real Life,45.0,Real Life,spotify:artist:1n0pe6Cx9pCNvXYkX9TTLX,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",http://www.billboard.com/charts/hot-100/1983-11-12,1983-11-12,95,Send Me An Angel,Send Me An AngelReal Life,1,,95,1,False,38.0,Catch Me I'm Falling,245466.0,spotify:track:3Guz2ytmxqThnnJGHwXviA,1983
Streets,37.0,Sesame Street's Alan,spotify:artist:2GFqYtTnlSN6QNfJpCHchx,"[""children's music""]",http://www.billboard.com/charts/hot-100/1983-12-03,1983-12-03,90,If Love Should Go,If Love Should GoStreets,1,,90,1,False,15.0,If Love Should Go,250840.0,spotify:track:3kAiPXqapVgYwOiISlcexP,1983
John Mellencamp,67.0,John Mellencamp,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",http://www.billboard.com/charts/hot-100/1983-12-10,1983-12-10,45,Pink Houses,Pink HousesJohn Mellencamp,1,,45,1,False,73.0,Jack & Diane,254493.0,spotify:track:43btz2xjMKpcmjkuRsvxyg,1983
Nena,63.0,Nena,spotify:artist:6Tz0QRoe083BcOo2YbG9lV,"['german pop', 'german rock', 'new wave pop']",http://www.billboard.com/charts/hot-100/1983-12-10,1983-12-10,74,99 Luftballons,99 LuftballonsNena,1,,74,1,False,74.0,99 Luftballons,232466.0,spotify:track:4ZhPLoMzZwewHLLjV1J15c,1983
Twilight 22,24.0,Twilight 22,spotify:artist:6duhLtz5KONtwVxwX4ka6B,"['electro', 'old school hip hop']",http://www.billboard.com/charts/hot-100/1983-12-17,1983-12-17,95,Electric Kingdom,Electric KingdomTwilight 22,1,,95,1,False,37.0,Electric Kingdom,286040.0,spotify:track:1XCKE65GRGauDKnyFAKDN5,1983
